frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,green_on,green_z
135,4.504,red,observed,1.0,15.76,,red,1,23.74,0,-15.76
138,4.605,red,observed,1.0,16.14,,red,1,25.05,0,-16.14
141,4.705,red,observed,1.0,15.69,,red,1,24.69,0,-15.69
144,4.805,red,observed,1.0,16.14,,red,1,24.93,0,-16.14
147,4.905,red,observed,1.0,15.38,,red,1,24.1,0,-15.38
150,5.005,red,observed,1.0,16.22,,red,1,24.57,0,-16.22
153,5.105,red,observed,1.0,15.91,,red,1,25.76,0,-15.91
156,5.205,red,observed,1.0,15.61,,red,1,25.05,0,-15.61
159,5.305,red,observed,1.0,16.22,,red,1,26.83,0,-16.22
162,5.405,red,observed,1.0,15.76,,red,1,26.59,0,-15.76
165,5.506,red,observed,1.0,16.14,,red,1,26.12,0,-16.14
168,5.606,red,observed,1.0,16.22,,red,1,23.62,0,-16.22
171,5.706,red,observed,1.0,16.14,,red,1,26.35,0,-16.14
174,5.806,red,observed,1.0,15.76,,red,1,25.52,0,-15.76
177,5.906,red,observed,1.0,15.61,,red,1,25.76,0,-15.61
180,6.006,red,observed,1.0,15.99,,red,1,25.52,0,-15.99
183,6.106,red,observed,1.0,15.99,,red,1,25.52,0,-15.99
186,6.206,red,observed,1.0,15.91,,red,1,24.69,0,-15.91
189,6.306,red,observed,1.0,16.06,,red,1,25.17,0,-16.06
192,6.406,red,observed,1.0,15.91,,red,1,26.83,0,-15.91
195,6.506,red,observed,1.0,15.76,,red,1,27.42,0,-15.76
198,6.607,red,observed,1.0,15.53,,red,1,26.0,0,-15.53
201,6.707,red,observed,1.0,15.99,,red,1,27.9,0,-15.99
204,6.807,red,observed,1.0,15.53,,red,1,26.35,0,-15.53
207,6.907,red,observed,1.0,15.99,,red,1,25.17,0,-15.99
210,7.007,red,observed,1.0,15.46,,red,1,26.47,0,-15.46
213,7.107,red,observed,1.0,15.84,,red,1,26.0,0,-15.84
216,7.207,red,observed,1.0,16.06,,red,1,26.95,0,-16.06
219,7.307,red,observed,1.0,16.06,,red,1,28.61,0,-16.06
222,7.407,red,observed,1.0,16.14,,red,1,27.78,0,-16.14
225,7.508,red,observed,1.0,15.99,,red,1,26.12,0,-15.99
228,7.608,red,observed,1.0,15.23,,red,1,25.76,0,-15.23
231,7.708,red,observed,1.0,16.29,,red,1,25.64,0,-16.29
234,7.808,red,observed,1.0,16.14,,red,1,25.88,0,-16.14
237,7.908,red,observed,1.0,15.46,,red,1,26.24,0,-15.46
240,8.008,red,observed,1.0,15.84,,red,1,26.12,0,-15.84
243,8.108,red,observed,1.0,16.14,,red,1,27.66,0,-16.14
246,8.208,red,observed,1.0,15.91,,red,1,26.83,0,-15.91
249,8.308,red,observed,1.0,16.37,,red,1,27.18,0,-16.37
252,8.408,red,observed,1.0,16.06,,red,1,26.83,0,-16.06
255,8.508,red,observed,1.0,16.06,,red,1,26.71,0,-16.06
258,8.609,red,observed,1.0,16.44,,red,1,26.71,0,-16.44
261,8.709,red,observed,1.0,16.37,,red,1,26.24,0,-16.37
264,8.809,red,observed,1.0,16.37,,red,1,26.0,0,-16.37
267,8.909,red,observed,1.0,15.53,,red,1,26.12,0,-15.53
270,9.009,red,observed,1.0,15.84,,red,1,26.95,0,-15.84
273,9.109,red,observed,1.0,15.69,,red,1,27.9,0,-15.69
276,9.209,red,observed,1.0,15.91,,red,1,25.29,0,-15.91
279,9.309,red,observed,1.0,15.99,,red,1,27.07,0,-15.99
282,9.409,red,observed,1.0,15.99,,red,1,25.88,0,-15.99
285,9.51,red,observed,1.0,15.76,,red,1,25.17,0,-15.76
288,9.61,red,observed,1.0,16.59,,red,1,25.05,0,-16.59
291,9.71,red,observed,1.0,15.38,,red,1,25.64,0,-15.38
294,9.81,red,observed,1.0,15.84,,red,1,26.47,0,-15.84
297,9.91,red,observed,1.0,15.69,,red,1,25.05,0,-15.69
300,10.01,red,observed,1.0,15.76,,red,1,25.52,0,-15.76
303,10.11,red,observed,1.0,15.53,,red,1,24.57,0,-15.53
306,10.21,red,observed,1.0,15.76,,red,1,27.07,0,-15.76
309,10.31,red,observed,1.0,15.84,,red,1,25.88,0,-15.84
312,10.41,red,observed,1.0,16.14,,red,1,25.17,0,-16.14
315,10.51,red,observed,1.0,16.06,,red,1,26.24,0,-16.06
318,10.611,red,observed,1.0,15.91,,red,1,25.29,0,-15.91
321,10.711,red,observed,1.0,15.91,,red,1,23.62,0,-15.91
324,10.811,red,observed,1.0,16.14,,red,1,23.86,0,-16.14
327,10.911,red,observed,1.0,15.53,,red,1,23.74,0,-15.53
330,11.011,red,observed,1.0,15.91,,red,1,25.05,0,-15.91
333,11.111,red,observed,1.0,15.84,,red,1,25.17,0,-15.84
336,11.211,red,observed,1.0,15.69,,red,1,26.59,0,-15.69
339,11.311,red,observed,1.0,15.91,,red,1,25.05,0,-15.91
342,11.411,red,observed,1.0,15.69,,red,1,24.93,0,-15.69
345,11.512,red,observed,1.0,16.29,,red,1,26.83,0,-16.29
348,11.612,red,observed,1.0,15.23,,red,1,26.95,0,-15.23
351,11.712,red,observed,1.0,15.84,,red,1,24.93,0,-15.84
354,11.812,red,observed,1.0,15.91,,red,1,26.47,0,-15.91
357,11.912,red,observed,1.0,15.23,,red,1,26.83,0,-15.23
360,12.012,red,observed,1.0,15.46,,red,1,25.64,0,-15.46
363,12.112,red,observed,1.0,15.69,,red,1,25.17,0,-15.69
366,12.212,red,observed,1.0,15.23,,red,1,25.4,0,-15.23
369,12.312,red,observed,1.0,15.99,,red,1,25.17,0,-15.99
372,12.412,red,observed,1.0,15.76,,red,1,26.0,0,-15.76
375,12.513,red,observed,1.0,15.46,,red,1,25.52,0,-15.46
378,12.613,red,observed,1.0,15.69,,red,1,26.35,0,-15.69
381,12.713,red,observed,1.0,16.06,,red,1,26.59,0,-16.06
384,12.813,red,observed,1.0,15.91,,red,1,26.95,0,-15.91
387,12.913,red,observed,1.0,15.84,,red,1,26.95,0,-15.84
390,13.013,red,observed,1.0,16.22,,red,1,25.29,0,-16.22
393,13.113,red,observed,1.0,15.76,,red,1,25.76,0,-15.76
396,13.213,red,observed,1.0,15.99,,red,1,27.9,0,-15.99
399,13.313,red,observed,1.0,15.53,,red,1,26.47,0,-15.53
402,13.413,red,observed,1.0,16.22,,red,1,25.88,0,-16.22
405,13.514,red,observed,1.0,16.14,,red,1,27.3,0,-16.14
408,13.614,red,observed,1.0,15.99,,red,1,25.05,0,-15.99
411,13.714,red,observed,1.0,15.69,,red,1,26.47,0,-15.69
414,13.814,red,observed,1.0,16.97,,red,1,26.71,0,-16.97
417,13.914,red,observed,1.0,16.14,,red,1,26.35,0,-16.14
420,14.014,red,observed,1.0,16.22,,red,1,27.9,0,-16.22
423,14.114,red,observed,1.0,16.22,,red,1,26.83,0,-16.22
426,14.214,red,observed,1.0,16.22,,red,1,27.66,0,-16.22
429,14.314,red,observed,1.0,16.37,,red,1,26.12,0,-16.37
432,14.414,red,observed,1.0,15.76,,red,1,26.35,0,-15.76
435,14.514,red,observed,1.0,15.69,,red,1,26.47,0,-15.69
438,14.615,red,observed,1.0,15.38,,red,1,26.24,0,-15.38
441,14.715,red,observed,1.0,15.99,,red,1,26.47,0,-15.99
444,14.815,red,observed,1.0,15.76,,red,1,26.95,0,-15.76
447,14.915,red,observed,1.0,15.91,,red,1,26.24,0,-15.91
450,15.015,red,observed,1.0,15.31,,red,1,26.83,0,-15.31
453,15.115,red,observed,1.0,15.46,,red,1,25.17,0,-15.46
456,15.215,red,observed,1.0,15.31,,red,1,26.59,0,-15.31
459,15.315,red,observed,1.0,15.69,,red,1,25.64,0,-15.69
462,15.415,red,observed,1.0,15.46,,red,1,27.66,0,-15.46
465,15.516,red,observed,1.0,15.38,,red,1,25.88,0,-15.38
468,15.616,red,observed,1.0,16.14,,red,1,25.4,0,-16.14
471,15.716,red,observed,1.0,15.99,,red,1,26.71,0,-15.99
474,15.816,red,observed,1.0,15.31,,red,1,25.76,0,-15.31
477,15.916,red,observed,1.0,14.93,,red,1,26.83,0,-14.93
480,16.016,red,observed,1.0,15.61,,red,1,25.29,0,-15.61
483,16.116,red,observed,1.0,15.76,,red,1,25.4,0,-15.76
486,16.216,red,observed,1.0,16.29,,red,1,24.81,0,-16.29
489,16.316,red,observed,1.0,15.61,,red,1,26.0,0,-15.61
492,16.416,red,observed,1.0,15.69,,red,1,26.12,0,-15.69
495,16.516,red,observed,1.0,16.06,,red,1,26.35,0,-16.06
498,16.617,red,observed,1.0,16.52,,red,1,25.64,0,-16.52
501,16.717,red,observed,1.0,16.14,,red,1,25.76,0,-16.14
504,16.817,red,observed,1.0,15.99,,red,1,25.17,0,-15.99
507,16.917,red,observed,1.0,16.06,,red,1,25.17,0,-16.06
510,17.017,red,observed,1.0,16.06,,red,1,25.88,0,-16.06
513,17.117,red,observed,1.0,15.53,,red,1,24.45,0,-15.53
516,17.217,red,observed,1.0,15.76,,red,1,25.64,0,-15.76
519,17.317,red,observed,1.0,16.06,,red,1,24.1,0,-16.06
522,17.417,red,observed,1.0,16.37,,red,1,25.17,0,-16.37
525,17.518,red,observed,1.0,15.76,,red,1,25.52,0,-15.76
528,17.618,red,observed,1.0,16.52,,red,1,25.29,0,-16.52
531,17.718,red,observed,1.0,16.52,,red,1,25.17,0,-16.52
534,17.818,red,observed,1.0,16.22,,red,1,25.17,0,-16.22
537,17.918,red,observed,1.0,16.29,,red,1,24.57,0,-16.29
540,18.018,red,observed,1.0,16.14,,red,1,25.52,0,-16.14
543,18.118,red,observed,1.0,16.14,,red,1,25.52,0,-16.14
546,18.218,red,observed,1.0,16.06,,red,1,24.81,0,-16.06
549,18.318,red,observed,1.0,15.99,,red,1,24.69,0,-15.99
552,18.418,red,observed,1.0,15.76,,red,1,25.29,0,-15.76
555,18.518,red,observed,1.0,16.06,,red,1,25.64,0,-16.06
558,18.619,red,observed,1.0,15.46,,red,1,25.52,0,-15.46
561,18.719,red,observed,1.0,15.61,,red,1,24.81,0,-15.61
564,18.819,red,observed,1.0,15.53,,red,1,26.47,0,-15.53
567,18.919,red,observed,1.0,15.76,,red,1,25.05,0,-15.76
570,19.019,red,observed,1.0,15.53,,red,1,25.52,0,-15.53
573,19.119,red,observed,1.0,15.76,,red,1,25.05,0,-15.76
576,19.219,red,observed,1.0,15.46,,red,1,26.71,0,-15.46
579,19.319,red,observed,1.0,16.06,,red,1,26.0,0,-16.06
582,19.419,red,observed,1.0,15.91,,red,1,25.76,0,-15.91
585,19.52,red,observed,1.0,15.76,,red,1,25.52,0,-15.76
588,19.62,red,observed,1.0,15.69,,red,1,24.93,0,-15.69
591,19.72,red,observed,1.0,15.46,,red,1,26.35,0,-15.46
594,19.82,red,observed,1.0,15.91,,red,1,25.29,0,-15.91
597,19.92,green,observed,1.0,17.35,,green,0,-25.88,1,17.35
600,20.02,green,observed,1.0,16.67,,green,0,-26.0,1,16.67
603,20.12,green,observed,1.0,17.28,,green,0,-26.12,1,17.28
606,20.22,green,observed,1.0,17.05,,green,0,-26.0,1,17.05
609,20.32,green,observed,1.0,16.97,,green,0,-26.0,1,16.97
612,20.42,green,observed,1.0,17.13,,green,0,-26.0,1,17.13
615,20.521,green,observed,1.0,16.82,,green,0,-27.07,1,16.82
618,20.621,green,observed,1.0,16.75,,green,0,-26.95,1,16.75
621,20.721,green,observed,1.0,17.28,,green,0,-25.88,1,17.28
624,20.821,green,observed,1.0,16.44,,green,0,-27.07,1,16.44
627,20.921,green,observed,1.0,16.44,,green,0,-27.07,1,16.44
630,21.021,green,observed,1.0,17.05,,green,0,-27.3,1,17.05
633,21.121,green,observed,1.0,16.52,,green,0,-25.76,1,16.52
636,21.221,green,observed,1.0,15.84,,green,0,-25.88,1,15.84
639,21.321,green,observed,1.0,15.84,,green,0,-26.35,1,15.84
642,21.421,green,observed,1.0,16.29,,green,0,-27.07,1,16.29
645,21.522,green,observed,1.0,16.59,,green,0,-26.0,1,16.59
648,21.622,green,observed,1.0,15.61,,green,0,-26.24,1,15.61
651,21.722,green,observed,1.0,14.17,,green,0,-25.64,1,14.17
654,21.822,green,observed,1.0,15.76,,green,0,-27.07,1,15.76
657,21.922,green,observed,1.0,16.29,,green,0,-26.24,1,16.29
660,22.022,green,observed,1.0,14.4,,green,0,-26.95,1,14.4
663,22.122,green,observed,1.0,15.61,,green,0,-26.59,1,15.61
666,22.222,green,observed,1.0,15.61,,green,0,-26.0,1,15.61
669,22.322,green,observed,1.0,14.09,,green,0,-26.95,1,14.09
672,22.422,green,observed,1.0,14.47,,green,0,-26.12,1,14.47
675,22.522,green,observed,1.0,14.09,,green,0,-27.07,1,14.09
678,22.623,green,observed,1.0,13.87,,green,0,-27.3,1,13.87
681,22.723,green,observed,1.0,14.09,,green,0,-26.12,1,14.09
684,22.823,green,observed,1.0,13.49,,green,0,-26.24,1,13.49
687,22.923,green,observed,1.0,13.79,,green,0,-26.0,1,13.79
690,23.023,green,observed,1.0,13.11,,green,0,-26.0,1,13.11
693,23.123,green,observed,1.0,13.79,,green,0,-26.12,1,13.79
696,23.223,green,observed,1.0,13.79,,green,0,-26.83,1,13.79
699,23.323,green,observed,1.0,13.72,,green,0,-27.42,1,13.72
702,23.423,green,observed,1.0,14.09,,green,0,-26.47,1,14.09
705,23.524,green,observed,1.0,12.65,,green,0,-25.88,1,12.65
708,23.624,green,observed,1.0,14.02,,green,0,-25.29,1,14.02
711,23.724,green,observed,1.0,13.64,,green,0,-26.35,1,13.64
714,23.824,green,observed,1.0,13.79,,green,0,-26.71,1,13.79
717,23.924,green,observed,1.0,13.94,,green,0,-26.0,1,13.94
720,24.024,green,observed,1.0,13.64,,green,0,-26.35,1,13.64
723,24.124,green,observed,1.0,13.94,,green,0,-25.52,1,13.94
726,24.224,green,observed,1.0,14.93,,green,0,-26.35,1,14.93
729,24.324,green,observed,1.0,15.16,,green,0,-26.12,1,15.16
732,24.424,green,observed,1.0,14.25,,green,0,-26.83,1,14.25
735,24.524,green,observed,1.0,14.7,,green,0,-26.24,1,14.7
738,24.625,green,observed,1.0,13.87,,green,0,-26.59,1,13.87
741,24.725,green,observed,1.0,14.62,,green,0,-25.52,1,14.62
744,24.825,green,observed,1.0,14.85,,green,0,-26.95,1,14.85
747,24.925,green,observed,1.0,15.61,,green,0,-26.71,1,15.61
750,25.025,green,observed,1.0,14.85,,green,0,-26.47,1,14.85
753,25.125,green,observed,1.0,14.62,,green,0,-26.24,1,14.62
756,25.225,green,observed,1.0,14.55,,green,0,-26.12,1,14.55
759,25.325,green,observed,1.0,15.46,,green,0,-26.83,1,15.46
762,25.425,green,observed,1.0,15.46,,green,0,-26.35,1,15.46
765,25.526,green,observed,1.0,16.37,,green,0,-26.59,1,16.37
768,25.626,green,observed,1.0,15.61,,green,0,-26.59,1,15.61
771,25.726,green,observed,1.0,15.84,,green,0,-26.35,1,15.84
774,25.826,green,observed,1.0,16.82,,green,0,-26.71,1,16.82
777,25.926,green,observed,1.0,16.44,,green,0,-26.71,1,16.44
780,26.026,green,observed,1.0,17.05,,green,0,-26.59,1,17.05
783,26.126,green,observed,1.0,17.5,,green,0,-27.07,1,17.5
786,26.226,green,observed,1.0,16.67,,green,0,-26.71,1,16.67
789,26.326,green,observed,1.0,17.2,,green,0,-26.35,1,17.2
792,26.426,green,observed,1.0,16.06,,green,0,-26.71,1,16.06
795,26.527,green,observed,1.0,17.05,,green,0,-26.83,1,17.05
798,26.627,green,observed,1.0,17.43,,green,0,-27.07,1,17.43
801,26.727,green,observed,1.0,17.13,,green,0,-26.95,1,17.13
804,26.827,green,observed,1.0,17.88,,green,0,-27.42,1,17.88
807,26.927,green,observed,1.0,17.66,,green,0,-26.71,1,17.66
810,27.027,green,observed,1.0,18.41,,green,0,-26.47,1,18.41
813,27.127,green,observed,1.0,17.96,,green,0,-27.07,1,17.96
816,27.227,green,observed,1.0,18.19,,green,0,-26.24,1,18.19
819,27.327,green,observed,1.0,17.28,,green,0,-25.88,1,17.28
822,27.427,green,observed,1.0,18.49,,green,0,-26.24,1,18.49
825,27.528,green,observed,1.0,18.03,,green,0,-26.24,1,18.03
828,27.628,green,observed,1.0,17.66,,green,0,-26.0,1,17.66
831,27.728,green,observed,1.0,18.19,,green,0,-25.76,1,18.19
834,27.828,green,observed,1.0,17.28,,green,0,-25.64,1,17.28
837,27.928,green,observed,1.0,17.2,,green,0,-26.12,1,17.2
840,28.028,green,observed,1.0,17.43,,green,0,-26.12,1,17.43
843,28.128,green,observed,1.0,17.5,,green,0,-26.71,1,17.5
846,28.228,green,observed,1.0,17.43,,green,0,-26.24,1,17.43
849,28.328,green,observed,1.0,15.76,,green,0,-26.47,1,15.76
852,28.428,green,observed,1.0,17.05,,green,0,-27.18,1,17.05
855,28.528,green,observed,1.0,16.75,,green,0,-26.24,1,16.75
858,28.629,green,observed,1.0,16.82,,green,0,-26.0,1,16.82
861,28.729,green,observed,1.0,16.59,,green,0,-26.47,1,16.59
864,28.829,green,observed,1.0,16.14,,green,0,-26.35,1,16.14
867,28.929,green,observed,1.0,16.22,,green,0,-25.64,1,16.22
870,29.029,green,observed,1.0,16.67,,green,0,-27.07,1,16.67
873,29.129,green,observed,1.0,15.91,,green,0,-26.83,1,15.91
876,29.229,green,observed,1.0,15.84,,green,0,-27.07,1,15.84
879,29.329,green,observed,1.0,15.76,,green,0,-26.95,1,15.76
882,29.429,green,observed,1.0,15.46,,green,0,-27.18,1,15.46
885,29.53,green,observed,1.0,15.61,,green,0,-25.88,1,15.61
888,29.63,green,observed,1.0,14.62,,green,0,-27.07,1,14.62
891,29.73,green,observed,1.0,14.09,,green,0,-27.07,1,14.09
894,29.83,green,observed,1.0,14.09,,green,0,-26.35,1,14.09
897,29.93,green,observed,1.0,14.85,,green,0,-26.24,1,14.85
900,30.03,green,observed,1.0,14.02,,green,0,-26.0,1,14.02
903,30.13,green,observed,1.0,13.72,,green,0,-26.95,1,13.72
906,30.23,green,observed,1.0,14.02,,green,0,-26.35,1,14.02
909,30.33,green,observed,1.0,14.78,,green,0,-27.07,1,14.78
912,30.43,green,observed,1.0,13.72,,green,0,-26.47,1,13.72
915,30.53,green,observed,1.0,14.09,,green,0,-26.35,1,14.09
918,30.631,green,observed,1.0,13.79,,green,0,-26.71,1,13.79
921,30.731,green,observed,1.0,13.72,,green,0,-25.76,1,13.72
924,30.831,green,observed,1.0,13.34,,green,0,-25.52,1,13.34
927,30.931,green,observed,1.0,14.47,,green,0,-26.12,1,14.47
930,31.031,green,observed,1.0,14.4,,green,0,-26.24,1,14.4
933,31.131,green,observed,1.0,13.72,,green,0,-26.12,1,13.72
936,31.231,green,observed,1.0,14.25,,green,0,-26.95,1,14.25
939,31.331,green,observed,1.0,14.4,,green,0,-26.24,1,14.4
942,31.431,green,observed,1.0,14.25,,green,0,-26.0,1,14.25
945,31.532,green,observed,1.0,14.25,,green,0,-26.12,1,14.25
948,31.632,green,observed,1.0,14.09,,green,0,-25.4,1,14.09
951,31.732,green,observed,1.0,13.72,,green,0,-26.35,1,13.72
954,31.832,green,observed,1.0,13.87,,green,0,-25.64,1,13.87
957,31.932,green,observed,1.0,14.17,,green,0,-25.64,1,14.17
960,32.032,green,observed,1.0,14.93,,green,0,-26.71,1,14.93
963,32.132,green,observed,1.0,15.38,,green,0,-26.71,1,15.38
966,32.232,green,observed,1.0,14.85,,green,0,-26.35,1,14.85
969,32.332,green,observed,1.0,15.91,,green,0,-27.18,1,15.91
972,32.432,green,observed,1.0,15.16,,green,0,-26.47,1,15.16
975,32.532,green,observed,1.0,15.23,,green,0,-26.95,1,15.23
978,32.633,green,observed,1.0,14.47,,green,0,-26.71,1,14.47
981,32.733,green,observed,1.0,15.16,,green,0,-27.18,1,15.16
984,32.833,green,observed,1.0,15.61,,green,0,-26.95,1,15.61
987,32.933,green,observed,1.0,15.16,,green,0,-27.07,1,15.16
990,33.033,green,observed,1.0,15.69,,green,0,-26.0,1,15.69
993,33.133,green,observed,1.0,14.7,,green,0,-25.76,1,14.7
996,33.233,green,observed,1.0,15.91,,green,0,-26.59,1,15.91
999,33.333,green,observed,1.0,15.76,,green,0,-26.47,1,15.76
1002,33.433,green,observed,1.0,16.06,,green,0,-26.35,1,16.06
1005,33.534,green,observed,1.0,15.23,,green,0,-26.59,1,15.23
1008,33.634,green,observed,1.0,15.84,,green,0,-27.18,1,15.84
1011,33.734,green,observed,1.0,16.22,,green,0,-26.95,1,16.22
1014,33.834,green,observed,1.0,16.59,,green,0,-26.71,1,16.59
1017,33.934,green,observed,1.0,16.29,,green,0,-26.35,1,16.29
1020,34.034,green,observed,1.0,16.9,,green,0,-27.07,1,16.9
1023,34.134,green,observed,1.0,16.75,,green,0,-26.83,1,16.75
1026,34.234,green,observed,1.0,16.97,,green,0,-27.18,1,16.97
1029,34.334,green,observed,1.0,16.67,,green,0,-26.71,1,16.67
1032,34.434,green,observed,1.0,17.28,,green,0,-26.59,1,17.28
1035,34.534,green,observed,1.0,17.28,,green,0,-26.12,1,17.28
1038,34.635,green,observed,1.0,17.28,,green,0,-26.35,1,17.28
1041,34.735,green,observed,1.0,17.5,,green,0,-26.47,1,17.5
1044,34.835,green,observed,1.0,16.75,,green,0,-26.24,1,16.75
1047,34.935,green,observed,1.0,17.96,,green,0,-25.88,1,17.96
1050,35.035,green,observed,1.0,17.13,,green,0,-26.83,1,17.13
1053,35.135,green,observed,1.0,17.2,,green,0,-25.88,1,17.2
1056,35.235,green,observed,1.0,18.11,,green,0,-25.88,1,18.11
1059,35.335,green,observed,1.0,17.88,,green,0,-26.59,1,17.88
1062,35.435,green,observed,1.0,17.73,,green,0,-26.35,1,17.73
1065,35.536,green,observed,1.0,17.66,,green,0,-26.12,1,17.66
1068,35.636,green,observed,1.0,17.05,,green,0,-26.0,1,17.05
1071,35.736,green,observed,1.0,16.97,,green,0,-26.24,1,16.97
1074,35.836,green,observed,1.0,16.9,,green,0,-27.07,1,16.9
1077,35.936,green,observed,1.0,17.73,,green,0,-26.95,1,17.73
1080,36.036,green,observed,1.0,17.2,,green,0,-26.24,1,17.2
1083,36.136,green,observed,1.0,17.35,,green,0,-26.24,1,17.35
1086,36.236,green,observed,1.0,18.26,,green,0,-26.35,1,18.26
1089,36.336,green,observed,1.0,17.73,,green,0,-26.24,1,17.73
1092,36.436,green,observed,1.0,17.58,,green,0,-26.0,1,17.58
1095,36.537,green,observed,1.0,17.2,,green,0,-26.0,1,17.2
1098,36.637,green,observed,1.0,16.29,,green,0,-27.9,1,16.29
1101,36.737,green,observed,1.0,16.67,,green,0,-27.54,1,16.67
1104,36.837,green,observed,1.0,17.13,,green,0,-25.88,1,17.13
1107,36.937,green,observed,1.0,16.37,,green,0,-26.71,1,16.37
1110,37.037,green,observed,1.0,17.5,,green,0,-26.83,1,17.5
1113,37.137,green,observed,1.0,16.9,,green,0,-26.59,1,16.9
1116,37.237,green,observed,1.0,16.44,,green,0,-25.4,1,16.44
1119,37.337,green,observed,1.0,16.59,,green,0,-26.83,1,16.59
1122,37.437,green,observed,1.0,15.61,,green,0,-25.76,1,15.61
1125,37.538,green,observed,1.0,16.37,,green,0,-26.59,1,16.37
1128,37.638,green,observed,1.0,15.61,,green,0,-26.47,1,15.61
1131,37.738,green,observed,1.0,15.84,,green,0,-26.71,1,15.84
1134,37.838,green,observed,1.0,15.31,,green,0,-26.47,1,15.31
1137,37.938,green,observed,1.0,15.31,,green,0,-27.07,1,15.31
1140,38.038,green,observed,1.0,15.0,,green,0,-26.12,1,15.0
1143,38.138,green,observed,1.0,15.53,,green,0,-27.07,1,15.53
1146,38.238,green,observed,1.0,15.76,,green,0,-26.95,1,15.76
1149,38.338,green,observed,1.0,15.23,,green,0,-27.42,1,15.23
1152,38.438,green,observed,1.0,15.69,,green,0,-26.95,1,15.69
1155,38.538,green,observed,1.0,15.31,,green,0,-26.83,1,15.31
1158,38.639,green,observed,1.0,14.85,,green,0,-26.71,1,14.85
1161,38.739,green,observed,1.0,15.76,,green,0,-26.47,1,15.76
1164,38.839,green,observed,1.0,14.85,,green,0,-26.71,1,14.85
1167,38.939,green,observed,1.0,14.85,,green,0,-26.47,1,14.85
1170,39.039,green,observed,1.0,14.47,,green,0,-26.24,1,14.47
1173,39.139,green,observed,1.0,14.32,,green,0,-26.12,1,14.32
1176,39.239,green,observed,1.0,13.64,,green,0,-26.35,1,13.64
1179,39.339,green,observed,1.0,14.09,,green,0,-26.35,1,14.09
1182,39.439,green,observed,1.0,13.94,,green,0,-26.12,1,13.94
