frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,amber_on,amber_z,green_on,green_z
216,7.207,red,observed,0.959,1.92,,red,1,12.51,0,-1.92,0,-10.91
219,7.307,red,observed,0.639,1.28,,red,1,12.84,0,-1.28,0,-11.04
222,7.407,red,observed,1.0,2.88,,red,1,13.28,0,-2.88,0,-11.18
225,7.508,red,observed,1.0,2.77,,red,1,12.73,0,-2.77,0,-11.25
228,7.608,red,observed,1.0,2.24,,red,1,12.62,0,-2.24,0,-11.11
231,7.708,red,observed,1.0,2.88,,red,1,13.17,0,-2.88,0,-11.25
234,7.808,red,observed,1.0,2.88,,red,1,13.06,0,-2.88,0,-11.52
237,7.908,red,observed,1.0,2.77,,red,1,11.85,0,-2.77,0,-10.91
240,8.008,red,observed,1.0,2.34,,red,1,13.61,0,-2.34,0,-10.71
243,8.108,red,observed,1.0,2.34,,red,1,12.51,0,-2.34,0,-10.84
246,8.208,red,observed,1.0,2.56,,red,1,13.72,0,-2.56,0,-10.64
249,8.308,red,observed,1.0,2.24,,red,1,13.72,0,-2.24,0,-10.84
252,8.408,red,low_confidence,0.426,0.85,lamp_near_threshold,red,1,13.39,0,-0.85,0,-10.77
255,8.508,red,observed,1.0,2.77,,red,1,14.05,0,-2.77,0,-11.25
258,8.609,red,observed,1.0,2.34,,red,1,13.61,0,-2.34,0,-11.11
261,8.709,red,observed,1.0,2.77,,red,1,13.94,0,-2.77,0,-10.71
264,8.809,red,observed,1.0,2.24,,red,1,13.94,0,-2.24,0,-10.91
267,8.909,red,observed,0.959,1.92,,red,1,12.84,0,-1.92,0,-11.04
270,9.009,red,observed,1.0,2.88,,red,1,12.73,0,-2.88,0,-11.45
273,9.109,red,observed,0.799,1.6,,red,1,12.73,0,-1.6,0,-10.91
276,9.209,red,observed,1.0,2.66,,red,1,13.61,0,-2.66,0,-10.77
279,9.309,red,observed,1.0,2.24,,red,1,12.84,0,-2.24,0,-11.31
282,9.409,red,observed,1.0,2.24,,red,1,13.39,0,-2.24,0,-11.31
285,9.51,red,observed,0.906,1.81,,red,1,13.5,0,-1.81,0,-11.18
288,9.61,red,observed,1.0,2.98,,red,1,14.38,0,-2.98,0,-10.77
291,9.71,red,observed,1.0,2.88,,red,1,13.06,0,-2.88,0,-10.64
294,9.81,red,observed,1.0,2.77,,red,1,13.94,0,-2.77,0,-11.18
297,9.91,red,observed,1.0,2.56,,red,1,13.17,0,-2.56,0,-10.84
300,10.01,red,observed,1.0,2.45,,red,1,13.39,0,-2.45,0,-11.18
303,10.11,red,observed,1.0,2.98,,red,1,13.61,0,-2.98,0,-10.98
306,10.21,red,observed,1.0,2.02,,red,1,12.62,0,-2.02,0,-11.04
309,10.31,red,observed,1.0,2.34,,red,1,14.05,0,-2.34,0,-10.91
312,10.41,red,observed,1.0,2.98,,red,1,12.4,0,-2.98,0,-11.11
315,10.51,red,observed,1.0,3.09,,red,1,13.83,0,-3.09,0,-10.77
318,10.611,red,observed,1.0,2.88,,red,1,12.62,0,-2.88,0,-11.18
321,10.711,red,observed,1.0,2.77,,red,1,12.4,0,-2.77,0,-11.11
324,10.811,red,observed,1.0,2.88,,red,1,13.06,0,-2.88,0,-10.84
327,10.911,red,observed,1.0,2.02,,red,1,14.05,0,-2.02,0,-10.84
330,11.011,red,observed,1.0,3.09,,red,1,13.17,0,-3.09,0,-11.31
333,11.111,red,observed,1.0,2.13,,red,1,12.62,0,-2.13,0,-10.64
336,11.211,red,observed,0.852,1.7,,red,1,12.18,0,-1.7,0,-10.64
339,11.311,red,observed,0.693,1.39,,red,1,13.17,0,-1.39,0,-11.31
342,11.411,red,observed,1.0,2.98,,red,1,13.17,0,-2.98,0,-10.43
345,11.512,red,observed,0.959,1.92,,red,1,12.18,0,-1.92,0,-11.04
348,11.612,red,observed,1.0,2.13,,red,1,13.28,0,-2.13,0,-10.71
351,11.712,red,observed,1.0,2.24,,red,1,13.17,0,-2.24,0,-10.5
354,11.812,red,observed,1.0,2.45,,red,1,12.51,0,-2.45,0,-10.91
357,11.912,red,observed,0.799,1.6,,red,1,11.96,0,-1.6,0,-10.37
360,12.012,red,observed,1.0,3.2,,red,1,13.72,0,-3.2,0,-11.18
363,12.112,red,observed,1.0,2.34,,red,1,12.29,0,-2.34,0,-11.25
366,12.212,red,observed,1.0,2.34,,red,1,11.96,0,-2.34,0,-10.57
369,12.312,red,observed,1.0,2.34,,red,1,12.4,0,-2.34,0,-10.77
372,12.412,red,observed,1.0,3.2,,red,1,14.27,0,-3.2,0,-10.71
375,12.513,red,observed,1.0,2.24,,red,1,12.51,0,-2.24,0,-11.04
378,12.613,red,observed,1.0,3.09,,red,1,13.83,0,-3.09,0,-11.11
381,12.713,red,observed,1.0,2.45,,red,1,12.95,0,-2.45,0,-11.25
384,12.813,red,observed,1.0,2.77,,red,1,13.5,0,-2.77,0,-11.11
387,12.913,red,observed,1.0,2.77,,red,1,12.18,0,-2.77,0,-10.71
390,13.013,red,observed,1.0,2.88,,red,1,12.73,0,-2.88,0,-10.77
393,13.113,red,low_confidence,0.48,0.96,lamp_near_threshold,red,1,13.17,0,-0.96,0,-11.11
396,13.213,red,observed,1.0,2.13,,red,1,13.72,0,-2.13,0,-11.04
399,13.313,red,observed,1.0,2.77,,red,1,13.17,0,-2.77,0,-11.11
402,13.413,red,observed,1.0,2.77,,red,1,13.5,0,-2.77,0,-10.91
405,13.514,red,observed,1.0,2.88,,red,1,14.38,0,-2.88,0,-10.3
408,13.614,red,observed,1.0,2.34,,red,1,13.5,0,-2.34,0,-10.98
411,13.714,red,observed,1.0,3.73,,red,1,13.06,0,-3.73,0,-11.11
414,13.814,red,observed,1.0,2.34,,red,1,12.51,0,-2.34,0,-10.77
417,13.914,red,observed,1.0,3.09,,red,1,12.51,0,-3.09,0,-10.57
420,14.014,red,observed,0.852,1.7,,red,1,12.07,0,-1.7,0,-11.25
423,14.114,red,observed,0.852,1.7,,red,1,12.29,0,-1.7,0,-11.18
426,14.214,red,observed,1.0,3.09,,red,1,12.95,0,-3.09,0,-11.11
429,14.314,red,observed,1.0,2.02,,red,1,13.39,0,-2.02,0,-10.84
432,14.414,red,observed,1.0,2.88,,red,1,12.84,0,-2.88,0,-11.11
435,14.514,red,observed,1.0,2.77,,red,1,14.16,0,-2.77,0,-10.98
438,14.615,red,observed,1.0,3.73,,red,1,12.29,0,-3.73,0,-10.71
441,14.715,red,observed,1.0,3.52,,red,1,12.73,0,-3.52,0,-10.91
444,14.815,red,observed,1.0,2.98,,red,1,12.4,0,-2.98,0,-10.84
447,14.915,red,observed,1.0,3.62,,red,1,11.74,0,-3.62,0,-10.84
450,15.015,red,observed,1.0,2.98,,red,1,12.73,0,-2.98,0,-11.38
453,15.115,red,observed,1.0,3.84,,red,1,12.95,0,-3.84,0,-11.79
456,15.215,red,observed,1.0,3.09,,red,1,12.18,0,-3.09,0,-10.91
459,15.315,red,observed,1.0,3.09,,red,1,12.18,0,-3.09,0,-10.84
462,15.415,red,observed,1.0,3.52,,red,1,11.96,0,-3.52,0,-11.59
465,15.516,red,observed,1.0,3.3,,red,1,11.74,0,-3.3,0,-11.65
468,15.616,red,observed,1.0,2.56,,red,1,12.18,0,-2.56,0,-11.18
471,15.716,red,observed,1.0,3.2,,red,1,11.42,0,-3.2,0,-11.65
474,15.816,red,observed,1.0,2.45,,red,1,12.07,0,-2.45,0,-10.91
477,15.916,red,observed,1.0,2.66,,red,1,12.29,0,-2.66,0,-10.5
480,16.016,red,observed,1.0,2.66,,red,1,12.62,0,-2.66,0,-10.84
483,16.116,red,observed,1.0,3.09,,red,1,11.74,0,-3.09,0,-10.57
486,16.216,red,observed,1.0,2.88,,red,1,12.62,0,-2.88,0,-10.77
489,16.316,red,observed,1.0,3.2,,red,1,14.16,0,-3.2,0,-10.57
492,16.416,red,observed,0.852,1.7,,red,1,14.16,0,-1.7,0,-10.98
495,16.516,red,observed,1.0,3.09,,red,1,13.17,0,-3.09,0,-11.11
498,16.617,red,observed,0.746,1.49,,red,1,14.82,0,-1.49,0,-11.79
501,16.717,red,observed,1.0,3.2,,red,1,13.39,0,-3.2,0,-10.91
504,16.817,red,observed,1.0,3.2,,red,1,12.84,0,-3.2,0,-11.11
507,16.917,red,observed,1.0,3.94,,red,1,13.72,0,-3.94,0,-11.45
510,17.017,red,observed,1.0,3.41,,red,1,13.39,0,-3.41,0,-10.84
513,17.117,red,observed,1.0,3.09,,red,1,12.73,0,-3.09,0,-11.11
516,17.217,red,observed,1.0,2.98,,red,1,14.05,0,-2.98,0,-11.45
519,17.317,red,observed,1.0,3.09,,red,1,13.94,0,-3.09,0,-10.84
522,17.417,red,observed,1.0,2.45,,red,1,13.83,0,-2.45,0,-10.91
525,17.518,red,observed,1.0,3.3,,red,1,14.27,0,-3.3,0,-10.84
528,17.618,red,observed,1.0,3.41,,red,1,12.95,0,-3.41,0,-11.11
531,17.718,red,observed,1.0,3.3,,red,1,14.05,0,-3.3,0,-10.5
534,17.818,red,observed,1.0,3.62,,red,1,13.39,0,-3.62,0,-11.45
537,17.918,red,observed,1.0,2.88,,red,1,13.39,0,-2.88,0,-11.18
540,18.018,red,observed,1.0,2.66,,red,1,13.17,0,-2.66,0,-10.77
543,18.118,red,observed,1.0,2.34,,red,1,13.83,0,-2.34,0,-11.31
546,18.218,red,observed,1.0,2.77,,red,1,12.84,0,-2.77,0,-11.38
549,18.318,red,observed,1.0,3.73,,red,1,12.84,0,-3.73,0,-11.18
552,18.418,red,observed,1.0,3.62,,red,1,14.05,0,-3.62,0,-11.31
555,18.518,red,observed,1.0,3.09,,red,1,13.61,0,-3.09,0,-11.25
558,18.619,red,observed,1.0,2.56,,red,1,13.39,0,-2.56,0,-10.84
561,18.719,red,observed,1.0,3.94,,red,1,11.53,0,-3.94,0,-10.64
564,18.819,red,observed,1.0,2.45,,red,1,12.18,0,-2.45,0,-10.91
567,18.919,red,observed,1.0,2.34,,red,1,13.06,0,-2.34,0,-10.98
570,19.019,red,observed,1.0,3.52,,red,1,14.05,0,-3.52,0,-10.84
573,19.119,red,observed,1.0,4.05,,red,1,11.96,0,-4.05,0,-10.91
576,19.219,red,observed,1.0,3.62,,red,1,12.4,0,-3.62,0,-11.92
579,19.319,red,observed,1.0,3.09,,red,1,11.74,0,-3.09,0,-10.57
582,19.419,red,observed,1.0,3.73,,red,1,11.85,0,-3.73,0,-11.11
585,19.52,red,observed,1.0,2.66,,red,1,12.51,0,-2.66,0,-10.91
588,19.62,red,observed,1.0,2.13,,red,1,10.98,0,-2.13,0,-11.04
591,19.72,red,observed,1.0,2.24,,red,1,11.85,0,-2.24,0,-10.98
594,19.82,red,observed,1.0,2.45,,red,1,13.28,0,-2.45,0,-11.11
597,19.92,red,observed,1.0,2.98,,red,1,13.39,0,-2.98,0,-10.16
600,20.02,red,observed,1.0,3.3,,red,1,10.65,0,-3.3,0,-11.04
603,20.12,red,observed,1.0,2.34,,red,1,11.85,0,-2.34,0,-11.11
606,20.22,red,observed,1.0,4.05,,red,1,11.42,0,-4.05,0,-10.91
609,20.32,red,observed,0.959,1.92,,red,1,11.74,0,-1.92,0,-11.18
612,20.42,red,observed,1.0,3.2,,red,1,12.18,0,-3.2,0,-11.11
615,20.521,red,observed,1.0,3.84,,red,1,11.53,0,-3.84,0,-11.38
618,20.621,red,observed,1.0,2.88,,red,1,11.42,0,-2.88,0,-10.84
621,20.721,red,observed,1.0,2.77,,red,1,12.84,0,-2.77,0,-10.91
624,20.821,red,observed,1.0,2.56,,red,1,11.74,0,-2.56,0,-10.98
627,20.921,red,observed,1.0,2.98,,red,1,11.85,0,-2.98,0,-11.18
630,21.021,red,observed,0.906,1.81,,red,1,11.74,0,-1.81,0,-11.04
633,21.121,red,observed,1.0,2.13,,red,1,12.51,0,-2.13,0,-10.77
636,21.221,red,observed,1.0,2.56,,red,1,12.18,0,-2.56,0,-11.31
639,21.321,red,observed,0.959,1.92,,red,1,13.28,0,-1.92,0,-10.98
642,21.421,red,observed,1.0,2.34,,red,1,11.85,0,-2.34,0,-10.98
645,21.522,red,observed,0.959,1.92,,red,1,11.74,0,-1.92,0,-10.91
648,21.622,red,observed,1.0,3.09,,red,1,12.29,0,-3.09,0,-11.18
651,21.722,red,observed,1.0,2.34,,red,1,10.54,0,-2.34,0,-10.57
654,21.822,red,observed,1.0,2.77,,red,1,11.74,0,-2.77,0,-10.98
657,21.922,red,observed,1.0,3.09,,red,1,11.42,0,-3.09,0,-11.18
660,22.022,red,observed,1.0,2.66,,red,1,12.29,0,-2.66,0,-10.77
663,22.122,red,observed,1.0,2.88,,red,1,12.07,0,-2.88,0,-10.77
666,22.222,red,observed,1.0,2.24,,red,1,13.17,0,-2.24,0,-10.91
669,22.322,red,observed,1.0,2.13,,red,1,11.85,0,-2.13,0,-11.25
672,22.422,red,observed,1.0,2.77,,red,1,9.55,0,-2.77,0,-11.18
675,22.522,red,observed,1.0,2.77,,red,1,11.42,0,-2.77,0,-11.38
678,22.623,red,observed,1.0,2.77,,red,1,10.98,0,-2.77,0,-10.98
681,22.723,red,observed,1.0,2.98,,red,1,11.09,0,-2.98,0,-10.98
684,22.823,red,observed,1.0,2.13,,red,1,10.87,0,-2.13,0,-11.45
687,22.923,red,observed,1.0,2.24,,red,1,8.45,0,-2.24,0,-11.38
690,23.023,red,observed,1.0,2.77,,red,1,11.2,0,-2.77,0,-10.77
693,23.123,red,observed,0.533,1.07,,red,1,10.76,0,-1.07,0,-10.91
696,23.223,red,observed,0.959,1.92,,red,1,10.87,0,-1.92,0,-10.77
699,23.323,red,observed,1.0,2.45,,red,1,11.53,0,-2.45,0,-10.71
702,23.423,red,observed,0.852,1.7,,red,1,11.42,0,-1.7,0,-11.18
705,23.524,red,observed,0.959,1.92,,red,1,12.07,0,-1.92,0,-10.84
708,23.624,red,observed,1.0,2.13,,red,1,11.09,0,-2.13,0,-11.25
711,23.724,red,observed,1.0,2.13,,red,1,10.98,0,-2.13,0,-10.5
714,23.824,red,observed,1.0,2.34,,red,1,11.31,0,-2.34,0,-10.23
717,23.924,red,observed,0.959,1.92,,red,1,10.98,0,-1.92,0,-10.77
720,24.024,red,low_confidence,0.266,0.53,lamp_near_threshold,red,1,11.64,0,-0.53,0,-11.18
723,24.124,red_amber,observed,1.0,2.34,,red_amber,1,11.2,1,2.34,0,-11.38
726,24.224,red_amber,observed,1.0,2.45,,red_amber,1,12.18,1,2.45,0,-10.77
729,24.324,red_amber,observed,1.0,3.09,,red_amber,1,11.53,1,3.09,0,-11.45
732,24.424,red_amber,observed,0.586,1.17,,red_amber,1,12.4,1,1.17,0,-10.77
735,24.524,red_amber,observed,1.0,2.77,,red_amber,1,11.53,1,2.77,0,-11.38
738,24.625,red_amber,observed,0.799,1.6,,red_amber,1,10.87,1,1.6,0,-11.18
741,24.725,red_amber,observed,0.799,1.6,,red_amber,1,11.64,1,1.6,0,-10.98
744,24.825,red_amber,observed,0.852,1.7,,red_amber,1,11.74,1,1.7,0,-10.64
747,24.925,red_amber,observed,0.852,1.7,,red_amber,1,11.2,1,1.7,0,-11.38
750,25.025,red_amber,observed,1.0,2.45,,red_amber,1,10.87,1,2.45,0,-11.38
753,25.125,red_amber,observed,1.0,2.13,,red_amber,1,10.43,1,2.13,0,-10.91
756,25.225,red_amber,observed,1.0,2.13,,red_amber,1,10.76,1,2.13,0,-11.25
759,25.325,red_amber,observed,1.0,2.24,,red_amber,1,11.85,1,2.24,0,-11.18
762,25.425,red_amber,observed,1.0,2.77,,red_amber,1,11.85,1,2.77,0,-10.98
765,25.526,red_amber,observed,1.0,2.34,,red_amber,1,12.18,1,2.34,0,-10.98
768,25.626,red_amber,observed,0.852,1.7,,red_amber,1,11.96,1,1.7,0,-11.59
771,25.726,red_amber,observed,1.0,2.45,,red_amber,1,11.64,1,2.45,0,-10.77
774,25.826,red_amber,observed,0.906,1.81,,red_amber,1,12.84,1,1.81,0,-11.04
777,25.926,red_amber,observed,0.906,1.81,,red_amber,1,11.42,1,1.81,0,-11.11
780,26.026,red_amber,observed,0.799,1.6,,red_amber,1,11.74,1,1.6,0,-10.71
783,26.126,red_amber,observed,0.906,1.81,,red_amber,1,12.95,1,1.81,0,-10.71
786,26.226,red_amber,observed,0.799,1.6,,red_amber,1,12.51,1,1.6,0,-11.11
789,26.326,red_amber,observed,1.0,2.88,,red_amber,1,12.62,1,2.88,0,-10.91
792,26.426,red_amber,observed,0.906,1.81,,red_amber,1,11.42,1,1.81,0,-10.98
795,26.527,red_amber,observed,0.746,1.49,,red_amber,1,12.07,1,1.49,0,-11.11
798,26.627,red_amber,observed,0.746,1.49,,red_amber,1,11.74,1,1.49,0,-10.98
801,26.727,red_amber,observed,0.693,1.39,,red_amber,1,11.42,1,1.39,0,-11.25
804,26.827,red_amber,observed,0.746,1.49,,red_amber,1,11.96,1,1.49,0,-11.18
807,26.927,red_amber,observed,0.852,1.7,,red_amber,1,12.07,1,1.7,0,-11.11
810,27.027,red_amber,low_confidence,0.16,0.32,lamp_near_threshold,red_amber,1,10.21,1,0.32,0,-10.3
813,27.127,green,observed,1.0,2.34,,green,0,-12.95,0,-2.34,1,10.71
816,27.227,green,observed,1.0,2.13,,green,0,-13.61,0,-2.13,1,11.18
819,27.327,green,observed,1.0,2.45,,green,0,-13.5,0,-2.45,1,10.98
822,27.427,green,observed,1.0,2.34,,green,0,-13.06,0,-2.34,1,10.91
825,27.528,green,observed,1.0,3.41,,green,0,-13.72,0,-3.41,1,11.38
828,27.628,green,observed,1.0,2.02,,green,0,-13.94,0,-2.02,1,10.57
831,27.728,green,observed,1.0,2.34,,green,0,-13.28,0,-2.34,1,10.77
834,27.828,green,observed,0.852,1.7,,green,0,-13.28,0,-1.7,1,10.57
837,27.928,green,observed,1.0,2.02,,green,0,-12.73,0,-2.02,1,10.77
840,28.028,green,observed,1.0,3.09,,green,0,-13.61,0,-3.09,1,11.31
843,28.128,green,observed,1.0,2.66,,green,0,-13.72,0,-2.66,1,10.98
846,28.228,green,observed,1.0,3.2,,green,0,-13.5,0,-3.2,1,10.71
849,28.328,green,observed,1.0,2.34,,green,0,-13.72,0,-2.34,1,10.43
852,28.428,green,observed,0.959,1.92,,green,0,-14.27,0,-1.92,1,9.96
855,28.528,green,observed,1.0,2.13,,green,0,-14.16,0,-2.13,1,10.84
858,28.629,green,observed,0.852,1.7,,green,0,-13.5,0,-1.7,1,10.16
861,28.729,green,observed,1.0,3.09,,green,0,-13.06,0,-3.09,1,10.23
864,28.829,green,observed,0.799,1.6,,green,0,-12.84,0,-1.6,1,9.69
867,28.929,green,observed,0.906,1.81,,green,0,-13.5,0,-1.81,1,10.16
870,29.029,green,observed,1.0,3.2,,green,0,-13.06,0,-3.2,1,10.71
873,29.129,green,observed,1.0,2.88,,green,0,-13.39,0,-2.88,1,9.28
876,29.229,green,observed,1.0,2.66,,green,0,-13.06,0,-2.66,1,9.42
879,29.329,green,observed,1.0,2.77,,green,0,-13.72,0,-2.77,1,9.35
882,29.429,green,observed,1.0,2.98,,green,0,-13.83,0,-2.98,1,10.16
885,29.53,green,observed,1.0,2.77,,green,0,-13.5,0,-2.77,1,9.69
888,29.63,green,observed,1.0,2.24,,green,0,-12.4,0,-2.24,1,10.03
891,29.73,green,observed,0.959,1.92,,green,0,-13.39,0,-1.92,1,8.94
894,29.83,green,observed,1.0,2.45,,green,0,-13.06,0,-2.45,1,9.42
897,29.93,green,observed,1.0,2.45,,green,0,-13.94,0,-2.45,1,9.28
900,30.03,green,observed,1.0,2.34,,green,0,-13.28,0,-2.34,1,9.76
903,30.13,green,observed,1.0,2.34,,green,0,-13.28,0,-2.34,1,8.81
906,30.23,green,observed,1.0,2.56,,green,0,-14.27,0,-2.56,1,9.28
909,30.33,green,observed,1.0,2.45,,green,0,-14.05,0,-2.45,1,9.28
912,30.43,green,observed,1.0,2.66,,green,0,-13.94,0,-2.66,1,8.94
915,30.53,green,observed,1.0,2.77,,green,0,-13.83,0,-2.77,1,9.21
918,30.631,green,observed,1.0,2.13,,green,0,-13.94,0,-2.13,1,8.54
921,30.731,green,observed,1.0,3.09,,green,0,-13.72,0,-3.09,1,9.62
924,30.831,green,observed,1.0,2.02,,green,0,-13.39,0,-2.02,1,9.76
927,30.931,green,observed,0.959,1.92,,green,0,-13.72,0,-1.92,1,8.81
930,31.031,green,observed,1.0,3.41,,green,0,-12.73,0,-3.41,1,9.42
933,31.131,green,observed,1.0,2.24,,green,0,-13.72,0,-2.24,1,9.28
936,31.231,green,observed,1.0,2.34,,green,0,-13.61,0,-2.34,1,9.28
939,31.331,green,observed,1.0,2.45,,green,0,-13.72,0,-2.45,1,9.21
942,31.431,green,observed,1.0,3.52,,green,0,-13.72,0,-3.52,1,9.21
945,31.532,green,observed,1.0,2.34,,green,0,-13.5,0,-2.34,1,9.42
948,31.632,green,observed,1.0,2.66,,green,0,-12.84,0,-2.66,1,8.74
951,31.732,green,observed,1.0,2.24,,green,0,-14.27,0,-2.24,1,9.42
954,31.832,green,observed,1.0,2.24,,green,0,-13.61,0,-2.24,1,9.69
957,31.932,green,observed,0.959,1.92,,green,0,-13.61,0,-1.92,1,9.55
960,32.032,green,observed,1.0,2.77,,green,0,-13.61,0,-2.77,1,9.08
963,32.132,green,observed,1.0,2.88,,green,0,-13.61,0,-2.88,1,9.08
966,32.232,green,observed,0.959,1.92,,green,0,-14.05,0,-1.92,1,9.55
969,32.332,green,observed,1.0,2.02,,green,0,-13.83,0,-2.02,1,8.67
972,32.432,green,observed,1.0,2.56,,green,0,-13.72,0,-2.56,1,9.08
