frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,amber_on,amber_z,green_on,green_z
246,8.208,red,observed,1.0,12.43,,red,1,26.18,0,-17.89,0,-12.43
249,8.308,red,observed,1.0,12.47,,red,1,26.54,0,-17.96,0,-12.47
252,8.408,red,observed,1.0,12.25,,red,1,26.27,0,-17.03,0,-12.25
255,8.508,red,observed,1.0,12.37,,red,1,26.09,0,-17.89,0,-12.37
258,8.609,red,observed,1.0,12.43,,red,1,25.78,0,-18.03,0,-12.43
261,8.709,red,observed,1.0,12.31,,red,1,27.26,0,-17.1,0,-12.31
264,8.809,red,observed,1.0,12.55,,red,1,26.63,0,-17.1,0,-12.55
267,8.909,red,observed,1.0,12.39,,red,1,26.58,0,-17.1,0,-12.39
270,9.009,red,observed,1.0,12.25,,red,1,27.21,0,-16.74,0,-12.25
273,9.109,red,observed,1.0,12.41,,red,1,26.85,0,-17.03,0,-12.41
276,9.209,red,observed,1.0,12.33,,red,1,27.03,0,-17.96,0,-12.33
279,9.309,red,observed,1.0,12.59,,red,1,26.63,0,-17.03,0,-12.59
282,9.409,red,observed,1.0,12.47,,red,1,28.02,0,-16.17,0,-12.47
285,9.51,red,observed,1.0,12.39,,red,1,27.62,0,-16.74,0,-12.39
288,9.61,red,observed,1.0,12.51,,red,1,26.49,0,-17.81,0,-12.51
291,9.71,red,observed,1.0,12.43,,red,1,27.12,0,-16.96,0,-12.43
294,9.81,red,observed,1.0,12.39,,red,1,26.4,0,-17.17,0,-12.39
297,9.91,red,observed,1.0,12.57,,red,1,26.31,0,-16.96,0,-12.57
300,10.01,red,observed,1.0,12.59,,red,1,26.18,0,-17.24,0,-12.59
303,10.11,red,observed,1.0,12.35,,red,1,26.58,0,-17.46,0,-12.35
306,10.21,red,observed,1.0,12.57,,red,1,26.49,0,-17.81,0,-12.57
309,10.31,red,observed,1.0,12.29,,red,1,26.4,0,-16.96,0,-12.29
312,10.41,red,observed,1.0,12.39,,red,1,26.45,0,-17.31,0,-12.39
315,10.51,red,observed,1.0,12.47,,red,1,26.67,0,-17.6,0,-12.47
318,10.611,red,observed,1.0,12.43,,red,1,26.4,0,-17.38,0,-12.43
321,10.711,red,observed,1.0,12.55,,red,1,26.4,0,-16.74,0,-12.55
324,10.811,red,observed,1.0,12.39,,red,1,26.36,0,-16.74,0,-12.39
327,10.911,red,observed,1.0,12.33,,red,1,26.76,0,-16.74,0,-12.33
330,11.011,red,observed,1.0,12.17,,red,1,26.67,0,-17.46,0,-12.17
333,11.111,red,observed,1.0,12.35,,red,1,26.67,0,-17.74,0,-12.35
336,11.211,red,observed,1.0,12.25,,red,1,26.81,0,-17.89,0,-12.25
339,11.311,red,observed,1.0,12.47,,red,1,26.99,0,-17.53,0,-12.47
342,11.411,red,observed,1.0,12.39,,red,1,26.81,0,-16.6,0,-12.39
345,11.512,red,observed,1.0,12.39,,red,1,26.58,0,-17.17,0,-12.39
348,11.612,red,observed,1.0,12.33,,red,1,26.09,0,-17.6,0,-12.33
351,11.712,red,observed,1.0,12.43,,red,1,26.67,0,-17.67,0,-12.43
354,11.812,red,observed,1.0,12.41,,red,1,26.31,0,-18.31,0,-12.41
357,11.912,red,observed,1.0,12.57,,red,1,25.86,0,-16.88,0,-12.57
360,12.012,red,observed,1.0,12.43,,red,1,26.58,0,-16.96,0,-12.43
363,12.112,red,observed,1.0,12.37,,red,1,26.63,0,-17.31,0,-12.37
366,12.212,red,observed,1.0,12.25,,red,1,26.49,0,-17.38,0,-12.25
369,12.312,red,observed,1.0,12.41,,red,1,26.49,0,-17.31,0,-12.41
372,12.412,red,observed,1.0,12.21,,red,1,26.9,0,-17.53,0,-12.21
375,12.513,red,observed,1.0,12.37,,red,1,26.49,0,-17.17,0,-12.37
378,12.613,red,observed,1.0,12.25,,red,1,25.95,0,-17.31,0,-12.25
381,12.713,red,observed,1.0,12.49,,red,1,26.45,0,-17.24,0,-12.49
384,12.813,red,observed,1.0,12.25,,red,1,26.36,0,-17.17,0,-12.25
387,12.913,red,observed,1.0,12.49,,red,1,26.31,0,-17.17,0,-12.49
390,13.013,red,observed,1.0,12.41,,red,1,26.04,0,-18.17,0,-12.41
393,13.113,red,observed,1.0,12.53,,red,1,25.86,0,-17.38,0,-12.53
396,13.213,red,observed,1.0,12.47,,red,1,25.6,0,-17.1,0,-12.47
399,13.313,red,observed,1.0,12.25,,red,1,26.36,0,-17.67,0,-12.25
402,13.413,red,observed,1.0,12.55,,red,1,26.09,0,-17.31,0,-12.55
405,13.514,red,observed,1.0,12.65,,red,1,26.4,0,-17.6,0,-12.65
408,13.614,red,observed,1.0,12.45,,red,1,25.95,0,-17.17,0,-12.45
411,13.714,red,observed,1.0,12.15,,red,1,26.81,0,-17.31,0,-12.15
414,13.814,red,observed,1.0,12.47,,red,1,25.37,0,-17.1,0,-12.47
417,13.914,red,observed,1.0,12.33,,red,1,25.46,0,-16.81,0,-12.33
420,14.014,red,observed,1.0,12.17,,red,1,25.82,0,-16.6,0,-12.17
423,14.114,red,observed,1.0,12.43,,red,1,26.13,0,-16.6,0,-12.43
426,14.214,red,observed,1.0,12.39,,red,1,25.95,0,-16.67,0,-12.39
429,14.314,red,observed,1.0,12.51,,red,1,26.09,0,-17.46,0,-12.51
432,14.414,red,observed,1.0,12.37,,red,1,25.64,0,-17.81,0,-12.37
435,14.514,red,observed,1.0,12.45,,red,1,25.86,0,-17.1,0,-12.45
438,14.615,red,observed,1.0,12.53,,red,1,26.49,0,-17.46,0,-12.53
441,14.715,red,observed,1.0,12.61,,red,1,26.67,0,-17.67,0,-12.61
444,14.815,red,observed,1.0,12.29,,red,1,25.73,0,-17.38,0,-12.29
447,14.915,red,observed,1.0,12.53,,red,1,26.09,0,-17.6,0,-12.53
450,15.015,red,observed,1.0,12.55,,red,1,25.69,0,-17.24,0,-12.55
453,15.115,red,observed,1.0,12.55,,red,1,26.27,0,-16.6,0,-12.55
456,15.215,red,observed,1.0,12.63,,red,1,26.13,0,-16.6,0,-12.63
459,15.315,red,observed,1.0,12.43,,red,1,26.81,0,-18.03,0,-12.43
462,15.415,red,observed,1.0,12.45,,red,1,26.76,0,-17.24,0,-12.45
465,15.516,red,observed,1.0,12.49,,red,1,26.81,0,-16.96,0,-12.49
468,15.616,red,observed,1.0,12.45,,red,1,26.63,0,-17.24,0,-12.45
471,15.716,red,observed,1.0,12.29,,red,1,26.99,0,-17.46,0,-12.29
474,15.816,red,observed,1.0,12.51,,red,1,27.26,0,-17.03,0,-12.51
477,15.916,red,observed,1.0,12.59,,red,1,26.72,0,-18.03,0,-12.59
480,16.016,red,observed,1.0,12.23,,red,1,26.27,0,-16.45,0,-12.23
483,16.116,red,observed,1.0,12.35,,red,1,26.36,0,-16.88,0,-12.35
486,16.216,red,observed,1.0,12.43,,red,1,26.72,0,-16.81,0,-12.43
489,16.316,red,observed,1.0,12.41,,red,1,27.57,0,-17.6,0,-12.41
492,16.416,red,observed,1.0,12.49,,red,1,26.58,0,-17.24,0,-12.49
495,16.516,red,observed,1.0,12.45,,red,1,27.21,0,-17.24,0,-12.45
498,16.617,red,observed,1.0,12.59,,red,1,26.22,0,-17.24,0,-12.59
501,16.717,red,observed,1.0,12.65,,red,1,26.94,0,-18.17,0,-12.65
504,16.817,red,observed,1.0,12.45,,red,1,26.99,0,-17.31,0,-12.45
507,16.917,red,observed,1.0,12.59,,red,1,26.99,0,-17.46,0,-12.59
510,17.017,red,observed,1.0,12.53,,red,1,26.54,0,-17.03,0,-12.53
513,17.117,red,observed,1.0,12.55,,red,1,26.54,0,-16.45,0,-12.55
516,17.217,red,observed,1.0,12.41,,red,1,26.99,0,-17.74,0,-12.41
519,17.317,red,observed,1.0,12.37,,red,1,27.03,0,-18.31,0,-12.37
522,17.417,red,observed,1.0,12.25,,red,1,27.26,0,-17.89,0,-12.25
525,17.518,red,observed,1.0,12.43,,red,1,27.35,0,-17.17,0,-12.43
528,17.618,red,observed,1.0,12.37,,red,1,26.49,0,-16.74,0,-12.37
531,17.718,red,observed,1.0,12.55,,red,1,26.76,0,-17.17,0,-12.55
534,17.818,red,observed,1.0,12.39,,red,1,26.27,0,-17.81,0,-12.39
537,17.918,red,observed,1.0,12.49,,red,1,26.4,0,-17.38,0,-12.49
540,18.018,red,observed,1.0,12.55,,red,1,26.09,0,-17.38,0,-12.55
543,18.118,red,observed,1.0,12.47,,red,1,26.22,0,-16.81,0,-12.47
546,18.218,red,observed,1.0,12.47,,red,1,26.22,0,-17.89,0,-12.47
549,18.318,red,observed,1.0,12.53,,red,1,26.36,0,-18.03,0,-12.53
552,18.418,red,observed,1.0,12.53,,red,1,25.86,0,-17.17,0,-12.53
555,18.518,red,observed,1.0,12.45,,red,1,26.36,0,-17.1,0,-12.45
558,18.619,red,observed,1.0,12.19,,red,1,25.69,0,-17.24,0,-12.19
561,18.719,red,observed,1.0,12.11,,red,1,26.67,0,-17.46,0,-12.11
564,18.819,red,observed,1.0,12.37,,red,1,25.91,0,-17.53,0,-12.37
567,18.919,red,observed,1.0,12.39,,red,1,26.49,0,-17.67,0,-12.39
570,19.019,red,observed,1.0,12.41,,red,1,26.22,0,-17.24,0,-12.41
573,19.119,red,observed,1.0,12.49,,red,1,25.55,0,-17.24,0,-12.49
576,19.219,red,observed,1.0,12.41,,red,1,26.09,0,-17.81,0,-12.41
579,19.319,red,observed,1.0,12.29,,red,1,25.64,0,-17.67,0,-12.29
582,19.419,red,observed,1.0,12.53,,red,1,26.22,0,-17.81,0,-12.53
585,19.52,red,observed,1.0,12.69,,red,1,25.86,0,-17.24,0,-12.69
588,19.62,red,observed,1.0,12.27,,red,1,26.0,0,-18.31,0,-12.27
591,19.72,red,observed,1.0,12.57,,red,1,25.91,0,-17.38,0,-12.57
594,19.82,red,observed,1.0,12.33,,red,1,25.86,0,-17.89,0,-12.33
597,19.92,red,observed,1.0,12.33,,red,1,25.19,0,-17.67,0,-12.33
600,20.02,red,observed,1.0,12.35,,red,1,25.82,0,-18.03,0,-12.35
603,20.12,red,observed,1.0,12.43,,red,1,26.58,0,-17.17,0,-12.43
606,20.22,red,observed,1.0,12.43,,red,1,25.91,0,-17.89,0,-12.43
609,20.32,red,observed,1.0,12.31,,red,1,25.86,0,-17.31,0,-12.31
612,20.42,red,observed,1.0,12.33,,red,1,26.27,0,-17.03,0,-12.33
615,20.521,red,observed,1.0,12.53,,red,1,25.78,0,-17.96,0,-12.53
618,20.621,red,observed,1.0,12.33,,red,1,25.95,0,-17.31,0,-12.33
621,20.721,red,observed,1.0,12.53,,red,1,25.78,0,-16.96,0,-12.53
624,20.821,red,observed,1.0,12.31,,red,1,26.58,0,-17.67,0,-12.31
627,20.921,red,observed,1.0,12.35,,red,1,25.69,0,-17.38,0,-12.35
630,21.021,red,observed,1.0,12.47,,red,1,26.09,0,-15.88,0,-12.47
633,21.121,red,observed,1.0,12.47,,red,1,25.86,0,-16.74,0,-12.47
636,21.221,red,observed,1.0,12.47,,red,1,26.13,0,-17.6,0,-12.47
639,21.321,red,observed,1.0,12.59,,red,1,26.0,0,-16.88,0,-12.59
642,21.421,red,observed,1.0,12.39,,red,1,26.49,0,-16.67,0,-12.39
645,21.522,red,observed,1.0,12.45,,red,1,26.04,0,-16.74,0,-12.45
648,21.622,red,observed,1.0,12.63,,red,1,25.6,0,-17.67,0,-12.63
651,21.722,red,observed,1.0,12.37,,red,1,26.22,0,-17.53,0,-12.37
654,21.822,red,observed,1.0,12.63,,red,1,26.09,0,-17.24,0,-12.63
657,21.922,red,observed,1.0,12.35,,red,1,25.82,0,-17.89,0,-12.35
660,22.022,red,observed,1.0,12.71,,red,1,26.45,0,-16.88,0,-12.71
663,22.122,red,observed,1.0,12.67,,red,1,26.22,0,-16.67,0,-12.67
666,22.222,red,observed,1.0,12.29,,red,1,26.31,0,-17.38,0,-12.29
669,22.322,red,observed,1.0,12.41,,red,1,26.09,0,-17.38,0,-12.41
672,22.422,red,observed,1.0,12.37,,red,1,26.63,0,-17.03,0,-12.37
675,22.522,red,observed,1.0,12.53,,red,1,26.49,0,-17.96,0,-12.53
678,22.623,red,observed,1.0,12.25,,red,1,26.36,0,-17.67,0,-12.25
681,22.723,red,observed,1.0,12.47,,red,1,27.26,0,-17.31,0,-12.47
684,22.823,red,observed,1.0,12.53,,red,1,26.85,0,-17.31,0,-12.53
687,22.923,red,observed,1.0,12.39,,red,1,26.81,0,-17.46,0,-12.39
690,23.023,red,observed,1.0,12.51,,red,1,26.67,0,-17.24,0,-12.51
693,23.123,red,observed,1.0,12.33,,red,1,26.76,0,-17.74,0,-12.33
696,23.223,red,observed,1.0,12.51,,red,1,26.72,0,-16.96,0,-12.51
699,23.323,red,observed,1.0,12.65,,red,1,26.63,0,-16.88,0,-12.65
702,23.423,red,observed,1.0,12.37,,red,1,27.03,0,-18.1,0,-12.37
705,23.524,red,observed,1.0,12.41,,red,1,26.85,0,-17.38,0,-12.41
708,23.624,red,observed,1.0,12.47,,red,1,26.85,0,-16.67,0,-12.47
711,23.724,red,observed,1.0,12.59,,red,1,26.94,0,-17.31,0,-12.59
714,23.824,red,observed,1.0,12.31,,red,1,26.67,0,-17.81,0,-12.31
717,23.924,red,observed,1.0,12.29,,red,1,26.81,0,-17.1,0,-12.29
720,24.024,red,observed,1.0,12.29,,red,1,26.63,0,-16.96,0,-12.29
723,24.124,red,observed,1.0,12.61,,red,1,27.44,0,-16.96,0,-12.61
726,24.224,red,observed,1.0,12.47,,red,1,26.09,0,-17.17,0,-12.47
729,24.324,red,observed,1.0,12.51,,red,1,26.85,0,-17.46,0,-12.51
732,24.424,red,observed,1.0,12.49,,red,1,26.18,0,-17.81,0,-12.49
735,24.524,red,observed,1.0,12.55,,red,1,26.58,0,-17.1,0,-12.55
738,24.625,red,observed,1.0,12.41,,red,1,26.31,0,-17.46,0,-12.41
741,24.725,red,observed,1.0,12.29,,red,1,27.03,0,-16.88,0,-12.29
744,24.825,red,observed,1.0,12.51,,red,1,26.99,0,-17.53,0,-12.51
747,24.925,red,observed,1.0,12.33,,red,1,27.3,0,-17.31,0,-12.33
750,25.025,red,observed,1.0,12.37,,red,1,26.81,0,-17.53,0,-12.37
753,25.125,red,observed,1.0,12.39,,red,1,27.35,0,-17.31,0,-12.39
756,25.225,red,observed,1.0,12.33,,red,1,27.44,0,-17.17,0,-12.33
759,25.325,red,observed,1.0,12.35,,red,1,27.17,0,-17.31,0,-12.35
762,25.425,red,observed,1.0,12.57,,red,1,27.35,0,-17.24,0,-12.57
765,25.526,red,observed,1.0,12.41,,red,1,27.17,0,-17.24,0,-12.41
768,25.626,red,observed,1.0,12.37,,red,1,27.17,0,-17.24,0,-12.37
771,25.726,red,observed,1.0,12.41,,red,1,26.99,0,-18.03,0,-12.41
774,25.826,red,observed,1.0,12.47,,red,1,26.27,0,-17.67,0,-12.47
777,25.926,red,observed,1.0,12.39,,red,1,26.09,0,-16.81,0,-12.39
780,26.026,red,observed,1.0,12.23,,red,1,26.99,0,-17.17,0,-12.23
783,26.126,red,observed,1.0,12.33,,red,1,27.08,0,-16.96,0,-12.33
786,26.226,red,observed,1.0,12.49,,red,1,26.99,0,-17.1,0,-12.49
789,26.326,red,observed,1.0,12.43,,red,1,26.67,0,-17.53,0,-12.43
792,26.426,red,observed,1.0,12.41,,red,1,26.63,0,-17.1,0,-12.41
795,26.527,red,observed,1.0,12.57,,red,1,26.0,0,-17.17,0,-12.57
798,26.627,red,observed,1.0,12.43,,red,1,26.58,0,-17.31,0,-12.43
801,26.727,red,observed,1.0,12.57,,red,1,26.67,0,-16.53,0,-12.57
804,26.827,red,observed,1.0,12.53,,red,1,26.49,0,-16.6,0,-12.53
807,26.927,red,observed,1.0,12.43,,red,1,25.91,0,-16.6,0,-12.43
810,27.027,red,observed,1.0,12.43,,red,1,26.04,0,-17.24,0,-12.43
813,27.127,red,observed,1.0,12.47,,red,1,26.81,0,-17.53,0,-12.47
816,27.227,red,observed,1.0,12.41,,red,1,26.94,0,-17.6,0,-12.41
819,27.327,red,observed,1.0,12.55,,red,1,26.9,0,-16.96,0,-12.55
822,27.427,red,observed,1.0,12.39,,red,1,26.54,0,-17.38,0,-12.39
825,27.528,red,observed,1.0,12.37,,red,1,27.08,0,-17.03,0,-12.37
828,27.628,red,observed,1.0,12.39,,red,1,26.27,0,-17.38,0,-12.39
831,27.728,red,observed,1.0,12.63,,red,1,26.0,0,-17.74,0,-12.63
834,27.828,red,observed,1.0,12.73,,red,1,26.67,0,-17.1,0,-12.73
837,27.928,red,observed,1.0,12.51,,red,1,26.13,0,-17.03,0,-12.51
840,28.028,red,observed,1.0,12.39,,red,1,26.27,0,-17.67,0,-12.39
843,28.128,red,observed,1.0,12.39,,red,1,26.31,0,-17.81,0,-12.39
846,28.228,red,observed,1.0,12.61,,red,1,26.18,0,-16.81,0,-12.61
849,28.328,red,observed,1.0,12.43,,red,1,26.58,0,-17.17,0,-12.43
852,28.428,red,observed,1.0,12.27,,red,1,26.13,0,-17.38,0,-12.27
855,28.528,red,observed,1.0,12.53,,red,1,26.31,0,-16.81,0,-12.53
858,28.629,red,observed,1.0,12.43,,red,1,26.85,0,-17.46,0,-12.43
861,28.729,red,observed,1.0,12.37,,red,1,26.54,0,-17.53,0,-12.37
864,28.829,red,observed,1.0,12.61,,red,1,26.18,0,-16.74,0,-12.61
867,28.929,red,observed,1.0,12.55,,red,1,26.49,0,-17.53,0,-12.55
870,29.029,red,observed,1.0,12.43,,red,1,26.22,0,-17.38,0,-12.43
873,29.129,red,observed,1.0,12.33,,red,1,26.18,0,-17.31,0,-12.33
876,29.229,red,observed,1.0,12.49,,red,1,26.85,0,-16.38,0,-12.49
879,29.329,red,observed,1.0,12.33,,red,1,26.81,0,-17.03,0,-12.33
882,29.429,red,observed,1.0,12.31,,red,1,27.12,0,-16.96,0,-12.31
885,29.53,red,observed,1.0,12.55,,red,1,26.54,0,-17.31,0,-12.55
888,29.63,red,observed,1.0,12.29,,red,1,26.22,0,-18.03,0,-12.29
891,29.73,red,observed,1.0,12.57,,red,1,25.95,0,-17.24,0,-12.57
894,29.83,red,observed,1.0,12.35,,red,1,26.36,0,-16.31,0,-12.35
897,29.93,red,observed,1.0,12.31,,red,1,26.9,0,-17.31,0,-12.31
900,30.03,red,observed,1.0,12.43,,red,1,26.13,0,-17.1,0,-12.43
903,30.13,red,observed,1.0,12.47,,red,1,26.54,0,-16.96,0,-12.47
906,30.23,red,observed,1.0,12.39,,red,1,27.3,0,-17.24,0,-12.39
909,30.33,red,observed,1.0,12.59,,red,1,26.54,0,-17.03,0,-12.59
912,30.43,red,observed,1.0,12.59,,red,1,26.72,0,-17.6,0,-12.59
915,30.53,red,observed,1.0,12.59,,red,1,27.57,0,-16.45,0,-12.59
918,30.631,red,observed,1.0,12.45,,red,1,26.99,0,-17.53,0,-12.45
921,30.731,red,observed,1.0,12.55,,red,1,27.26,0,-17.24,0,-12.55
924,30.831,red,observed,1.0,12.49,,red,1,27.21,0,-17.24,0,-12.49
927,30.931,red,observed,1.0,12.69,,red,1,26.27,0,-17.17,0,-12.69
930,31.031,red,observed,1.0,12.33,,red,1,26.13,0,-17.24,0,-12.33
933,31.131,red,observed,1.0,12.39,,red,1,26.13,0,-17.67,0,-12.39
936,31.231,red,observed,1.0,12.51,,red,1,26.45,0,-17.6,0,-12.51
939,31.331,red,observed,1.0,12.45,,red,1,26.72,0,-17.03,0,-12.45
942,31.431,red,observed,1.0,12.43,,red,1,26.81,0,-17.46,0,-12.43
945,31.532,red,observed,1.0,12.55,,red,1,26.09,0,-17.31,0,-12.55
948,31.632,red,observed,1.0,12.17,,red,1,26.09,0,-17.53,0,-12.17
951,31.732,red,observed,1.0,12.37,,red,1,26.04,0,-17.6,0,-12.37
954,31.832,red,observed,1.0,12.77,,red,1,25.42,0,-17.53,0,-12.77
957,31.932,red,observed,1.0,12.39,,red,1,26.99,0,-16.74,0,-12.39
960,32.032,red,observed,1.0,12.61,,red,1,26.72,0,-17.31,0,-12.61
963,32.132,red,observed,1.0,12.53,,red,1,26.72,0,-17.67,0,-12.53
966,32.232,red,observed,1.0,12.37,,red,1,26.99,0,-17.17,0,-12.37
969,32.332,red,observed,1.0,12.43,,red,1,26.72,0,-17.03,0,-12.43
972,32.432,red,observed,1.0,12.47,,red,1,26.9,0,-16.88,0,-12.47
975,32.532,red,observed,1.0,12.39,,red,1,26.31,0,-17.67,0,-12.39
978,32.633,red,observed,1.0,12.33,,red,1,26.04,0,-17.89,0,-12.33
981,32.733,red,observed,1.0,12.45,,red,1,26.04,0,-16.81,0,-12.45
984,32.833,red,observed,1.0,12.45,,red,1,26.09,0,-17.31,0,-12.45
987,32.933,red,observed,1.0,12.49,,red,1,26.18,0,-17.46,0,-12.49
