frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,green_on,green_z
810,27.027,red,observed,1.0,15.02,,red,1,21.93,0,-15.02
813,27.127,green,observed,1.0,16.29,,green,0,-23.9,1,16.29
816,27.227,green,observed,1.0,16.67,,green,0,-23.9,1,16.67
819,27.327,green,observed,1.0,16.07,,green,0,-23.9,1,16.07
822,27.427,green,observed,1.0,15.54,,green,0,-24.0,1,15.54
825,27.528,green,observed,1.0,16.07,,green,0,-23.9,1,16.07
828,27.628,green,observed,1.0,15.17,,green,0,-23.69,1,15.17
831,27.728,green,observed,1.0,15.69,,green,0,-23.9,1,15.69
834,27.828,green,observed,1.0,15.32,,green,0,-24.52,1,15.32
837,27.928,green,observed,1.0,14.79,,green,0,-23.79,1,14.79
840,28.028,green,observed,1.0,14.64,,green,0,-24.1,1,14.64
843,28.128,green,observed,1.0,14.71,,green,0,-24.21,1,14.71
846,28.228,green,observed,1.0,14.56,,green,0,-24.31,1,14.56
849,28.328,green,observed,1.0,14.71,,green,0,-24.72,1,14.71
852,28.428,green,observed,1.0,15.17,,green,0,-24.31,1,15.17
855,28.528,green,observed,1.0,14.79,,green,0,-24.62,1,14.79
858,28.629,green,observed,1.0,14.64,,green,0,-24.41,1,14.64
861,28.729,green,observed,1.0,14.87,,green,0,-23.17,1,14.87
864,28.829,green,observed,1.0,13.96,,green,0,-24.1,1,13.96
867,28.929,green,observed,1.0,14.49,,green,0,-24.21,1,14.49
870,29.029,green,observed,1.0,14.04,,green,0,-24.41,1,14.04
873,29.129,green,observed,1.0,13.66,,green,0,-24.52,1,13.66
876,29.229,green,observed,1.0,14.71,,green,0,-24.0,1,14.71
879,29.329,green,observed,1.0,14.11,,green,0,-24.21,1,14.11
882,29.429,green,observed,1.0,14.19,,green,0,-24.31,1,14.19
885,29.53,green,observed,1.0,14.26,,green,0,-24.1,1,14.26
888,29.63,green,observed,1.0,14.26,,green,0,-24.31,1,14.26
891,29.73,green,observed,1.0,15.17,,green,0,-24.1,1,15.17
894,29.83,green,observed,1.0,14.71,,green,0,-24.1,1,14.71
897,29.93,green,observed,1.0,13.59,,green,0,-24.31,1,13.59
900,30.03,green,observed,1.0,14.19,,green,0,-23.69,1,14.19
903,30.13,green,observed,1.0,13.66,,green,0,-23.69,1,13.66
906,30.23,green,observed,1.0,14.41,,green,0,-23.9,1,14.41
909,30.33,green,observed,1.0,13.59,,green,0,-24.0,1,13.59
912,30.43,green,observed,1.0,14.26,,green,0,-24.72,1,14.26
915,30.53,green,observed,1.0,14.49,,green,0,-24.31,1,14.49
918,30.631,green,observed,1.0,13.96,,green,0,-24.41,1,13.96
921,30.731,green,observed,1.0,14.64,,green,0,-24.72,1,14.64
924,30.831,green,observed,1.0,14.04,,green,0,-24.72,1,14.04
927,30.931,green,observed,1.0,14.64,,green,0,-24.93,1,14.64
930,31.031,green,observed,1.0,15.02,,green,0,-24.52,1,15.02
933,31.131,green,observed,1.0,14.11,,green,0,-24.0,1,14.11
936,31.231,green,observed,1.0,14.64,,green,0,-24.1,1,14.64
939,31.331,green,observed,1.0,14.41,,green,0,-24.93,1,14.41
942,31.431,green,observed,1.0,14.94,,green,0,-24.72,1,14.94
945,31.532,green,observed,1.0,14.94,,green,0,-24.52,1,14.94
948,31.632,green,observed,1.0,15.24,,green,0,-24.83,1,15.24
951,31.732,green,observed,1.0,15.62,,green,0,-24.21,1,15.62
954,31.832,green,observed,1.0,14.34,,green,0,-23.79,1,14.34
957,31.932,green,observed,1.0,16.29,,green,0,-24.52,1,16.29
960,32.032,green,observed,1.0,16.07,,green,0,-24.21,1,16.07
963,32.132,green,observed,1.0,15.54,,green,0,-23.9,1,15.54
966,32.232,green,observed,1.0,16.14,,green,0,-23.9,1,16.14
969,32.332,green,observed,1.0,16.22,,green,0,-24.31,1,16.22
972,32.432,green,observed,1.0,16.22,,green,0,-24.41,1,16.22
975,32.532,green,observed,1.0,16.29,,green,0,-24.21,1,16.29
978,32.633,green,observed,1.0,16.14,,green,0,-23.79,1,16.14
981,32.733,green,observed,1.0,16.07,,green,0,-23.79,1,16.07
984,32.833,green,observed,1.0,16.82,,green,0,-24.41,1,16.82
987,32.933,green,observed,1.0,18.02,,green,0,-24.21,1,18.02
990,33.033,green,observed,1.0,16.37,,green,0,-24.1,1,16.37
993,33.133,green,observed,1.0,16.59,,green,0,-24.31,1,16.59
996,33.233,green,observed,1.0,17.04,,green,0,-24.0,1,17.04
999,33.333,green,observed,1.0,17.79,,green,0,-24.21,1,17.79
1002,33.433,green,observed,1.0,17.79,,green,0,-24.21,1,17.79
1005,33.534,green,observed,1.0,16.52,,green,0,-23.9,1,16.52
1008,33.634,green,observed,1.0,17.49,,green,0,-24.41,1,17.49
1011,33.734,green,observed,1.0,17.42,,green,0,-23.69,1,17.42
1014,33.834,green,observed,1.0,17.04,,green,0,-23.48,1,17.04
1017,33.934,green,observed,1.0,17.34,,green,0,-23.9,1,17.34
1020,34.034,green,observed,1.0,17.64,,green,0,-24.41,1,17.64
1023,34.134,green,observed,1.0,17.49,,green,0,-24.41,1,17.49
1026,34.234,green,observed,1.0,17.87,,green,0,-24.21,1,17.87
1029,34.334,green,observed,1.0,18.02,,green,0,-23.79,1,18.02
1032,34.434,green,observed,1.0,17.57,,green,0,-23.9,1,17.57
1035,34.534,green,observed,1.0,17.49,,green,0,-23.79,1,17.49
1038,34.635,green,observed,1.0,17.64,,green,0,-24.52,1,17.64
1041,34.735,green,observed,1.0,17.64,,green,0,-24.62,1,17.64
1044,34.835,green,observed,1.0,17.94,,green,0,-23.07,1,17.94
1047,34.935,green,observed,1.0,17.79,,green,0,-23.9,1,17.79
1050,35.035,green,observed,1.0,17.72,,green,0,-24.21,1,17.72
1053,35.135,green,observed,1.0,16.89,,green,0,-24.21,1,16.89
1056,35.235,green,observed,1.0,17.49,,green,0,-24.31,1,17.49
1059,35.335,green,observed,1.0,17.57,,green,0,-23.59,1,17.57
1062,35.435,green,observed,1.0,17.64,,green,0,-24.52,1,17.64
1065,35.536,green,observed,1.0,17.12,,green,0,-23.9,1,17.12
1068,35.636,green,observed,1.0,16.89,,green,0,-24.1,1,16.89
1071,35.736,green,observed,1.0,17.04,,green,0,-24.41,1,17.04
1074,35.836,green,observed,1.0,16.97,,green,0,-24.1,1,16.97
1077,35.936,green,observed,1.0,17.57,,green,0,-24.0,1,17.57
1080,36.036,green,observed,1.0,16.89,,green,0,-22.86,1,16.89
1083,36.136,green,observed,1.0,16.97,,green,0,-23.59,1,16.97
1086,36.236,green,observed,1.0,17.19,,green,0,-22.96,1,17.19
1089,36.336,green,observed,1.0,17.12,,green,0,-23.48,1,17.12
1092,36.436,green,observed,1.0,16.97,,green,0,-23.38,1,16.97
1095,36.537,green,observed,1.0,17.34,,green,0,-23.79,1,17.34
1098,36.637,green,observed,1.0,15.62,,green,0,-24.31,1,15.62
1101,36.737,green,observed,1.0,17.04,,green,0,-24.52,1,17.04
1104,36.837,green,observed,1.0,16.44,,green,0,-24.1,1,16.44
1107,36.937,green,observed,1.0,16.52,,green,0,-24.1,1,16.52
1110,37.037,green,observed,1.0,15.99,,green,0,-24.21,1,15.99
1113,37.137,green,observed,1.0,15.32,,green,0,-24.1,1,15.32
1116,37.237,green,observed,1.0,15.62,,green,0,-23.48,1,15.62
1119,37.337,green,observed,1.0,15.32,,green,0,-23.17,1,15.32
1122,37.437,green,observed,1.0,15.99,,green,0,-23.79,1,15.99
1125,37.538,green,observed,1.0,15.54,,green,0,-24.1,1,15.54
1128,37.638,green,observed,1.0,15.24,,green,0,-23.59,1,15.24
1131,37.738,green,observed,1.0,15.62,,green,0,-23.28,1,15.62
1134,37.838,green,observed,1.0,14.04,,green,0,-23.07,1,14.04
1137,37.938,green,observed,1.0,13.81,,green,0,-23.9,1,13.81
1140,38.038,green,observed,1.0,15.02,,green,0,-24.83,1,15.02
1143,38.138,green,observed,1.0,14.04,,green,0,-23.9,1,14.04
1146,38.238,green,observed,1.0,14.64,,green,0,-23.48,1,14.64
1149,38.338,green,observed,1.0,15.24,,green,0,-24.72,1,15.24
1152,38.438,green,observed,1.0,13.81,,green,0,-24.1,1,13.81
1155,38.538,green,observed,1.0,14.19,,green,0,-24.0,1,14.19
1158,38.639,green,observed,1.0,15.24,,green,0,-23.9,1,15.24
1161,38.739,green,observed,1.0,14.49,,green,0,-23.9,1,14.49
1164,38.839,green,observed,1.0,14.34,,green,0,-23.9,1,14.34
1167,38.939,green,observed,1.0,14.19,,green,0,-24.21,1,14.19
1170,39.039,green,observed,1.0,14.71,,green,0,-23.59,1,14.71
1173,39.139,green,observed,1.0,14.26,,green,0,-23.69,1,14.26
1176,39.239,green,observed,1.0,14.71,,green,0,-23.69,1,14.71
1179,39.339,green,observed,1.0,14.41,,green,0,-23.38,1,14.41
1182,39.439,green,observed,1.0,14.04,,green,0,-23.79,1,14.04
