frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,amber_on,amber_z,green_on,green_z
201,6.707,red,observed,1.0,19.6,,red,1,19.6,0,-23.17,0,-22.9
204,6.807,red,observed,1.0,19.38,,red,1,19.38,0,-22.44,0,-23.26
207,6.907,red,observed,1.0,19.27,,red,1,19.27,0,-22.57,0,-23.17
210,7.007,red,observed,1.0,19.84,,red,1,19.84,0,-22.31,0,-23.07
213,7.107,red,observed,1.0,19.49,,red,1,19.49,0,-22.51,0,-23.0
216,7.207,red,observed,1.0,19.57,,red,1,19.57,0,-23.3,0,-23.13
219,7.307,red,observed,1.0,19.11,,red,1,19.11,0,-22.57,0,-23.63
222,7.407,red,observed,1.0,19.24,,red,1,19.24,0,-23.1,0,-23.23
225,7.508,red,observed,1.0,19.3,,red,1,19.3,0,-22.71,0,-23.3
228,7.608,red,observed,1.0,19.13,,red,1,19.13,0,-23.3,0,-23.23
231,7.708,red,observed,1.0,19.19,,red,1,19.19,0,-23.23,0,-23.2
234,7.808,red,observed,1.0,19.13,,red,1,19.13,0,-22.97,0,-23.07
237,7.908,red,observed,1.0,19.22,,red,1,19.22,0,-23.69,0,-23.23
240,8.008,red,observed,1.0,19.08,,red,1,19.08,0,-23.17,0,-23.13
243,8.108,red,observed,1.0,19.43,,red,1,19.43,0,-23.3,0,-22.74
246,8.208,red,observed,1.0,19.38,,red,1,19.38,0,-23.49,0,-23.59
249,8.308,red,observed,1.0,19.16,,red,1,19.16,0,-22.18,0,-23.46
252,8.408,red,observed,1.0,19.3,,red,1,19.3,0,-23.3,0,-23.66
255,8.508,red,observed,1.0,19.08,,red,1,19.08,0,-22.64,0,-23.1
258,8.609,red,observed,1.0,19.16,,red,1,19.16,0,-22.71,0,-23.36
261,8.709,red,observed,1.0,19.6,,red,1,19.6,0,-22.77,0,-23.17
264,8.809,red,observed,1.0,19.32,,red,1,19.32,0,-22.71,0,-23.13
267,8.909,red,observed,1.0,19.65,,red,1,19.65,0,-22.9,0,-23.59
270,9.009,red,observed,1.0,19.43,,red,1,19.43,0,-22.97,0,-23.43
273,9.109,red,observed,1.0,19.11,,red,1,19.11,0,-23.03,0,-23.56
276,9.209,red,observed,1.0,19.27,,red,1,19.27,0,-23.69,0,-23.3
279,9.309,red,observed,1.0,19.41,,red,1,19.41,0,-22.24,0,-22.93
282,9.409,red,observed,1.0,19.41,,red,1,19.41,0,-23.1,0,-23.59
285,9.51,red,observed,1.0,19.51,,red,1,19.51,0,-23.43,0,-23.07
288,9.61,red,observed,1.0,19.71,,red,1,19.71,0,-23.17,0,-23.13
291,9.71,red,observed,1.0,19.62,,red,1,19.62,0,-22.51,0,-23.53
294,9.81,red,observed,1.0,19.3,,red,1,19.3,0,-22.84,0,-23.43
297,9.91,red,observed,1.0,19.71,,red,1,19.71,0,-23.03,0,-23.56
300,10.01,red,observed,1.0,19.38,,red,1,19.38,0,-23.1,0,-23.53
303,10.11,red,observed,1.0,19.46,,red,1,19.46,0,-23.63,0,-23.5
306,10.21,red,observed,1.0,19.38,,red,1,19.38,0,-22.77,0,-23.46
309,10.31,red,observed,1.0,19.35,,red,1,19.35,0,-22.44,0,-23.89
312,10.41,red,observed,1.0,19.46,,red,1,19.46,0,-23.1,0,-23.59
315,10.51,red,observed,1.0,19.32,,red,1,19.32,0,-22.57,0,-23.53
318,10.611,red,observed,1.0,19.73,,red,1,19.73,0,-22.64,0,-23.3
321,10.711,red,observed,1.0,19.49,,red,1,19.49,0,-23.36,0,-23.63
324,10.811,red,observed,1.0,19.57,,red,1,19.57,0,-23.63,0,-23.46
327,10.911,red,observed,1.0,19.54,,red,1,19.54,0,-22.77,0,-23.53
330,11.011,red,observed,1.0,18.92,,red,1,18.92,0,-22.71,0,-23.4
333,11.111,red,observed,1.0,18.92,,red,1,18.92,0,-23.3,0,-23.2
336,11.211,red,observed,1.0,19.35,,red,1,19.35,0,-22.9,0,-22.7
339,11.311,red,observed,1.0,19.16,,red,1,19.16,0,-23.23,0,-23.33
342,11.411,red,observed,1.0,19.11,,red,1,19.11,0,-23.1,0,-23.17
345,11.512,red,observed,1.0,18.75,,red,1,18.75,0,-23.49,0,-23.26
348,11.612,red,observed,1.0,19.22,,red,1,19.22,0,-22.77,0,-23.5
351,11.712,red,observed,1.0,19.32,,red,1,19.32,0,-22.71,0,-23.13
354,11.812,red,observed,1.0,19.24,,red,1,19.24,0,-22.84,0,-23.53
357,11.912,red,observed,1.0,19.51,,red,1,19.51,0,-22.64,0,-23.36
360,12.012,red,observed,1.0,19.46,,red,1,19.46,0,-22.51,0,-23.07
363,12.112,red,observed,1.0,19.27,,red,1,19.27,0,-23.1,0,-23.23
366,12.212,red,observed,1.0,19.16,,red,1,19.16,0,-22.44,0,-23.59
369,12.312,red,observed,1.0,19.27,,red,1,19.27,0,-23.3,0,-23.56
372,12.412,red,observed,1.0,19.3,,red,1,19.3,0,-23.43,0,-22.9
375,12.513,red,observed,1.0,19.49,,red,1,19.49,0,-22.9,0,-23.5
378,12.613,red,observed,1.0,19.65,,red,1,19.65,0,-22.24,0,-23.17
381,12.713,red,observed,1.0,19.41,,red,1,19.41,0,-22.38,0,-23.53
384,12.813,red,observed,1.0,19.54,,red,1,19.54,0,-23.03,0,-23.5
387,12.913,red,observed,1.0,19.38,,red,1,19.38,0,-23.1,0,-23.46
390,13.013,red,observed,1.0,19.41,,red,1,19.41,0,-22.97,0,-23.59
393,13.113,red,observed,1.0,19.19,,red,1,19.19,0,-22.31,0,-23.66
396,13.213,red,observed,1.0,19.6,,red,1,19.6,0,-22.38,0,-23.66
399,13.313,red,observed,1.0,19.08,,red,1,19.08,0,-23.1,0,-23.53
402,13.413,red,observed,1.0,19.41,,red,1,19.41,0,-23.03,0,-23.36
405,13.514,red,observed,1.0,19.24,,red,1,19.24,0,-23.43,0,-23.13
408,13.614,red,observed,1.0,19.24,,red,1,19.24,0,-23.56,0,-23.13
411,13.714,red,observed,1.0,19.32,,red,1,19.32,0,-22.84,0,-23.46
414,13.814,red,observed,1.0,19.62,,red,1,19.62,0,-23.03,0,-23.2
417,13.914,red,observed,1.0,19.16,,red,1,19.16,0,-22.97,0,-23.0
420,14.014,red,observed,1.0,19.3,,red,1,19.3,0,-23.49,0,-23.17
423,14.114,red,observed,1.0,19.32,,red,1,19.32,0,-22.64,0,-23.2
426,14.214,red,observed,1.0,19.19,,red,1,19.19,0,-23.1,0,-22.9
429,14.314,red,observed,1.0,19.51,,red,1,19.51,0,-22.84,0,-23.36
432,14.414,red,observed,1.0,19.3,,red,1,19.3,0,-22.97,0,-23.17
435,14.514,red,observed,1.0,19.05,,red,1,19.05,0,-23.23,0,-23.26
438,14.615,red,observed,1.0,18.86,,red,1,18.86,0,-23.03,0,-23.13
441,14.715,red,observed,1.0,18.86,,red,1,18.86,0,-22.97,0,-23.23
444,14.815,red,observed,1.0,19.11,,red,1,19.11,0,-23.63,0,-23.92
447,14.915,red,observed,1.0,19.16,,red,1,19.16,0,-23.49,0,-23.26
450,15.015,red,observed,1.0,19.16,,red,1,19.16,0,-22.71,0,-23.56
453,15.115,red,observed,1.0,19.27,,red,1,19.27,0,-22.77,0,-23.26
456,15.215,red,observed,1.0,19.24,,red,1,19.24,0,-22.77,0,-23.17
459,15.315,red,observed,1.0,18.97,,red,1,18.97,0,-23.1,0,-23.4
462,15.415,red,observed,1.0,19.43,,red,1,19.43,0,-22.24,0,-22.97
465,15.516,red,observed,1.0,18.83,,red,1,18.83,0,-22.9,0,-22.97
468,15.616,red,observed,1.0,19.08,,red,1,19.08,0,-23.43,0,-23.46
471,15.716,red,observed,1.0,19.16,,red,1,19.16,0,-23.36,0,-23.36
474,15.816,red,observed,1.0,18.97,,red,1,18.97,0,-22.77,0,-23.07
477,15.916,red,observed,1.0,19.38,,red,1,19.38,0,-22.77,0,-23.23
480,16.016,red,observed,1.0,19.41,,red,1,19.41,0,-22.71,0,-23.33
483,16.116,red,observed,1.0,19.3,,red,1,19.3,0,-22.97,0,-22.74
486,16.216,red,observed,1.0,19.13,,red,1,19.13,0,-22.97,0,-23.13
489,16.316,red,observed,1.0,19.11,,red,1,19.11,0,-22.97,0,-23.69
492,16.416,red,observed,1.0,19.27,,red,1,19.27,0,-23.36,0,-23.43
495,16.516,red,observed,1.0,19.38,,red,1,19.38,0,-23.3,0,-23.1
498,16.617,red,observed,1.0,19.35,,red,1,19.35,0,-22.11,0,-23.4
501,16.717,red,observed,1.0,19.43,,red,1,19.43,0,-22.57,0,-22.87
504,16.817,red,observed,1.0,19.32,,red,1,19.32,0,-22.44,0,-23.36
507,16.917,red,observed,1.0,18.94,,red,1,18.94,0,-22.11,0,-23.33
510,17.017,red,observed,1.0,19.3,,red,1,19.3,0,-22.9,0,-23.33
513,17.117,red,observed,1.0,19.03,,red,1,19.03,0,-22.9,0,-23.23
516,17.217,red,observed,1.0,19.11,,red,1,19.11,0,-22.57,0,-23.17
519,17.317,red,observed,1.0,19.19,,red,1,19.19,0,-22.38,0,-23.36
522,17.417,red,observed,1.0,19.6,,red,1,19.6,0,-23.69,0,-23.5
525,17.518,red,observed,1.0,19.3,,red,1,19.3,0,-22.64,0,-23.4
528,17.618,red,observed,1.0,19.03,,red,1,19.03,0,-22.64,0,-23.0
531,17.718,red,observed,1.0,19.16,,red,1,19.16,0,-22.51,0,-23.43
534,17.818,red,observed,1.0,19.27,,red,1,19.27,0,-23.17,0,-23.0
537,17.918,red,observed,1.0,19.41,,red,1,19.41,0,-22.64,0,-22.93
540,18.018,red,observed,1.0,19.49,,red,1,19.49,0,-23.3,0,-23.46
543,18.118,red,observed,1.0,19.49,,red,1,19.49,0,-22.44,0,-23.17
546,18.218,red,observed,1.0,19.43,,red,1,19.43,0,-23.17,0,-23.07
549,18.318,red,observed,1.0,19.43,,red,1,19.43,0,-23.63,0,-22.97
552,18.418,red,observed,1.0,19.73,,red,1,19.73,0,-22.51,0,-23.23
555,18.518,red,observed,1.0,19.38,,red,1,19.38,0,-22.9,0,-23.07
558,18.619,red,observed,1.0,19.6,,red,1,19.6,0,-22.84,0,-23.23
561,18.719,red,observed,1.0,19.46,,red,1,19.46,0,-23.23,0,-23.07
564,18.819,red,observed,1.0,19.32,,red,1,19.32,0,-23.36,0,-23.4
567,18.919,red,observed,1.0,19.41,,red,1,19.41,0,-22.84,0,-23.69
570,19.019,red,observed,1.0,19.19,,red,1,19.19,0,-22.71,0,-23.46
573,19.119,red,observed,1.0,19.6,,red,1,19.6,0,-22.97,0,-23.33
576,19.219,red,observed,1.0,19.71,,red,1,19.71,0,-22.9,0,-22.84
579,19.319,red,observed,1.0,19.62,,red,1,19.62,0,-23.1,0,-23.23
582,19.419,red,observed,1.0,19.41,,red,1,19.41,0,-22.77,0,-23.0
585,19.52,red,observed,1.0,19.68,,red,1,19.68,0,-22.57,0,-22.87
588,19.62,red,observed,1.0,19.68,,red,1,19.68,0,-23.3,0,-23.23
591,19.72,red,observed,1.0,19.51,,red,1,19.51,0,-22.24,0,-23.13
594,19.82,red,observed,1.0,19.35,,red,1,19.35,0,-22.71,0,-23.53
597,19.92,red,observed,1.0,19.54,,red,1,19.54,0,-21.85,0,-23.63
600,20.02,red,observed,1.0,19.3,,red,1,19.3,0,-23.03,0,-23.2
603,20.12,red,observed,1.0,19.38,,red,1,19.38,0,-23.17,0,-23.23
606,20.22,red,observed,1.0,19.13,,red,1,19.13,0,-22.31,0,-23.1
609,20.32,red,observed,1.0,19.43,,red,1,19.43,0,-23.3,0,-23.36
612,20.42,red,observed,1.0,19.3,,red,1,19.3,0,-22.77,0,-23.17
615,20.521,red,observed,1.0,19.3,,red,1,19.3,0,-22.77,0,-23.76
618,20.621,red,observed,1.0,19.49,,red,1,19.49,0,-22.31,0,-23.66
621,20.721,red,observed,1.0,19.73,,red,1,19.73,0,-23.1,0,-23.13
624,20.821,red,observed,1.0,19.79,,red,1,19.79,0,-22.84,0,-23.33
627,20.921,red,observed,1.0,19.87,,red,1,19.87,0,-22.57,0,-23.56
630,21.021,red,observed,1.0,19.27,,red,1,19.27,0,-23.3,0,-23.33
633,21.121,red,observed,1.0,19.22,,red,1,19.22,0,-23.1,0,-23.36
636,21.221,red,observed,1.0,19.65,,red,1,19.65,0,-23.49,0,-22.77
639,21.321,red,observed,1.0,19.43,,red,1,19.43,0,-22.97,0,-22.7
642,21.421,red,observed,1.0,19.54,,red,1,19.54,0,-23.76,0,-23.53
645,21.522,red,observed,1.0,19.57,,red,1,19.57,0,-22.77,0,-23.33
648,21.622,red,observed,1.0,19.49,,red,1,19.49,0,-23.1,0,-22.74
651,21.722,red,observed,1.0,19.81,,red,1,19.81,0,-22.97,0,-23.46
654,21.822,red,observed,1.0,19.73,,red,1,19.73,0,-22.97,0,-23.17
657,21.922,red,observed,1.0,19.43,,red,1,19.43,0,-23.17,0,-23.07
660,22.022,red,observed,1.0,19.46,,red,1,19.46,0,-23.3,0,-23.4
663,22.122,red,observed,1.0,19.46,,red,1,19.46,0,-22.9,0,-23.83
666,22.222,red,observed,1.0,19.51,,red,1,19.51,0,-23.43,0,-23.1
669,22.322,red,observed,1.0,19.22,,red,1,19.22,0,-23.03,0,-23.07
672,22.422,red,observed,1.0,19.6,,red,1,19.6,0,-22.44,0,-23.73
675,22.522,red,observed,1.0,19.38,,red,1,19.38,0,-22.71,0,-23.26
678,22.623,red,observed,1.0,19.68,,red,1,19.68,0,-22.51,0,-23.5
681,22.723,red,observed,1.0,19.38,,red,1,19.38,0,-22.51,0,-23.36
684,22.823,red,observed,1.0,19.32,,red,1,19.32,0,-22.64,0,-23.1
687,22.923,red,observed,1.0,19.05,,red,1,19.05,0,-22.64,0,-23.33
690,23.023,red,observed,1.0,19.05,,red,1,19.05,0,-22.44,0,-23.17
693,23.123,red,observed,1.0,19.38,,red,1,19.38,0,-22.51,0,-23.46
696,23.223,red,observed,1.0,19.11,,red,1,19.11,0,-23.36,0,-23.33
699,23.323,red,observed,1.0,19.65,,red,1,19.65,0,-23.3,0,-23.5
702,23.423,red,observed,1.0,19.73,,red,1,19.73,0,-22.38,0,-23.26
705,23.524,red,observed,1.0,19.6,,red,1,19.6,0,-23.1,0,-23.23
708,23.624,red,observed,1.0,19.46,,red,1,19.46,0,-23.17,0,-23.17
711,23.724,red,observed,1.0,19.43,,red,1,19.43,0,-23.3,0,-23.17
714,23.824,red,observed,1.0,19.0,,red,1,19.0,0,-22.84,0,-23.4
717,23.924,red,observed,1.0,19.27,,red,1,19.27,0,-23.03,0,-23.3
720,24.024,red,observed,1.0,19.19,,red,1,19.19,0,-22.71,0,-22.97
723,24.124,red,observed,1.0,19.46,,red,1,19.46,0,-22.77,0,-23.56
726,24.224,red,observed,1.0,19.41,,red,1,19.41,0,-23.03,0,-23.33
729,24.324,red,observed,1.0,19.46,,red,1,19.46,0,-22.84,0,-23.23
732,24.424,red,observed,1.0,19.38,,red,1,19.38,0,-22.64,0,-23.4
735,24.524,red,observed,1.0,19.65,,red,1,19.65,0,-21.98,0,-23.23
738,24.625,red,observed,1.0,19.08,,red,1,19.08,0,-22.57,0,-23.1
741,24.725,red,observed,1.0,19.19,,red,1,19.19,0,-22.84,0,-23.36
744,24.825,red,observed,1.0,19.41,,red,1,19.41,0,-22.77,0,-23.4
747,24.925,red,observed,1.0,19.46,,red,1,19.46,0,-22.97,0,-23.33
750,25.025,red,observed,1.0,19.27,,red,1,19.27,0,-22.51,0,-23.07
753,25.125,red,observed,1.0,19.3,,red,1,19.3,0,-22.64,0,-23.03
756,25.225,red,observed,1.0,19.0,,red,1,19.0,0,-22.71,0,-23.23
759,25.325,red,observed,1.0,19.54,,red,1,19.54,0,-22.57,0,-23.36
762,25.425,red,observed,1.0,19.51,,red,1,19.51,0,-22.64,0,-22.77
765,25.526,red,observed,1.0,19.08,,red,1,19.08,0,-22.57,0,-23.07
768,25.626,red,observed,1.0,19.62,,red,1,19.62,0,-22.71,0,-23.2
771,25.726,red,observed,1.0,19.0,,red,1,19.0,0,-23.63,0,-22.9
774,25.826,red,observed,1.0,19.49,,red,1,19.49,0,-22.97,0,-23.3
777,25.926,red,observed,1.0,19.27,,red,1,19.27,0,-22.24,0,-23.13
780,26.026,red,observed,1.0,19.43,,red,1,19.43,0,-23.49,0,-23.4
783,26.126,red,observed,1.0,19.35,,red,1,19.35,0,-23.23,0,-23.33
786,26.226,red,observed,1.0,19.35,,red,1,19.35,0,-23.17,0,-23.33
789,26.326,red,observed,1.0,19.43,,red,1,19.43,0,-22.9,0,-23.17
792,26.426,red,observed,1.0,19.46,,red,1,19.46,0,-22.97,0,-23.56
795,26.527,red,observed,1.0,19.19,,red,1,19.19,0,-22.84,0,-23.1
798,26.627,red,observed,1.0,19.71,,red,1,19.71,0,-23.63,0,-23.23
801,26.727,red,observed,1.0,19.16,,red,1,19.16,0,-22.11,0,-23.17
804,26.827,red,observed,1.0,19.6,,red,1,19.6,0,-22.38,0,-23.26
807,26.927,red,observed,1.0,19.71,,red,1,19.71,0,-23.43,0,-23.4
810,27.027,red,observed,1.0,19.24,,red,1,19.24,0,-23.49,0,-23.66
813,27.127,red,observed,1.0,19.11,,red,1,19.11,0,-22.97,0,-23.56
816,27.227,red,observed,1.0,19.13,,red,1,19.13,0,-23.49,0,-23.53
819,27.327,red,observed,1.0,19.3,,red,1,19.3,0,-23.49,0,-23.0
822,27.427,red,observed,1.0,19.6,,red,1,19.6,0,-23.69,0,-23.3
825,27.528,red,observed,1.0,19.19,,red,1,19.19,0,-23.17,0,-23.4
828,27.628,red,observed,1.0,19.32,,red,1,19.32,0,-22.57,0,-23.43
831,27.728,red,observed,1.0,19.05,,red,1,19.05,0,-23.23,0,-23.17
834,27.828,red,observed,1.0,19.22,,red,1,19.22,0,-23.1,0,-23.17
837,27.928,red,observed,1.0,19.22,,red,1,19.22,0,-22.57,0,-22.7
840,28.028,red,observed,1.0,19.38,,red,1,19.38,0,-23.23,0,-23.3
843,28.128,red,observed,1.0,18.92,,red,1,18.92,0,-23.23,0,-23.46
846,28.228,red,observed,1.0,19.32,,red,1,19.32,0,-23.3,0,-22.84
849,28.328,red,observed,1.0,19.35,,red,1,19.35,0,-22.64,0,-23.53
852,28.428,red,observed,1.0,19.24,,red,1,19.24,0,-22.84,0,-23.0
855,28.528,red,observed,1.0,19.11,,red,1,19.11,0,-23.17,0,-23.73
858,28.629,red,observed,1.0,19.49,,red,1,19.49,0,-23.03,0,-23.23
861,28.729,red,observed,1.0,19.38,,red,1,19.38,0,-22.64,0,-23.26
864,28.829,red,observed,1.0,19.65,,red,1,19.65,0,-23.23,0,-23.3
867,28.929,red,observed,1.0,19.62,,red,1,19.62,0,-22.24,0,-22.87
870,29.029,red,observed,1.0,19.76,,red,1,19.76,0,-23.17,0,-23.46
873,29.129,red,observed,1.0,19.51,,red,1,19.51,0,-23.03,0,-23.43
876,29.229,red,observed,1.0,19.68,,red,1,19.68,0,-22.97,0,-23.3
879,29.329,red,observed,1.0,19.65,,red,1,19.65,0,-22.77,0,-23.13
882,29.429,red,observed,1.0,19.62,,red,1,19.62,0,-23.56,0,-23.2
885,29.53,red,observed,1.0,20.03,,red,1,20.03,0,-23.43,0,-23.17
888,29.63,red,observed,1.0,19.54,,red,1,19.54,0,-23.1,0,-22.93
891,29.73,red,observed,1.0,19.95,,red,1,19.95,0,-22.38,0,-23.13
894,29.83,red,observed,1.0,19.79,,red,1,19.79,0,-22.24,0,-23.1
897,29.93,red,observed,1.0,19.98,,red,1,19.98,0,-22.77,0,-23.46
900,30.03,red,observed,1.0,19.41,,red,1,19.41,0,-22.51,0,-23.23
903,30.13,red,observed,1.0,19.6,,red,1,19.6,0,-22.44,0,-23.13
906,30.23,red,observed,1.0,19.79,,red,1,19.79,0,-22.18,0,-23.53
909,30.33,red,observed,1.0,18.94,,red,1,18.94,0,-22.24,0,-23.43
912,30.43,red,observed,1.0,19.46,,red,1,19.46,0,-22.38,0,-22.97
915,30.53,red,observed,1.0,19.41,,red,1,19.41,0,-22.77,0,-23.3
918,30.631,red,observed,1.0,19.27,,red,1,19.27,0,-23.3,0,-23.26
921,30.731,red,observed,1.0,19.43,,red,1,19.43,0,-22.64,0,-23.59
924,30.831,red,observed,1.0,19.46,,red,1,19.46,0,-23.43,0,-23.23
927,30.931,red,observed,1.0,19.46,,red,1,19.46,0,-22.11,0,-23.46
930,31.031,red,observed,1.0,19.68,,red,1,19.68,0,-22.24,0,-23.2
933,31.131,red,observed,1.0,19.71,,red,1,19.71,0,-22.31,0,-23.43
936,31.231,red,observed,1.0,19.41,,red,1,19.41,0,-22.57,0,-23.4
939,31.331,red,observed,1.0,19.46,,red,1,19.46,0,-22.24,0,-23.3
942,31.431,red,observed,1.0,19.49,,red,1,19.49,0,-22.31,0,-23.5
945,31.532,red_amber,observed,1.0,19.41,,red_amber,1,19.41,1,24.35,0,-22.87
948,31.632,red_amber,observed,1.0,19.54,,red_amber,1,19.54,1,24.42,0,-23.63
951,31.732,red_amber,observed,1.0,19.43,,red_amber,1,19.43,1,23.76,0,-23.07
954,31.832,red_amber,observed,1.0,19.71,,red_amber,1,19.71,1,22.9,0,-23.3
957,31.932,red_amber,observed,1.0,19.6,,red_amber,1,19.6,1,22.44,0,-23.53
960,32.032,red_amber,observed,1.0,19.54,,red_amber,1,19.54,1,22.64,0,-23.89
963,32.132,red_amber,observed,1.0,19.62,,red_amber,1,19.62,1,22.38,0,-23.23
966,32.232,red_amber,observed,1.0,19.62,,red_amber,1,19.62,1,22.38,0,-23.5
969,32.332,red_amber,observed,1.0,19.87,,red_amber,1,19.87,1,22.31,0,-23.46
972,32.432,red_amber,observed,1.0,19.68,,red_amber,1,19.68,1,21.72,0,-23.56
975,32.532,red_amber,observed,1.0,19.68,,red_amber,1,19.68,1,22.24,0,-23.69
978,32.633,red_amber,observed,1.0,19.24,,red_amber,1,19.24,1,22.64,0,-23.26
981,32.733,red_amber,observed,1.0,19.49,,red_amber,1,19.49,1,22.18,0,-23.5
