frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,amber_on,amber_z,green_on,green_z
462,15.415,red,observed,1.0,2.9,,red,1,16.22,0,-2.9,0,-15.2
465,15.516,red,observed,1.0,2.41,,red,1,16.35,0,-2.41,0,-14.93
468,15.616,red,observed,1.0,2.09,,red,1,16.61,0,-2.09,0,-14.56
471,15.716,red,observed,1.0,2.9,,red,1,16.22,0,-2.9,0,-14.47
474,15.816,red,observed,1.0,2.58,,red,1,15.84,0,-2.58,0,-14.29
477,15.916,red,observed,1.0,2.9,,red,1,15.84,0,-2.9,0,-14.74
480,16.016,red,observed,1.0,3.86,,red,1,15.71,0,-3.86,0,-14.65
483,16.116,red,observed,1.0,3.22,,red,1,15.97,0,-3.22,0,-14.56
486,16.216,red,observed,1.0,3.22,,red,1,15.45,0,-3.22,0,-14.65
489,16.316,red,observed,1.0,3.22,,red,1,15.71,0,-3.22,0,-14.29
492,16.416,red,observed,0.563,1.13,,red,1,16.1,0,-1.13,0,-14.38
495,16.516,red,observed,0.724,1.45,,red,1,15.97,0,-1.45,0,-14.74
498,16.617,red,observed,1.0,3.7,,red,1,15.97,0,-3.7,0,-14.65
501,16.717,red,observed,1.0,4.19,,red,1,15.07,0,-4.19,0,-13.74
504,16.817,red,observed,1.0,3.22,,red,1,15.71,0,-3.22,0,-14.29
507,16.917,red_amber,observed,1.0,4.02,,red_amber,1,14.94,1,4.02,0,-14.56
510,17.017,red_amber,observed,1.0,4.19,,red_amber,1,16.48,1,4.19,0,-14.65
513,17.117,red_amber,observed,1.0,4.35,,red_amber,1,14.81,1,4.35,0,-15.29
516,17.217,red_amber,observed,1.0,4.67,,red_amber,1,14.81,1,4.67,0,-14.93
519,17.317,red_amber,observed,1.0,3.7,,red_amber,1,14.81,1,3.7,0,-14.29
522,17.417,red_amber,observed,1.0,3.7,,red_amber,1,15.58,1,3.7,0,-15.11
525,17.518,red_amber,observed,1.0,4.35,,red_amber,1,15.07,1,4.35,0,-15.11
528,17.618,red_amber,observed,1.0,2.9,,red_amber,1,15.07,1,2.9,0,-15.29
531,17.718,red_amber,observed,1.0,3.38,,red_amber,1,15.07,1,3.38,0,-14.83
534,17.818,red_amber,observed,0.644,1.29,,red_amber,1,13.91,1,1.29,0,-15.02
537,17.918,red_amber,observed,1.0,3.22,,red_amber,1,14.04,1,3.22,0,-15.11
540,18.018,red_amber,observed,1.0,4.67,,red_amber,1,14.16,1,4.67,0,-14.83
543,18.118,red_amber,observed,1.0,4.35,,red_amber,1,13.13,1,4.35,0,-14.93
546,18.218,red_amber,observed,1.0,4.99,,red_amber,1,14.68,1,4.99,0,-14.29
549,18.318,red_amber,observed,1.0,2.9,,red_amber,1,13.91,1,2.9,0,-15.02
552,18.418,red_amber,observed,1.0,5.31,,red_amber,1,14.29,1,5.31,0,-14.83
555,18.518,red_amber,observed,1.0,3.06,,red_amber,1,13.78,1,3.06,0,-15.2
558,18.619,red_amber,observed,1.0,3.38,,red_amber,1,13.26,1,3.38,0,-14.47
561,18.719,red_amber,observed,1.0,2.74,,red_amber,1,14.16,1,2.74,0,-14.74
564,18.819,red_amber,observed,1.0,3.06,,red_amber,1,14.42,1,3.06,0,-14.65
567,18.919,red_amber,observed,1.0,2.58,,red_amber,1,13.65,1,2.58,0,-14.56
570,19.019,red_amber,observed,1.0,2.09,,red_amber,1,14.81,1,2.09,0,-14.56
573,19.119,red_amber,observed,1.0,2.09,,red_amber,1,15.58,1,2.09,0,-15.84
576,19.219,red_amber,observed,1.0,2.09,,red_amber,1,14.68,1,2.09,0,-14.1
579,19.319,red_amber,observed,1.0,2.09,,red_amber,1,13.39,1,2.09,0,-14.38
582,19.419,red_amber,observed,1.0,2.09,,red_amber,1,14.94,1,2.09,0,-14.93
585,19.52,unknown,occluded,0.0,2.09,occluded,occluded,1,14.81,1,2.09,0,-14.74
588,19.62,unknown,occluded,0.0,3.38,occluded,occluded,1,13.13,1,3.38,0,-14.19
591,19.72,unknown,occluded,0.0,2.9,occluded,occluded,1,13.78,1,2.9,0,-14.47
594,19.82,red,low_confidence,0.161,0.32,lamp_near_threshold,red,1,15.58,0,-0.32,0,-13.83
597,19.92,green,observed,1.0,3.86,,green,0,-15.07,0,-3.86,1,14.19
600,20.02,green,observed,1.0,5.63,,green,0,-16.48,0,-5.63,1,15.66
603,20.12,green,observed,1.0,2.74,,green,0,-16.1,0,-2.74,1,14.56
606,20.22,green,observed,1.0,2.25,,green,0,-15.71,0,-2.25,1,14.65
609,20.32,green,observed,1.0,4.02,,green,0,-15.84,0,-4.02,1,14.56
612,20.42,green,observed,1.0,4.19,,green,0,-15.58,0,-4.19,1,14.38
615,20.521,green,observed,1.0,4.35,,green,0,-16.61,0,-4.35,1,14.74
618,20.621,green,observed,1.0,3.06,,green,0,-16.74,0,-3.06,1,16.3
621,20.721,green,observed,1.0,2.9,,green,0,-15.32,0,-2.9,1,15.02
624,20.821,green,observed,1.0,2.74,,green,0,-15.84,0,-2.74,1,14.83
627,20.921,green,observed,1.0,2.74,,green,0,-15.32,0,-2.74,1,16.3
630,21.021,green,observed,1.0,2.25,,green,0,-16.22,0,-2.25,1,14.29
633,21.121,green,observed,0.966,1.93,,green,0,-16.61,0,-1.93,1,15.48
636,21.221,green,observed,1.0,2.58,,green,0,-15.97,0,-2.58,1,15.29
639,21.321,green,observed,1.0,2.25,,green,0,-15.58,0,-2.25,1,15.11
642,21.421,green,observed,1.0,2.09,,green,0,-15.84,0,-2.09,1,15.2
645,21.522,green,observed,1.0,4.02,,green,0,-14.42,0,-4.02,1,15.57
648,21.622,green,observed,1.0,2.74,,green,0,-15.07,0,-2.74,1,15.2
651,21.722,green,observed,0.885,1.77,,green,0,-14.94,0,-1.77,1,15.02
654,21.822,green,observed,1.0,2.74,,green,0,-15.45,0,-2.74,1,14.19
657,21.922,green,observed,1.0,2.74,,green,0,-14.42,0,-2.74,1,14.65
660,22.022,green,observed,1.0,3.54,,green,0,-16.48,0,-3.54,1,15.02
663,22.122,green,observed,1.0,3.54,,green,0,-15.71,0,-3.54,1,14.74
666,22.222,green,observed,1.0,3.06,,green,0,-15.45,0,-3.06,1,14.01
669,22.322,green,observed,1.0,3.22,,green,0,-15.32,0,-3.22,1,14.19
672,22.422,green,observed,1.0,2.74,,green,0,-15.58,0,-2.74,1,14.29
675,22.522,green,observed,1.0,3.06,,green,0,-16.22,0,-3.06,1,13.74
678,22.623,green,observed,1.0,3.54,,green,0,-15.32,0,-3.54,1,14.65
681,22.723,green,low_confidence,0.402,0.8,lamp_near_threshold,green,0,-15.19,0,-0.8,1,14.74
684,22.823,green,observed,1.0,4.02,,green,0,-15.45,0,-4.02,1,13.46
687,22.923,green,observed,1.0,3.7,,green,0,-15.58,0,-3.7,1,13.19
690,23.023,green,observed,1.0,3.86,,green,0,-16.35,0,-3.86,1,13.55
693,23.123,green,observed,1.0,4.02,,green,0,-15.45,0,-4.02,1,13.74
696,23.223,green,observed,1.0,4.02,,green,0,-15.32,0,-4.02,1,14.29
699,23.323,green,observed,1.0,3.7,,green,0,-16.35,0,-3.7,1,13.37
702,23.423,green,observed,1.0,4.02,,green,0,-16.22,0,-4.02,1,13.55
705,23.524,green,observed,1.0,2.58,,green,0,-15.97,0,-2.58,1,12.82
708,23.624,green,observed,1.0,2.41,,green,0,-16.61,0,-2.41,1,14.01
711,23.724,green,observed,1.0,4.51,,green,0,-16.35,0,-4.51,1,13.1
714,23.824,green,observed,1.0,4.99,,green,0,-16.48,0,-4.99,1,14.74
717,23.924,green,observed,1.0,2.41,,green,0,-15.58,0,-2.41,1,12.55
720,24.024,green,observed,1.0,2.58,,green,0,-15.07,0,-2.58,1,12.36
723,24.124,green,observed,1.0,2.74,,green,0,-15.97,0,-2.74,1,12.64
726,24.224,green,observed,1.0,3.86,,green,0,-16.35,0,-3.86,1,11.9
729,24.324,green,observed,1.0,3.38,,green,0,-16.22,0,-3.38,1,12.0
732,24.424,green,observed,1.0,3.38,,green,0,-16.22,0,-3.38,1,13.55
735,24.524,green,observed,0.885,1.77,,green,0,-15.71,0,-1.77,1,12.82
738,24.625,green,observed,1.0,2.74,,green,0,-16.87,0,-2.74,1,13.28
741,24.725,green,observed,1.0,4.51,,green,0,-15.71,0,-4.51,1,13.37
744,24.825,green,observed,1.0,4.67,,green,0,-16.35,0,-4.67,1,13.37
747,24.925,green,observed,1.0,4.67,,green,0,-16.1,0,-4.67,1,13.37
750,25.025,green,observed,1.0,3.86,,green,0,-15.32,0,-3.86,1,13.19
753,25.125,green,observed,1.0,2.09,,green,0,-14.94,0,-2.09,1,12.91
756,25.225,green,observed,1.0,2.25,,green,0,-15.84,0,-2.25,1,13.0
759,25.325,green,observed,1.0,2.41,,green,0,-16.61,0,-2.41,1,13.64
762,25.425,green,observed,1.0,3.7,,green,0,-15.97,0,-3.7,1,13.37
765,25.526,green,observed,1.0,3.7,,green,0,-15.71,0,-3.7,1,14.1
768,25.626,green,observed,1.0,2.9,,green,0,-16.61,0,-2.9,1,12.73
771,25.726,green,observed,1.0,3.06,,green,0,-15.97,0,-3.06,1,14.01
774,25.826,green,observed,1.0,3.38,,green,0,-17.38,0,-3.38,1,14.19
777,25.926,green,observed,1.0,3.86,,green,0,-17.0,0,-3.86,1,14.01
780,26.026,green,observed,1.0,3.54,,green,0,-15.58,0,-3.54,1,13.92
783,26.126,green,observed,1.0,3.22,,green,0,-15.97,0,-3.22,1,14.1
786,26.226,green,observed,1.0,3.54,,green,0,-16.74,0,-3.54,1,15.11
789,26.326,green,observed,1.0,3.86,,green,0,-15.97,0,-3.86,1,14.38
792,26.426,green,observed,1.0,3.86,,green,0,-16.22,0,-3.86,1,15.38
795,26.527,green,observed,1.0,3.7,,green,0,-16.61,0,-3.7,1,15.02
798,26.627,green,observed,1.0,3.06,,green,0,-16.74,0,-3.06,1,13.37
801,26.727,green,observed,1.0,3.06,,green,0,-16.22,0,-3.06,1,15.29
804,26.827,green,observed,1.0,4.83,,green,0,-15.84,0,-4.83,1,16.12
807,26.927,green,observed,1.0,4.51,,green,0,-15.71,0,-4.51,1,16.3
810,27.027,green,observed,1.0,4.67,,green,0,-16.22,0,-4.67,1,14.47
813,27.127,green,observed,1.0,5.15,,green,0,-16.22,0,-5.15,1,16.12
816,27.227,green,observed,1.0,4.19,,green,0,-16.48,0,-4.19,1,15.02
819,27.327,green,observed,1.0,3.06,,green,0,-15.45,0,-3.06,1,15.02
822,27.427,green,observed,1.0,4.83,,green,0,-15.84,0,-4.83,1,15.38
825,27.528,green,observed,1.0,2.58,,green,0,-16.1,0,-2.58,1,15.11
828,27.628,green,observed,1.0,4.19,,green,0,-15.32,0,-4.19,1,15.48
831,27.728,green,observed,1.0,3.7,,green,0,-15.58,0,-3.7,1,15.66
834,27.828,green,observed,1.0,2.41,,green,0,-14.81,0,-2.41,1,15.11
837,27.928,green,observed,1.0,2.41,,green,0,-15.45,0,-2.41,1,16.3
840,28.028,green,observed,1.0,2.74,,green,0,-15.19,0,-2.74,1,16.03
843,28.128,green,observed,1.0,2.25,,green,0,-15.84,0,-2.25,1,16.21
846,28.228,green,observed,1.0,3.86,,green,0,-16.22,0,-3.86,1,16.21
849,28.328,green,observed,1.0,4.35,,green,0,-16.87,0,-4.35,1,15.75
852,28.428,green,observed,1.0,4.19,,green,0,-16.48,0,-4.19,1,15.48
855,28.528,green,observed,1.0,4.02,,green,0,-15.84,0,-4.02,1,15.2
858,28.629,green,observed,1.0,4.67,,green,0,-16.87,0,-4.67,1,16.57
861,28.729,green,observed,1.0,2.74,,green,0,-15.84,0,-2.74,1,15.75
864,28.829,green,observed,1.0,3.86,,green,0,-16.22,0,-3.86,1,15.84
867,28.929,green,observed,1.0,2.25,,green,0,-15.45,0,-2.25,1,16.21
870,29.029,green,observed,1.0,2.58,,green,0,-15.97,0,-2.58,1,14.83
873,29.129,green,observed,1.0,2.41,,green,0,-16.35,0,-2.41,1,15.48
876,29.229,green,observed,1.0,3.06,,green,0,-16.1,0,-3.06,1,16.39
879,29.329,green,observed,1.0,2.9,,green,0,-15.19,0,-2.9,1,16.39
882,29.429,green,observed,1.0,4.35,,green,0,-16.35,0,-4.35,1,16.39
885,29.53,green,observed,1.0,2.58,,green,0,-16.35,0,-2.58,1,15.2
888,29.63,green,observed,1.0,4.51,,green,0,-15.32,0,-4.51,1,16.12
891,29.73,green,observed,1.0,2.58,,green,0,-16.1,0,-2.58,1,14.93
894,29.83,green,observed,1.0,4.83,,green,0,-15.71,0,-4.83,1,15.66
897,29.93,green,observed,1.0,3.7,,green,0,-17.0,0,-3.7,1,15.38
900,30.03,green,observed,0.966,1.93,,green,0,-16.35,0,-1.93,1,15.29
903,30.13,green,observed,1.0,4.67,,green,0,-15.97,0,-4.67,1,15.38
906,30.23,green,observed,1.0,3.7,,green,0,-16.22,0,-3.7,1,15.2
909,30.33,green,observed,1.0,3.06,,green,0,-15.84,0,-3.06,1,15.29
912,30.43,green,observed,1.0,3.06,,green,0,-16.35,0,-3.06,1,15.11
915,30.53,green,observed,1.0,3.06,,green,0,-16.74,0,-3.06,1,14.29
918,30.631,green,observed,1.0,3.22,,green,0,-16.22,0,-3.22,1,14.29
921,30.731,green,observed,1.0,2.74,,green,0,-15.58,0,-2.74,1,14.56
924,30.831,green,observed,1.0,2.74,,green,0,-14.81,0,-2.74,1,14.38
927,30.931,green,observed,1.0,2.74,,green,0,-16.22,0,-2.74,1,13.83
930,31.031,green,observed,1.0,4.35,,green,0,-16.61,0,-4.35,1,15.02
933,31.131,green,observed,1.0,4.02,,green,0,-16.22,0,-4.02,1,13.92
936,31.231,green,observed,1.0,3.86,,green,0,-16.35,0,-3.86,1,13.46
939,31.331,green,observed,1.0,4.35,,green,0,-16.87,0,-4.35,1,15.02
942,31.431,green,observed,1.0,4.19,,green,0,-16.35,0,-4.19,1,13.1
945,31.532,green,observed,1.0,4.51,,green,0,-17.0,0,-4.51,1,13.83
948,31.632,green,observed,1.0,4.35,,green,0,-17.38,0,-4.35,1,15.02
951,31.732,green,observed,1.0,4.67,,green,0,-16.74,0,-4.67,1,14.1
954,31.832,green,observed,1.0,4.99,,green,0,-16.74,0,-4.99,1,14.29
957,31.932,green,observed,1.0,2.9,,green,0,-17.13,0,-2.9,1,13.92
960,32.032,green,observed,1.0,3.86,,green,0,-15.84,0,-3.86,1,14.83
963,32.132,green,observed,1.0,4.51,,green,0,-15.84,0,-4.51,1,14.83
966,32.232,green,observed,1.0,4.02,,green,0,-15.97,0,-4.02,1,14.01
969,32.332,green,observed,1.0,3.38,,green,0,-15.58,0,-3.38,1,13.19
972,32.432,green,observed,1.0,4.19,,green,0,-15.84,0,-4.19,1,13.46
975,32.532,green,observed,1.0,4.51,,green,0,-15.84,0,-4.51,1,13.64
