frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,green_on,green_z
180,6.006,red,observed,1.0,16.16,,red,1,18.38,0,-16.16
183,6.106,red,observed,1.0,16.0,,red,1,18.26,0,-16.0
186,6.206,red,observed,1.0,16.22,,red,1,18.11,0,-16.22
189,6.306,red,observed,1.0,16.19,,red,1,20.0,0,-16.19
192,6.406,red,observed,1.0,16.44,,red,1,20.69,0,-16.44
195,6.506,red,observed,1.0,16.03,,red,1,18.38,0,-16.03
198,6.607,red,observed,1.0,16.35,,red,1,18.64,0,-16.35
201,6.707,red,observed,1.0,16.03,,red,1,18.56,0,-16.03
204,6.807,red,observed,1.0,16.09,,red,1,18.22,0,-16.09
207,6.907,red,observed,1.0,16.12,,red,1,20.23,0,-16.12
210,7.007,red,observed,1.0,16.16,,red,1,20.16,0,-16.16
213,7.107,red,observed,1.0,15.93,,red,1,20.42,0,-15.93
216,7.207,red,observed,1.0,15.87,,red,1,18.72,0,-15.87
219,7.307,red,observed,1.0,15.87,,red,1,20.19,0,-15.87
222,7.407,red,observed,1.0,16.12,,red,1,18.56,0,-16.12
225,7.508,red,observed,1.0,16.22,,red,1,18.41,0,-16.22
228,7.608,red,observed,1.0,16.41,,red,1,20.16,0,-16.41
231,7.708,red,observed,1.0,16.32,,red,1,19.85,0,-16.32
234,7.808,red,observed,1.0,16.16,,red,1,18.11,0,-16.16
237,7.908,red,observed,1.0,16.22,,red,1,20.27,0,-16.22
240,8.008,red,observed,1.0,16.09,,red,1,20.69,0,-16.09
243,8.108,red,observed,1.0,15.61,,red,1,17.69,0,-15.61
246,8.208,red,observed,1.0,16.0,,red,1,17.62,0,-16.0
249,8.308,red,observed,1.0,16.16,,red,1,20.61,0,-16.16
252,8.408,red,observed,1.0,16.16,,red,1,20.12,0,-16.16
255,8.508,red,observed,1.0,15.96,,red,1,18.19,0,-15.96
258,8.609,red,observed,1.0,16.12,,red,1,20.65,0,-16.12
261,8.709,red,observed,1.0,16.12,,red,1,19.97,0,-16.12
264,8.809,red,observed,1.0,16.22,,red,1,17.31,0,-16.22
267,8.909,red,observed,1.0,16.06,,red,1,20.19,0,-16.06
270,9.009,red,observed,1.0,16.06,,red,1,20.84,0,-16.06
273,9.109,red,observed,1.0,15.9,,red,1,18.15,0,-15.9
276,9.209,red,observed,1.0,15.87,,red,1,20.76,0,-15.87
279,9.309,red,observed,1.0,16.03,,red,1,19.63,0,-16.03
282,9.409,red,observed,1.0,15.81,,red,1,19.93,0,-15.81
285,9.51,red,observed,1.0,15.71,,red,1,17.81,0,-15.71
288,9.61,red,observed,1.0,16.09,,red,1,20.72,0,-16.09
291,9.71,red,observed,1.0,15.74,,red,1,19.74,0,-15.74
294,9.81,red,observed,1.0,16.03,,red,1,18.0,0,-16.03
297,9.91,red,observed,1.0,16.12,,red,1,19.59,0,-16.12
300,10.01,red,observed,1.0,16.19,,red,1,19.55,0,-16.19
303,10.11,red,observed,1.0,16.22,,red,1,17.66,0,-16.22
306,10.21,red,observed,1.0,16.25,,red,1,19.89,0,-16.25
309,10.31,red,observed,1.0,15.9,,red,1,20.65,0,-15.9
312,10.41,red,observed,1.0,16.12,,red,1,19.7,0,-16.12
315,10.51,red,observed,1.0,16.06,,red,1,19.78,0,-16.06
318,10.611,red,observed,1.0,16.09,,red,1,19.82,0,-16.09
321,10.711,red,observed,1.0,16.09,,red,1,20.88,0,-16.09
324,10.811,red,observed,1.0,16.06,,red,1,18.22,0,-16.06
327,10.911,red,observed,1.0,16.41,,red,1,19.82,0,-16.41
330,11.011,red,observed,1.0,16.06,,red,1,19.74,0,-16.06
333,11.111,red,observed,1.0,16.22,,red,1,20.84,0,-16.22
336,11.211,red,observed,1.0,16.06,,red,1,19.51,0,-16.06
339,11.311,red,observed,1.0,16.22,,red,1,20.27,0,-16.22
342,11.411,red,observed,1.0,16.22,,red,1,20.08,0,-16.22
345,11.512,red,observed,1.0,16.19,,red,1,20.08,0,-16.19
348,11.612,red,observed,1.0,15.96,,red,1,19.55,0,-15.96
351,11.712,red,observed,1.0,16.09,,red,1,19.97,0,-16.09
354,11.812,red,observed,1.0,16.22,,red,1,19.78,0,-16.22
357,11.912,red,observed,1.0,16.03,,red,1,20.0,0,-16.03
360,12.012,red,observed,1.0,15.96,,red,1,19.7,0,-15.96
363,12.112,red,observed,1.0,15.9,,red,1,19.78,0,-15.9
366,12.212,red,observed,1.0,16.03,,red,1,19.4,0,-16.03
369,12.312,red,observed,1.0,16.0,,red,1,19.63,0,-16.0
372,12.412,red,observed,1.0,15.84,,red,1,19.59,0,-15.84
375,12.513,red,observed,1.0,15.93,,red,1,19.82,0,-15.93
378,12.613,red,observed,1.0,15.9,,red,1,20.31,0,-15.9
381,12.713,red,observed,1.0,16.12,,red,1,20.23,0,-16.12
384,12.813,red,observed,1.0,16.22,,red,1,20.19,0,-16.22
387,12.913,red,observed,1.0,16.03,,red,1,20.12,0,-16.03
390,13.013,red,observed,1.0,15.93,,red,1,20.23,0,-15.93
393,13.113,red,observed,1.0,16.22,,red,1,20.27,0,-16.22
396,13.213,red,observed,1.0,16.22,,red,1,20.16,0,-16.22
399,13.313,red,observed,1.0,15.81,,red,1,20.31,0,-15.81
402,13.413,red,observed,1.0,15.84,,red,1,20.5,0,-15.84
405,13.514,red,observed,1.0,16.22,,red,1,20.42,0,-16.22
408,13.614,red,observed,1.0,16.0,,red,1,19.59,0,-16.0
411,13.714,red,observed,1.0,16.06,,red,1,19.66,0,-16.06
414,13.814,red,observed,1.0,15.74,,red,1,20.04,0,-15.74
417,13.914,red,observed,1.0,16.12,,red,1,19.89,0,-16.12
420,14.014,red,observed,1.0,15.77,,red,1,19.85,0,-15.77
423,14.114,red,observed,1.0,16.19,,red,1,20.19,0,-16.19
426,14.214,red,observed,1.0,16.06,,red,1,19.89,0,-16.06
429,14.314,red,observed,1.0,16.0,,red,1,20.19,0,-16.0
432,14.414,red,observed,1.0,15.9,,red,1,20.0,0,-15.9
435,14.514,red,observed,1.0,15.84,,red,1,19.74,0,-15.84
438,14.615,red,observed,1.0,16.03,,red,1,19.97,0,-16.03
441,14.715,red,observed,1.0,16.19,,red,1,20.0,0,-16.19
444,14.815,red,observed,1.0,15.9,,red,1,19.97,0,-15.9
447,14.915,red,observed,1.0,15.68,,red,1,20.19,0,-15.68
450,15.015,red,observed,1.0,15.96,,red,1,20.12,0,-15.96
453,15.115,red,observed,1.0,16.06,,red,1,20.31,0,-16.06
456,15.215,red,observed,1.0,16.0,,red,1,19.59,0,-16.0
459,15.315,red,observed,1.0,15.96,,red,1,19.74,0,-15.96
462,15.415,red,observed,1.0,16.25,,red,1,20.35,0,-16.25
465,15.516,red,observed,1.0,15.74,,red,1,19.7,0,-15.74
468,15.616,red,observed,1.0,15.71,,red,1,20.04,0,-15.71
471,15.716,red,observed,1.0,15.9,,red,1,19.74,0,-15.9
474,15.816,red,observed,1.0,15.84,,red,1,19.82,0,-15.84
477,15.916,red,observed,1.0,16.22,,red,1,20.04,0,-16.22
480,16.016,red,observed,1.0,16.0,,red,1,19.47,0,-16.0
483,16.116,red,observed,1.0,16.0,,red,1,19.74,0,-16.0
486,16.216,red,observed,1.0,16.22,,red,1,20.04,0,-16.22
489,16.316,red,observed,1.0,16.25,,red,1,19.63,0,-16.25
492,16.416,red,observed,1.0,15.96,,red,1,19.74,0,-15.96
495,16.516,red,observed,1.0,15.93,,red,1,19.32,0,-15.93
498,16.617,red,observed,1.0,16.32,,red,1,19.93,0,-16.32
501,16.717,red,observed,1.0,16.28,,red,1,19.85,0,-16.28
504,16.817,red,observed,1.0,16.03,,red,1,19.97,0,-16.03
507,16.917,red,observed,1.0,15.9,,red,1,20.0,0,-15.9
510,17.017,red,observed,1.0,16.16,,red,1,19.63,0,-16.16
513,17.117,red,observed,1.0,16.19,,red,1,20.23,0,-16.19
516,17.217,red,observed,1.0,15.84,,red,1,20.38,0,-15.84
519,17.317,red,observed,1.0,16.22,,red,1,19.66,0,-16.22
522,17.417,red,observed,1.0,15.71,,red,1,19.97,0,-15.71
525,17.518,red,observed,1.0,15.84,,red,1,20.0,0,-15.84
528,17.618,red,observed,1.0,16.6,,red,1,19.89,0,-16.6
531,17.718,red,observed,1.0,16.06,,red,1,19.82,0,-16.06
534,17.818,red,observed,1.0,16.09,,red,1,19.59,0,-16.09
537,17.918,red,observed,1.0,16.03,,red,1,19.97,0,-16.03
540,18.018,red,observed,1.0,16.22,,red,1,19.7,0,-16.22
543,18.118,red,observed,1.0,16.12,,red,1,19.85,0,-16.12
546,18.218,red,observed,1.0,16.06,,red,1,19.66,0,-16.06
549,18.318,red,observed,1.0,16.09,,red,1,19.55,0,-16.09
552,18.418,red,observed,1.0,16.28,,red,1,19.32,0,-16.28
555,18.518,red,observed,1.0,16.03,,red,1,19.51,0,-16.03
558,18.619,red,observed,1.0,16.06,,red,1,19.1,0,-16.06
561,18.719,red,observed,1.0,16.19,,red,1,19.4,0,-16.19
564,18.819,red,observed,1.0,16.06,,red,1,19.66,0,-16.06
567,18.919,red,observed,1.0,16.09,,red,1,19.36,0,-16.09
570,19.019,red,observed,1.0,16.12,,red,1,19.74,0,-16.12
573,19.119,red,observed,1.0,15.77,,red,1,19.47,0,-15.77
576,19.219,red,observed,1.0,15.96,,red,1,19.21,0,-15.96
579,19.319,red,observed,1.0,16.25,,red,1,19.44,0,-16.25
582,19.419,red,observed,1.0,16.0,,red,1,19.44,0,-16.0
585,19.52,red,observed,1.0,15.96,,red,1,19.89,0,-15.96
588,19.62,red,observed,1.0,16.22,,red,1,19.06,0,-16.22
591,19.72,red,observed,1.0,15.87,,red,1,19.32,0,-15.87
594,19.82,red,observed,1.0,16.0,,red,1,19.25,0,-16.0
597,19.92,red,observed,1.0,15.9,,red,1,19.51,0,-15.9
600,20.02,red,observed,1.0,15.96,,red,1,19.85,0,-15.96
603,20.12,red,observed,1.0,16.06,,red,1,19.59,0,-16.06
606,20.22,red,observed,1.0,16.47,,red,1,19.17,0,-16.47
609,20.32,red,observed,1.0,16.03,,red,1,19.66,0,-16.03
612,20.42,red,observed,1.0,16.22,,red,1,19.82,0,-16.22
615,20.521,red,observed,1.0,16.16,,red,1,19.44,0,-16.16
618,20.621,red,observed,1.0,16.28,,red,1,19.1,0,-16.28
621,20.721,red,observed,1.0,16.0,,red,1,19.59,0,-16.0
624,20.821,red,observed,1.0,16.25,,red,1,19.82,0,-16.25
627,20.921,red,observed,1.0,16.12,,red,1,19.78,0,-16.12
630,21.021,red,observed,1.0,16.28,,red,1,20.19,0,-16.28
633,21.121,red,observed,1.0,15.96,,red,1,20.38,0,-15.96
636,21.221,red,observed,1.0,16.12,,red,1,19.93,0,-16.12
639,21.321,red,observed,1.0,16.35,,red,1,19.85,0,-16.35
642,21.421,red,observed,1.0,15.96,,red,1,19.55,0,-15.96
645,21.522,red,observed,1.0,16.06,,red,1,19.4,0,-16.06
648,21.622,red,observed,1.0,16.16,,red,1,19.66,0,-16.16
651,21.722,red,observed,1.0,15.87,,red,1,19.28,0,-15.87
654,21.822,red,observed,1.0,15.9,,red,1,19.78,0,-15.9
657,21.922,red,observed,1.0,16.06,,red,1,19.63,0,-16.06
660,22.022,red,observed,1.0,15.81,,red,1,19.93,0,-15.81
663,22.122,red,observed,1.0,16.03,,red,1,19.28,0,-16.03
666,22.222,red,observed,1.0,16.0,,red,1,19.51,0,-16.0
669,22.322,red,observed,1.0,15.68,,red,1,19.47,0,-15.68
672,22.422,red,observed,1.0,16.0,,red,1,19.21,0,-16.0
675,22.522,red,observed,1.0,16.0,,red,1,19.36,0,-16.0
678,22.623,red,observed,1.0,16.28,,red,1,19.51,0,-16.28
681,22.723,red,observed,1.0,16.32,,red,1,19.89,0,-16.32
684,22.823,red,observed,1.0,16.32,,red,1,19.66,0,-16.32
687,22.923,red,observed,1.0,16.09,,red,1,19.21,0,-16.09
690,23.023,red,observed,1.0,16.22,,red,1,19.85,0,-16.22
693,23.123,red,observed,1.0,16.32,,red,1,19.55,0,-16.32
696,23.223,red,observed,1.0,16.12,,red,1,19.63,0,-16.12
699,23.323,red,observed,1.0,16.06,,red,1,20.12,0,-16.06
702,23.423,red,observed,1.0,16.22,,red,1,19.89,0,-16.22
705,23.524,red,observed,1.0,16.16,,red,1,19.32,0,-16.16
708,23.624,red,observed,1.0,16.28,,red,1,19.47,0,-16.28
711,23.724,red,observed,1.0,16.28,,red,1,19.59,0,-16.28
714,23.824,red,observed,1.0,15.87,,red,1,19.82,0,-15.87
717,23.924,red,observed,1.0,15.96,,red,1,19.55,0,-15.96
720,24.024,red,observed,1.0,16.12,,red,1,20.04,0,-16.12
723,24.124,red,observed,1.0,16.19,,red,1,20.16,0,-16.19
726,24.224,red,observed,1.0,16.0,,red,1,20.27,0,-16.0
729,24.324,red,observed,1.0,16.35,,red,1,19.51,0,-16.35
732,24.424,red,observed,1.0,16.0,,red,1,20.08,0,-16.0
735,24.524,red,observed,1.0,16.38,,red,1,19.74,0,-16.38
738,24.625,red,observed,1.0,16.22,,red,1,19.66,0,-16.22
741,24.725,red,observed,1.0,16.35,,red,1,19.51,0,-16.35
744,24.825,red,observed,1.0,16.16,,red,1,19.59,0,-16.16
747,24.925,red,observed,1.0,16.22,,red,1,20.08,0,-16.22
750,25.025,red,observed,1.0,16.06,,red,1,19.55,0,-16.06
753,25.125,red,observed,1.0,15.74,,red,1,19.89,0,-15.74
756,25.225,red,observed,1.0,15.9,,red,1,19.63,0,-15.9
759,25.325,red,observed,1.0,15.84,,red,1,19.74,0,-15.84
762,25.425,red,observed,1.0,15.77,,red,1,19.44,0,-15.77
765,25.526,red,observed,1.0,16.12,,red,1,19.32,0,-16.12
768,25.626,red,observed,1.0,16.03,,red,1,19.85,0,-16.03
771,25.726,red,observed,1.0,16.19,,red,1,19.63,0,-16.19
774,25.826,red,observed,1.0,16.03,,red,1,19.66,0,-16.03
777,25.926,red,observed,1.0,16.06,,red,1,19.25,0,-16.06
780,26.026,red,observed,1.0,15.93,,red,1,19.32,0,-15.93
783,26.126,red,observed,1.0,15.96,,red,1,18.91,0,-15.96
786,26.226,red,observed,1.0,16.09,,red,1,19.06,0,-16.09
789,26.326,red,observed,1.0,15.93,,red,1,19.06,0,-15.93
792,26.426,red,observed,1.0,16.44,,red,1,19.55,0,-16.44
795,26.527,red,observed,1.0,15.96,,red,1,19.44,0,-15.96
798,26.627,red,observed,1.0,16.35,,red,1,19.25,0,-16.35
801,26.727,red,observed,1.0,16.25,,red,1,19.17,0,-16.25
804,26.827,red,observed,1.0,16.12,,red,1,19.36,0,-16.12
807,26.927,red,observed,1.0,16.32,,red,1,19.55,0,-16.32
810,27.027,red,observed,1.0,16.06,,red,1,19.13,0,-16.06
813,27.127,red,observed,1.0,16.16,,red,1,19.63,0,-16.16
816,27.227,red,observed,1.0,16.22,,red,1,19.21,0,-16.22
819,27.327,red,observed,1.0,16.09,,red,1,18.79,0,-16.09
822,27.427,red,observed,1.0,16.25,,red,1,19.1,0,-16.25
825,27.528,red,observed,1.0,16.19,,red,1,19.21,0,-16.19
828,27.628,red,observed,1.0,16.06,,red,1,19.44,0,-16.06
831,27.728,red,observed,1.0,16.19,,red,1,19.06,0,-16.19
834,27.828,red,observed,1.0,16.09,,red,1,18.72,0,-16.09
837,27.928,red,observed,1.0,16.16,,red,1,19.17,0,-16.16
840,28.028,red,observed,1.0,16.22,,red,1,18.75,0,-16.22
843,28.128,red,observed,1.0,16.03,,red,1,19.4,0,-16.03
846,28.228,red,observed,1.0,16.35,,red,1,18.72,0,-16.35
849,28.328,red,observed,1.0,15.96,,red,1,19.06,0,-15.96
852,28.428,red,observed,1.0,16.12,,red,1,19.36,0,-16.12
855,28.528,red,observed,1.0,16.12,,red,1,18.87,0,-16.12
858,28.629,red,observed,1.0,16.22,,red,1,18.98,0,-16.22
861,28.729,red,observed,1.0,15.9,,red,1,18.87,0,-15.9
864,28.829,red,observed,1.0,16.16,,red,1,18.83,0,-16.16
867,28.929,red,observed,1.0,16.06,,red,1,19.74,0,-16.06
870,29.029,red,observed,1.0,16.09,,red,1,19.02,0,-16.09
873,29.129,red,observed,1.0,15.96,,red,1,18.75,0,-15.96
876,29.229,red,observed,1.0,15.96,,red,1,19.02,0,-15.96
879,29.329,red,observed,1.0,16.12,,red,1,19.47,0,-16.12
882,29.429,red,observed,1.0,16.32,,red,1,19.44,0,-16.32
885,29.53,red,observed,1.0,16.28,,red,1,19.25,0,-16.28
888,29.63,red,observed,1.0,16.28,,red,1,19.28,0,-16.28
891,29.73,red,observed,1.0,15.87,,red,1,19.21,0,-15.87
894,29.83,red,observed,1.0,16.19,,red,1,19.13,0,-16.19
897,29.93,red,observed,1.0,15.96,,red,1,19.63,0,-15.96
900,30.03,red,observed,1.0,16.28,,red,1,18.91,0,-16.28
903,30.13,red,observed,1.0,16.09,,red,1,18.98,0,-16.09
906,30.23,red,observed,1.0,15.96,,red,1,18.91,0,-15.96
909,30.33,red,observed,1.0,16.25,,red,1,19.13,0,-16.25
912,30.43,red,observed,1.0,16.09,,red,1,19.06,0,-16.09
915,30.53,red,observed,1.0,16.12,,red,1,19.21,0,-16.12
918,30.631,red,observed,1.0,16.47,,red,1,19.4,0,-16.47
921,30.731,red,observed,1.0,16.06,,red,1,19.17,0,-16.06
924,30.831,red,observed,1.0,16.12,,red,1,19.21,0,-16.12
927,30.931,red,observed,1.0,16.03,,red,1,18.75,0,-16.03
930,31.031,red,observed,1.0,16.06,,red,1,19.36,0,-16.06
933,31.131,red,observed,1.0,16.06,,red,1,19.7,0,-16.06
936,31.231,red,observed,1.0,16.28,,red,1,19.4,0,-16.28
939,31.331,red,observed,1.0,16.28,,red,1,19.59,0,-16.28
942,31.431,red,observed,1.0,15.96,,red,1,19.89,0,-15.96
945,31.532,red,observed,1.0,15.9,,red,1,19.02,0,-15.9
948,31.632,red,observed,1.0,16.06,,red,1,19.78,0,-16.06
951,31.732,red,observed,1.0,16.35,,red,1,19.44,0,-16.35
954,31.832,red,observed,1.0,15.65,,red,1,19.66,0,-15.65
957,31.932,red,observed,1.0,15.84,,red,1,19.25,0,-15.84
960,32.032,red,observed,1.0,15.96,,red,1,19.21,0,-15.96
963,32.132,red,observed,1.0,16.32,,red,1,19.02,0,-16.32
966,32.232,red,observed,1.0,16.32,,red,1,19.28,0,-16.32
969,32.332,red,observed,1.0,16.19,,red,1,19.25,0,-16.19
972,32.432,red,observed,1.0,15.93,,red,1,18.91,0,-15.93
975,32.532,red,observed,1.0,16.22,,red,1,18.98,0,-16.22
978,32.633,red,observed,1.0,15.81,,red,1,19.13,0,-15.81
981,32.733,red,observed,1.0,16.16,,red,1,19.32,0,-16.16
984,32.833,red,observed,1.0,16.12,,red,1,19.21,0,-16.12
987,32.933,red,observed,1.0,16.0,,red,1,19.32,0,-16.0
990,33.033,red,observed,1.0,15.71,,red,1,19.21,0,-15.71
993,33.133,red,observed,1.0,16.0,,red,1,19.55,0,-16.0
996,33.233,red,observed,1.0,16.09,,red,1,19.32,0,-16.09
999,33.333,red,observed,1.0,15.87,,red,1,19.28,0,-15.87
1002,33.433,red,observed,1.0,15.84,,red,1,19.82,0,-15.84
1005,33.534,red,observed,1.0,16.22,,red,1,19.44,0,-16.22
1008,33.634,red,observed,1.0,16.06,,red,1,19.36,0,-16.06
1011,33.734,red,observed,1.0,16.03,,red,1,19.66,0,-16.03
1014,33.834,red,observed,1.0,16.32,,red,1,19.63,0,-16.32
1017,33.934,red,observed,1.0,15.87,,red,1,19.21,0,-15.87
1020,34.034,red,observed,1.0,16.57,,red,1,19.44,0,-16.57
1023,34.134,red,observed,1.0,15.93,,red,1,19.66,0,-15.93
1026,34.234,red,observed,1.0,16.22,,red,1,19.4,0,-16.22
1029,34.334,red,observed,1.0,16.16,,red,1,19.36,0,-16.16
1032,34.434,red,observed,1.0,16.16,,red,1,19.32,0,-16.16
1035,34.534,green,observed,1.0,14.91,,green,0,-15.72,1,14.91
1038,34.635,green,observed,1.0,15.26,,green,0,-19.78,1,15.26
1041,34.735,green,observed,1.0,15.3,,green,0,-20.61,1,15.3
1044,34.835,green,observed,1.0,14.63,,green,0,-20.84,1,14.63
1047,34.935,green,observed,1.0,14.75,,green,0,-20.46,1,14.75
1050,35.035,green,observed,1.0,15.14,,green,0,-20.46,1,15.14
1053,35.135,green,observed,1.0,14.91,,green,0,-20.35,1,14.91
1056,35.235,green,observed,1.0,14.91,,green,0,-20.8,1,14.91
1059,35.335,green,observed,1.0,14.91,,green,0,-20.08,1,14.91
1062,35.435,green,observed,1.0,14.75,,green,0,-20.31,1,14.75
1065,35.536,green,observed,1.0,14.5,,green,0,-20.91,1,14.5
1068,35.636,green,observed,1.0,14.72,,green,0,-20.61,1,14.72
1071,35.736,green,observed,1.0,14.75,,green,0,-20.95,1,14.75
1074,35.836,green,observed,1.0,14.59,,green,0,-20.88,1,14.59
1077,35.936,green,observed,1.0,14.75,,green,0,-20.69,1,14.75
1080,36.036,green,observed,1.0,14.47,,green,0,-20.57,1,14.47
1083,36.136,green,observed,1.0,14.18,,green,0,-20.72,1,14.18
1086,36.236,green,observed,1.0,14.59,,green,0,-20.69,1,14.59
1089,36.336,green,observed,1.0,14.63,,green,0,-20.76,1,14.63
1092,36.436,green,observed,1.0,14.47,,green,0,-20.16,1,14.47
1095,36.537,green,observed,1.0,14.53,,green,0,-20.69,1,14.53
1098,36.637,green,observed,1.0,14.37,,green,0,-20.46,1,14.37
1101,36.737,green,observed,1.0,14.28,,green,0,-20.91,1,14.28
1104,36.837,green,observed,1.0,14.72,,green,0,-21.07,1,14.72
1107,36.937,green,observed,1.0,14.66,,green,0,-20.76,1,14.66
1110,37.037,green,observed,1.0,14.47,,green,0,-20.69,1,14.47
1113,37.137,green,observed,1.0,14.75,,green,0,-20.72,1,14.75
1116,37.237,green,observed,1.0,14.5,,green,0,-20.69,1,14.5
1119,37.337,green,observed,1.0,14.66,,green,0,-20.8,1,14.66
1122,37.437,green,observed,1.0,14.47,,green,0,-20.61,1,14.47
1125,37.538,green,observed,1.0,14.4,,green,0,-20.53,1,14.4
1128,37.638,green,observed,1.0,14.56,,green,0,-20.84,1,14.56
1131,37.738,green,observed,1.0,14.98,,green,0,-20.99,1,14.98
1134,37.838,green,observed,1.0,14.5,,green,0,-20.38,1,14.5
1137,37.938,green,observed,1.0,14.69,,green,0,-20.76,1,14.69
1140,38.038,green,observed,1.0,14.79,,green,0,-20.35,1,14.79
1143,38.138,green,observed,1.0,14.88,,green,0,-20.65,1,14.88
1146,38.238,green,observed,1.0,15.01,,green,0,-20.91,1,15.01
1149,38.338,green,observed,1.0,14.75,,green,0,-20.46,1,14.75
1152,38.438,green,observed,1.0,15.01,,green,0,-20.76,1,15.01
1155,38.538,green,observed,1.0,14.94,,green,0,-20.65,1,14.94
1158,38.639,green,observed,1.0,14.98,,green,0,-20.5,1,14.98
1161,38.739,green,observed,1.0,14.88,,green,0,-20.95,1,14.88
1164,38.839,green,observed,1.0,15.04,,green,0,-20.88,1,15.04
1167,38.939,green,observed,1.0,15.36,,green,0,-20.91,1,15.36
1170,39.039,green,observed,1.0,15.2,,green,0,-20.69,1,15.2
1173,39.139,green,observed,1.0,15.01,,green,0,-20.69,1,15.01
1176,39.239,green,observed,1.0,15.74,,green,0,-20.46,1,15.74
1179,39.339,green,observed,1.0,14.91,,green,0,-20.69,1,14.91
1182,39.439,green,observed,1.0,15.39,,green,0,-20.88,1,15.39
