frame,t_sec,state,observation,confidence,margin_sd,reason,v3_label,red_on,red_z,green_on,green_z
321,10.711,red,observed,1.0,25.61,,red,1,45.79,0,-25.61
324,10.811,red,observed,1.0,25.77,,red,1,46.1,0,-25.77
327,10.911,red,observed,1.0,25.98,,red,1,45.71,0,-25.98
330,11.011,red,observed,1.0,25.82,,red,1,45.63,0,-25.82
333,11.111,red,observed,1.0,26.03,,red,1,45.47,0,-26.03
336,11.211,red,observed,1.0,26.03,,red,1,46.02,0,-26.03
339,11.311,red,observed,1.0,25.98,,red,1,45.23,0,-25.98
342,11.411,red,observed,1.0,26.08,,red,1,45.31,0,-26.08
345,11.512,red,observed,1.0,25.87,,red,1,45.31,0,-25.87
348,11.612,red,observed,1.0,26.24,,red,1,45.23,0,-26.24
351,11.712,red,observed,1.0,25.77,,red,1,45.71,0,-25.77
354,11.812,red,observed,1.0,26.24,,red,1,45.39,0,-26.24
357,11.912,red,observed,1.0,25.82,,red,1,45.63,0,-25.82
360,12.012,red,observed,1.0,26.14,,red,1,45.31,0,-26.14
363,12.112,red,observed,1.0,26.29,,red,1,44.83,0,-26.29
366,12.212,red,observed,1.0,26.24,,red,1,45.87,0,-26.24
369,12.312,red,observed,1.0,25.87,,red,1,45.47,0,-25.87
372,12.412,red,observed,1.0,25.61,,red,1,45.94,0,-25.61
375,12.513,red,observed,1.0,25.66,,red,1,45.79,0,-25.66
378,12.613,red,observed,1.0,25.77,,red,1,46.02,0,-25.77
381,12.713,red,observed,1.0,25.61,,red,1,45.47,0,-25.61
384,12.813,red,observed,1.0,25.45,,red,1,45.87,0,-25.45
387,12.913,red,observed,1.0,25.61,,red,1,46.26,0,-25.61
390,13.013,red,observed,1.0,25.82,,red,1,44.51,0,-25.82
393,13.113,red,observed,1.0,26.14,,red,1,45.07,0,-26.14
396,13.213,red,observed,1.0,25.51,,red,1,45.07,0,-25.51
399,13.313,red,observed,1.0,26.14,,red,1,45.23,0,-26.14
402,13.413,red,observed,1.0,26.14,,red,1,45.15,0,-26.14
405,13.514,red,observed,1.0,25.72,,red,1,44.67,0,-25.72
408,13.614,red,observed,1.0,26.29,,red,1,45.07,0,-26.29
411,13.714,red,observed,1.0,25.51,,red,1,45.31,0,-25.51
414,13.814,red,observed,1.0,25.51,,red,1,45.23,0,-25.51
417,13.914,red,observed,1.0,26.14,,red,1,45.31,0,-26.14
420,14.014,red,observed,1.0,25.61,,red,1,45.39,0,-25.61
423,14.114,red,observed,1.0,25.56,,red,1,45.07,0,-25.56
426,14.214,red,observed,1.0,25.66,,red,1,44.67,0,-25.66
429,14.314,red,observed,1.0,25.61,,red,1,45.15,0,-25.61
432,14.414,red,observed,1.0,25.93,,red,1,44.83,0,-25.93
435,14.514,red,observed,1.0,26.19,,red,1,45.47,0,-26.19
438,14.615,red,observed,1.0,26.61,,red,1,44.43,0,-26.61
441,14.715,red,observed,1.0,25.93,,red,1,45.07,0,-25.93
444,14.815,red,observed,1.0,26.4,,red,1,44.75,0,-26.4
447,14.915,red,observed,1.0,26.08,,red,1,44.75,0,-26.08
450,15.015,red,observed,1.0,26.03,,red,1,44.43,0,-26.03
453,15.115,red,observed,1.0,26.56,,red,1,44.91,0,-26.56
456,15.215,red,observed,1.0,26.19,,red,1,45.63,0,-26.19
459,15.315,red,observed,1.0,25.82,,red,1,44.83,0,-25.82
462,15.415,red,observed,1.0,25.82,,red,1,45.63,0,-25.82
465,15.516,red,observed,1.0,26.03,,red,1,44.59,0,-26.03
468,15.616,red,observed,1.0,26.71,,red,1,44.35,0,-26.71
471,15.716,red,observed,1.0,26.35,,red,1,44.59,0,-26.35
474,15.816,red,observed,1.0,26.03,,red,1,44.75,0,-26.03
477,15.916,red,observed,1.0,26.24,,red,1,45.15,0,-26.24
480,16.016,red,observed,1.0,25.61,,red,1,45.07,0,-25.61
483,16.116,red,observed,1.0,25.72,,red,1,44.59,0,-25.72
486,16.216,red,observed,1.0,26.24,,red,1,44.83,0,-26.24
489,16.316,red,observed,1.0,25.98,,red,1,44.75,0,-25.98
492,16.416,red,observed,1.0,26.14,,red,1,44.99,0,-26.14
495,16.516,red,observed,1.0,25.19,,red,1,45.15,0,-25.19
498,16.617,red,observed,1.0,26.4,,red,1,44.59,0,-26.4
501,16.717,red,observed,1.0,26.19,,red,1,44.03,0,-26.19
504,16.817,red,observed,1.0,26.24,,red,1,44.91,0,-26.24
507,16.917,red,observed,1.0,25.77,,red,1,44.51,0,-25.77
510,17.017,red,observed,1.0,25.93,,red,1,43.79,0,-25.93
513,17.117,red,observed,1.0,25.98,,red,1,44.03,0,-25.98
516,17.217,red,observed,1.0,25.98,,red,1,44.67,0,-25.98
519,17.317,red,observed,1.0,26.08,,red,1,44.03,0,-26.08
522,17.417,red,observed,1.0,26.03,,red,1,43.87,0,-26.03
525,17.518,red,observed,1.0,25.56,,red,1,44.43,0,-25.56
528,17.618,red,observed,1.0,26.08,,red,1,43.47,0,-26.08
531,17.718,red,observed,1.0,26.29,,red,1,44.19,0,-26.29
534,17.818,red,observed,1.0,26.03,,red,1,44.83,0,-26.03
537,17.918,red,observed,1.0,26.4,,red,1,44.99,0,-26.4
540,18.018,red,observed,1.0,25.3,,red,1,44.27,0,-25.3
543,18.118,red,observed,1.0,26.24,,red,1,43.95,0,-26.24
546,18.218,red,observed,1.0,26.08,,red,1,43.95,0,-26.08
549,18.318,red,observed,1.0,25.72,,red,1,43.63,0,-25.72
552,18.418,red,observed,1.0,26.24,,red,1,43.31,0,-26.24
555,18.518,red,observed,1.0,25.87,,red,1,43.79,0,-25.87
558,18.619,red,observed,1.0,25.93,,red,1,43.63,0,-25.93
561,18.719,red,observed,1.0,25.66,,red,1,43.87,0,-25.66
564,18.819,red,observed,1.0,25.61,,red,1,43.63,0,-25.61
567,18.919,red,observed,1.0,25.98,,red,1,43.15,0,-25.98
570,19.019,red,observed,1.0,25.93,,red,1,42.59,0,-25.93
573,19.119,red,observed,1.0,25.93,,red,1,43.15,0,-25.93
576,19.219,red,observed,1.0,26.08,,red,1,43.23,0,-26.08
579,19.319,red,observed,1.0,25.72,,red,1,43.47,0,-25.72
582,19.419,red,observed,1.0,26.45,,red,1,42.36,0,-26.45
585,19.52,red,observed,1.0,25.98,,red,1,43.47,0,-25.98
588,19.62,red,observed,1.0,26.19,,red,1,43.47,0,-26.19
591,19.72,red,observed,1.0,25.98,,red,1,44.19,0,-25.98
594,19.82,red,observed,1.0,25.61,,red,1,42.91,0,-25.61
597,19.92,red,observed,1.0,25.98,,red,1,43.23,0,-25.98
600,20.02,red,observed,1.0,25.66,,red,1,42.28,0,-25.66
603,20.12,red,observed,1.0,26.08,,red,1,41.88,0,-26.08
606,20.22,red,observed,1.0,25.56,,red,1,42.59,0,-25.56
609,20.32,red,observed,1.0,25.87,,red,1,42.51,0,-25.87
612,20.42,red,observed,1.0,26.14,,red,1,42.83,0,-26.14
615,20.521,red,observed,1.0,25.66,,red,1,42.2,0,-25.66
618,20.621,red,observed,1.0,26.19,,red,1,42.51,0,-26.19
621,20.721,red,observed,1.0,26.14,,red,1,42.91,0,-26.14
624,20.821,red,observed,1.0,25.56,,red,1,42.04,0,-25.56
627,20.921,red,observed,1.0,26.14,,red,1,42.51,0,-26.14
630,21.021,red,observed,1.0,26.08,,red,1,43.39,0,-26.08
633,21.121,red,observed,1.0,26.03,,red,1,43.55,0,-26.03
636,21.221,red,observed,1.0,25.93,,red,1,42.91,0,-25.93
639,21.321,red,observed,1.0,26.03,,red,1,43.47,0,-26.03
642,21.421,red,observed,1.0,25.51,,red,1,42.99,0,-25.51
645,21.522,red,observed,1.0,26.87,,red,1,42.51,0,-26.87
648,21.622,red,observed,1.0,26.14,,red,1,43.71,0,-26.14
651,21.722,red,observed,1.0,25.93,,red,1,43.15,0,-25.93
654,21.822,red,observed,1.0,25.56,,red,1,43.71,0,-25.56
657,21.922,red,observed,1.0,26.5,,red,1,43.63,0,-26.5
660,22.022,red,observed,1.0,25.93,,red,1,42.83,0,-25.93
663,22.122,red,observed,1.0,26.56,,red,1,42.91,0,-26.56
666,22.222,red,observed,1.0,26.56,,red,1,42.75,0,-26.56
669,22.322,red,observed,1.0,26.29,,red,1,42.67,0,-26.29
672,22.422,red,observed,1.0,26.35,,red,1,43.23,0,-26.35
675,22.522,red,observed,1.0,26.35,,red,1,42.59,0,-26.35
678,22.623,red,observed,1.0,25.51,,red,1,43.39,0,-25.51
681,22.723,red,observed,1.0,26.24,,red,1,43.87,0,-26.24
684,22.823,red,observed,1.0,25.82,,red,1,43.87,0,-25.82
687,22.923,red,observed,1.0,25.98,,red,1,43.87,0,-25.98
690,23.023,red,observed,1.0,26.19,,red,1,42.99,0,-26.19
693,23.123,red,observed,1.0,25.87,,red,1,43.07,0,-25.87
696,23.223,red,observed,1.0,26.35,,red,1,42.99,0,-26.35
699,23.323,red,observed,1.0,25.3,,red,1,43.39,0,-25.3
702,23.423,red,observed,1.0,26.29,,red,1,42.75,0,-26.29
705,23.524,red,observed,1.0,25.87,,red,1,42.51,0,-25.87
708,23.624,red,observed,1.0,26.03,,red,1,43.31,0,-26.03
711,23.724,red,observed,1.0,26.24,,red,1,43.15,0,-26.24
714,23.824,red,observed,1.0,26.66,,red,1,43.55,0,-26.66
717,23.924,red,observed,1.0,26.4,,red,1,43.15,0,-26.4
720,24.024,red,observed,1.0,25.72,,red,1,42.59,0,-25.72
723,24.124,red,observed,1.0,25.98,,red,1,42.83,0,-25.98
726,24.224,red,observed,1.0,26.14,,red,1,42.51,0,-26.14
729,24.324,red,observed,1.0,25.35,,red,1,42.44,0,-25.35
732,24.424,red,observed,1.0,25.82,,red,1,43.23,0,-25.82
735,24.524,red,observed,1.0,26.5,,red,1,42.83,0,-26.5
738,24.625,red,observed,1.0,26.29,,red,1,42.99,0,-26.29
741,24.725,red,observed,1.0,25.56,,red,1,42.67,0,-25.56
744,24.825,red,observed,1.0,26.08,,red,1,42.44,0,-26.08
747,24.925,red,observed,1.0,25.98,,red,1,42.51,0,-25.98
750,25.025,red,observed,1.0,26.14,,red,1,43.23,0,-26.14
753,25.125,red,observed,1.0,25.98,,red,1,42.44,0,-25.98
756,25.225,red,observed,1.0,26.98,,red,1,42.51,0,-26.98
759,25.325,red,observed,1.0,26.66,,red,1,43.23,0,-26.66
762,25.425,red,observed,1.0,26.19,,red,1,43.15,0,-26.19
765,25.526,red,observed,1.0,25.87,,red,1,43.55,0,-25.87
768,25.626,red,observed,1.0,26.24,,red,1,43.39,0,-26.24
771,25.726,red,observed,1.0,25.98,,red,1,43.15,0,-25.98
774,25.826,red,observed,1.0,26.35,,red,1,42.59,0,-26.35
777,25.926,red,observed,1.0,25.82,,red,1,42.67,0,-25.82
780,26.026,red,observed,1.0,26.03,,red,1,43.07,0,-26.03
783,26.126,red,observed,1.0,26.03,,red,1,43.47,0,-26.03
786,26.226,red,observed,1.0,26.08,,red,1,42.2,0,-26.08
789,26.326,red,observed,1.0,26.14,,red,1,42.67,0,-26.14
792,26.426,red,observed,1.0,25.87,,red,1,42.04,0,-25.87
795,26.527,red,observed,1.0,26.29,,red,1,42.59,0,-26.29
798,26.627,red,observed,1.0,25.77,,red,1,42.59,0,-25.77
801,26.727,red,observed,1.0,26.24,,red,1,42.12,0,-26.24
804,26.827,red,observed,1.0,26.29,,red,1,41.96,0,-26.29
807,26.927,red,observed,1.0,25.98,,red,1,42.59,0,-25.98
810,27.027,red,observed,1.0,26.5,,red,1,42.51,0,-26.5
813,27.127,red,observed,1.0,26.5,,red,1,43.31,0,-26.5
816,27.227,red,observed,1.0,26.29,,red,1,42.04,0,-26.29
819,27.327,red,observed,1.0,26.35,,red,1,42.83,0,-26.35
822,27.427,red,observed,1.0,25.77,,red,1,42.28,0,-25.77
825,27.528,red,observed,1.0,26.03,,red,1,42.44,0,-26.03
828,27.628,red,observed,1.0,26.71,,red,1,41.24,0,-26.71
831,27.728,red,observed,1.0,26.03,,red,1,41.56,0,-26.03
834,27.828,red,observed,1.0,26.77,,red,1,42.2,0,-26.77
837,27.928,red,observed,1.0,25.77,,red,1,41.56,0,-25.77
840,28.028,red,observed,1.0,25.82,,red,1,42.67,0,-25.82
843,28.128,red,observed,1.0,26.03,,red,1,42.83,0,-26.03
846,28.228,red,observed,1.0,25.77,,red,1,42.04,0,-25.77
849,28.328,red,observed,1.0,25.77,,red,1,41.64,0,-25.77
852,28.428,red,observed,1.0,26.08,,red,1,41.96,0,-26.08
855,28.528,red,observed,1.0,26.35,,red,1,42.28,0,-26.35
858,28.629,red,observed,1.0,25.82,,red,1,41.72,0,-25.82
861,28.729,red,observed,1.0,26.08,,red,1,41.88,0,-26.08
864,28.829,red,observed,1.0,25.51,,red,1,42.75,0,-25.51
867,28.929,red,observed,1.0,26.56,,red,1,42.28,0,-26.56
870,29.029,red,observed,1.0,25.61,,red,1,42.91,0,-25.61
873,29.129,red,observed,1.0,26.08,,red,1,42.59,0,-26.08
876,29.229,red,observed,1.0,26.5,,red,1,42.2,0,-26.5
879,29.329,red,observed,1.0,26.35,,red,1,41.16,0,-26.35
882,29.429,red,observed,1.0,26.24,,red,1,41.8,0,-26.24
885,29.53,red,observed,1.0,26.35,,red,1,41.96,0,-26.35
888,29.63,red,observed,1.0,26.14,,red,1,42.2,0,-26.14
891,29.73,red,observed,1.0,26.5,,red,1,41.0,0,-26.5
894,29.83,red,observed,1.0,26.4,,red,1,41.72,0,-26.4
897,29.93,red,observed,1.0,26.35,,red,1,41.32,0,-26.35
900,30.03,red,observed,1.0,25.61,,red,1,41.88,0,-25.61
903,30.13,red,observed,1.0,26.19,,red,1,42.75,0,-26.19
906,30.23,red,observed,1.0,25.61,,red,1,42.28,0,-25.61
909,30.33,red,observed,1.0,26.08,,red,1,42.12,0,-26.08
912,30.43,red,observed,1.0,25.45,,red,1,42.12,0,-25.45
915,30.53,red,observed,1.0,26.29,,red,1,41.24,0,-26.29
918,30.631,red,observed,1.0,26.24,,red,1,41.64,0,-26.24
921,30.731,red,observed,1.0,25.82,,red,1,41.88,0,-25.82
924,30.831,red,observed,1.0,26.03,,red,1,41.4,0,-26.03
927,30.931,red,observed,1.0,25.98,,red,1,41.08,0,-25.98
930,31.031,red,observed,1.0,26.4,,red,1,40.84,0,-26.4
933,31.131,red,observed,1.0,25.98,,red,1,41.8,0,-25.98
936,31.231,red,observed,1.0,26.29,,red,1,42.2,0,-26.29
939,31.331,red,observed,1.0,26.14,,red,1,40.36,0,-26.14
942,31.431,red,observed,1.0,26.66,,red,1,41.72,0,-26.66
945,31.532,red,observed,1.0,26.71,,red,1,41.4,0,-26.71
948,31.632,red,observed,1.0,26.92,,red,1,41.96,0,-26.92
951,31.732,red,observed,1.0,26.35,,red,1,41.88,0,-26.35
954,31.832,red,observed,1.0,25.87,,red,1,40.36,0,-25.87
957,31.932,red,observed,1.0,26.08,,red,1,41.56,0,-26.08
960,32.032,red,observed,1.0,25.56,,red,1,42.12,0,-25.56
963,32.132,red,observed,1.0,26.82,,red,1,42.04,0,-26.82
966,32.232,red,observed,1.0,26.24,,red,1,42.83,0,-26.24
969,32.332,red,observed,1.0,26.08,,red,1,41.88,0,-26.08
972,32.432,red,observed,1.0,25.82,,red,1,41.0,0,-25.82
975,32.532,red,observed,1.0,26.03,,red,1,42.04,0,-26.03
978,32.633,red,observed,1.0,26.56,,red,1,42.28,0,-26.56
981,32.733,red,observed,1.0,26.5,,red,1,41.48,0,-26.5
984,32.833,red,observed,1.0,26.24,,red,1,41.08,0,-26.24
987,32.933,red,observed,1.0,26.29,,red,1,41.24,0,-26.29
990,33.033,red,observed,1.0,26.4,,red,1,41.32,0,-26.4
993,33.133,red,observed,1.0,26.45,,red,1,41.0,0,-26.45
996,33.233,red,observed,1.0,26.29,,red,1,41.08,0,-26.29
999,33.333,red,observed,1.0,26.61,,red,1,40.52,0,-26.61
1002,33.433,red,observed,1.0,26.4,,red,1,41.32,0,-26.4
1005,33.534,red,observed,1.0,26.5,,red,1,41.16,0,-26.5
1008,33.634,red,observed,1.0,26.19,,red,1,41.32,0,-26.19
1011,33.734,red,observed,1.0,26.14,,red,1,41.32,0,-26.14
1014,33.834,red,observed,1.0,26.19,,red,1,41.4,0,-26.19
1017,33.934,red,observed,1.0,25.98,,red,1,41.48,0,-25.98
1020,34.034,red,observed,1.0,26.19,,red,1,41.4,0,-26.19
1023,34.134,red,observed,1.0,25.98,,red,1,41.56,0,-25.98
1026,34.234,red,observed,1.0,26.19,,red,1,41.24,0,-26.19
1029,34.334,red,observed,1.0,26.19,,red,1,40.68,0,-26.19
1032,34.434,red,observed,1.0,26.35,,red,1,41.4,0,-26.35
1035,34.534,red,observed,1.0,26.08,,red,1,41.64,0,-26.08
1038,34.635,red,observed,1.0,26.56,,red,1,41.08,0,-26.56
1041,34.735,red,observed,1.0,26.19,,red,1,41.24,0,-26.19
1044,34.835,red,observed,1.0,26.24,,red,1,41.4,0,-26.24
1047,34.935,red,observed,1.0,25.56,,red,1,42.04,0,-25.56
1050,35.035,red,observed,1.0,26.4,,red,1,41.88,0,-26.4
1053,35.135,red,observed,1.0,26.14,,red,1,40.84,0,-26.14
1056,35.235,red,observed,1.0,25.66,,red,1,40.6,0,-25.66
1059,35.335,red,observed,1.0,26.45,,red,1,40.36,0,-26.45
1062,35.435,red,observed,1.0,26.35,,red,1,41.16,0,-26.35
1065,35.536,red,observed,1.0,26.29,,red,1,41.48,0,-26.29
1068,35.636,red,observed,1.0,26.71,,red,1,41.32,0,-26.71
1071,35.736,red,observed,1.0,26.19,,red,1,40.92,0,-26.19
1074,35.836,red,observed,1.0,26.45,,red,1,41.16,0,-26.45
1077,35.936,red,observed,1.0,26.29,,red,1,41.56,0,-26.29
1080,36.036,red,observed,1.0,25.93,,red,1,41.4,0,-25.93
1083,36.136,red,observed,1.0,26.61,,red,1,41.24,0,-26.61
1086,36.236,red,observed,1.0,26.45,,red,1,41.08,0,-26.45
1089,36.336,red,observed,1.0,26.45,,red,1,41.24,0,-26.45
1092,36.436,red,observed,1.0,26.29,,red,1,41.32,0,-26.29
1095,36.537,red,observed,1.0,26.5,,red,1,41.24,0,-26.5
1098,36.637,red,observed,1.0,26.14,,red,1,41.4,0,-26.14
1101,36.737,red,observed,1.0,26.29,,red,1,41.0,0,-26.29
1104,36.837,red,observed,1.0,25.77,,red,1,40.68,0,-25.77
1107,36.937,red,observed,1.0,25.93,,red,1,41.16,0,-25.93
1110,37.037,red,observed,1.0,25.82,,red,1,39.72,0,-25.82
1113,37.137,green,observed,1.0,26.29,,green,0,-30.95,1,26.29
1116,37.237,green,observed,1.0,26.82,,green,0,-42.51,1,26.82
1119,37.337,green,observed,1.0,26.29,,green,0,-44.11,1,26.29
1122,37.437,green,observed,1.0,26.5,,green,0,-44.43,1,26.5
1125,37.538,green,observed,1.0,26.35,,green,0,-44.83,1,26.35
1128,37.638,green,observed,1.0,26.56,,green,0,-45.07,1,26.56
1131,37.738,green,observed,1.0,26.24,,green,0,-44.35,1,26.24
1134,37.838,green,observed,1.0,26.24,,green,0,-43.63,1,26.24
1137,37.938,green,observed,1.0,26.56,,green,0,-44.67,1,26.56
1140,38.038,green,observed,1.0,26.29,,green,0,-44.59,1,26.29
1143,38.138,green,observed,1.0,26.14,,green,0,-44.51,1,26.14
1146,38.238,green,observed,1.0,26.24,,green,0,-44.59,1,26.24
1149,38.338,green,observed,1.0,26.19,,green,0,-44.75,1,26.19
1152,38.438,green,observed,1.0,26.35,,green,0,-44.75,1,26.35
1155,38.538,green,observed,1.0,26.08,,green,0,-44.43,1,26.08
1158,38.639,green,observed,1.0,26.19,,green,0,-44.83,1,26.19
1161,38.739,green,observed,1.0,26.24,,green,0,-44.83,1,26.24
1164,38.839,green,observed,1.0,26.5,,green,0,-44.43,1,26.5
1167,38.939,green,observed,1.0,26.14,,green,0,-44.75,1,26.14
1170,39.039,green,observed,1.0,25.93,,green,0,-44.67,1,25.93
1173,39.139,green,observed,1.0,25.19,,green,0,-44.27,1,25.19
1176,39.239,green,observed,1.0,25.45,,green,0,-44.67,1,25.45
1179,39.339,green,observed,1.0,25.98,,green,0,-44.19,1,25.98
1182,39.439,green,observed,1.0,25.93,,green,0,-44.03,1,25.93
