t,red0,amber0,green0,red1,amber1,green1,red2,amber2,green2,red3,amber3,green3
2.9029000000000003,0.009109311740890687,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.003,0.006747638326585695,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1031,0.009446693657219974,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2032000000000003,0.008434547908232119,0.003036437246963563,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3033,0.009446693657219974,0.003036437246963563,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4034,0.008434547908232119,0.003036437246963563,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5035000000000003,0.008434547908232119,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6036,0.008434547908232119,0.003036437246963563,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7037,0.00708502024291498,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8038,0.008434547908232119,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9039,0.007422402159244264,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0040000000000004,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1041,0.007422402159244264,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2042,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3043000000000005,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4044,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5045,0.009109311740890687,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6046000000000005,0.00775978407557355,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7047,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8048,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9049000000000005,0.00708502024291498,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.005,0.008434547908232119,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1051,0.008771929824561403,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2052000000000005,0.00775978407557355,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3053,0.007422402159244264,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4054,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5055000000000005,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6056,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7057,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8058000000000005,0.008434547908232119,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9059,0.00775978407557355,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.006,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1061000000000005,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2062,0.009109311740890687,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3063,0.007422402159244264,0.0033738191632928477,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4064000000000005,0.008771929824561403,0.003711201079622132,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5065,0.009109311740890687,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6066,0.007422402159244264,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7067000000000005,0.007422402159244264,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8068,0.00775978407557355,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9069,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.007000000000001,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1071,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2072,0.00775978407557355,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.307300000000001,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4074,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5075,0.007422402159244264,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6076,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7077,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8078,0.007422402159244264,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9079,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.008000000000001,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1081,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2082,0.007422402159244264,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.308300000000001,0.00708502024291498,0.004048582995951417,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4084,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5085,0.008434547908232119,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.608600000000001,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7087,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8088,0.009109311740890687,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.908900000000001,0.00775978407557355,0.004048582995951417,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.009,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.1091,0.009784075573549258,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.209200000000001,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.3093,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4094,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.509500000000001,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6096,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7097,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.809800000000001,0.008097165991902834,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.9099,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.01,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.110100000000001,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.2102,0.008097165991902834,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.3103,0.00775978407557355,0.004048582995951417,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.410400000000001,0.008434547908232119,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5105,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.6106,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.710700000000001,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.8108,0.008097165991902834,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.9109,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.011000000000001,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.1111,0.008097165991902834,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2112,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.311300000000001,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.4114,0.008097165991902834,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5115,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.611600000000001,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.7117,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.8118,0.00775978407557355,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.911900000000001,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.012,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.1121,0.008434547908232119,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.212200000000001,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.3123,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4124,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.512500000000001,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.6126,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.7127,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.812800000000001,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.9129,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.013,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.113100000000001,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.2132,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3133,0.007422402159244264,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.413400000000001,0.008434547908232119,0.0043859649122807015,0.0,0.01626984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5135,0.007422402159244264,0.0043859649122807015,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.6136,0.007422402159244264,0.0043859649122807015,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.713700000000001,0.008097165991902834,0.0043859649122807015,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8138,0.00775978407557355,0.004048582995951417,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9139,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.014000000000001,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.1141,0.00775978407557355,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.2142,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.314300000000001,0.007422402159244264,0.0043859649122807015,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.4144,0.008097165991902834,0.0043859649122807015,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5145,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.614600000000001,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.7147,0.00775978407557355,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.8148,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.9149,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.015,0.008097165991902834,0.004048582995951417,0.00033738191632928474,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.1151,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.2152,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.3153,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.4154,0.008097165991902834,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5155,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6156,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.7157,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.8158,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.9159,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.016000000000002,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1161,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.2162,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.316300000000002,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.4164,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5165,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.616600000000002,0.007422402159244264,0.004048582995951417,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.7167,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.8168,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.916900000000002,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.017,0.009109311740890687,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.1171,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.217200000000002,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3173,0.008771929824561403,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.4174,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.517500000000002,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.6176,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.7177,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.817800000000002,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.9179,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.018,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.118100000000002,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.2182,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.3183,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.418400000000002,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5185,0.00775978407557355,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.6186,0.008434547908232119,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.718700000000002,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.8188,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.9189,0.008097165991902834,0.005060728744939271,0.0,0.01746031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.019000000000002,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.1191,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.2192,0.008097165991902834,0.005060728744939271,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.319300000000002,0.009109311740890687,0.005060728744939271,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.4194,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5195,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.619600000000002,0.009446693657219974,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.7197,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.8198,0.008097165991902834,0.005060728744939271,0.0,0.017063492063492062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.919900000000002,0.008097165991902834,0.005060728744939271,0.0,0.05873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
