frame,t,state,red_score,amber_score,green_score,before_v2_rule
441,14.715,red,23.7,-3.4,-3.4,none
444,14.815,red,23.7,-2.6,-3.4,none
447,14.915,red,23.6,-2.7,-4.0,none
450,15.015,red,23.9,-2.3,-3.4,none
453,15.115,red,24.1,-1.8,-3.3,none
456,15.215,red,23.8,-2.3,-3.8,none
459,15.315,red,23.7,-1.6,-2.8,none
462,15.415,red,23.9,-1.9,-3.8,none
465,15.516,red,24.0,-1.6,-3.5,none
468,15.616,red,24.2,-1.4,-3.1,none
471,15.716,red,23.9,-1.9,-3.0,none
474,15.816,red,23.6,-1.7,-2.8,none
477,15.916,red,23.6,-1.9,-3.3,none
480,16.016,red,23.5,-2.5,-3.2,none
483,16.116,red,23.7,-2.1,-3.1,none
486,16.216,red,23.3,-2.1,-3.2,none
489,16.316,red,23.5,-2.1,-2.8,none
492,16.416,red,23.8,-0.8,-2.9,none
495,16.516,red,23.7,-1.0,-3.3,none
498,16.617,red,23.7,-2.4,-3.2,none
501,16.717,red,23.0,-2.7,-2.2,none
504,16.817,red,23.5,-2.1,-2.8,none
507,16.917,red_amber,22.9,2.4,-3.1,none
510,17.017,red_amber,24.1,2.5,-3.2,none
513,17.117,red_amber,22.8,2.6,-3.9,none
516,17.217,red_amber,22.8,2.8,-3.5,none
519,17.317,red_amber,22.8,2.2,-2.8,none
522,17.417,red_amber,23.4,2.2,-3.7,none
525,17.518,red_amber,23.0,2.6,-3.7,none
528,17.618,red_amber,23.0,1.7,-3.9,none
531,17.718,red_amber,23.0,2.0,-3.4,none
534,17.818,red_amber,22.1,0.7,-3.6,none
537,17.918,red_amber,22.2,1.9,-3.7,none
540,18.018,red_amber,22.3,2.8,-3.4,none
543,18.118,red_amber,21.5,2.6,-3.5,none
546,18.218,red_amber,22.7,3.0,-2.8,none
549,18.318,red_amber,22.1,1.7,-3.6,none
552,18.418,red_amber,22.4,3.2,-3.4,none
555,18.518,red_amber,22.0,1.8,-3.8,none
558,18.619,red_amber,21.6,2.0,-3.0,none
561,18.719,red_amber,22.3,1.6,-3.3,none
564,18.819,red_amber,22.5,1.8,-3.2,none
567,18.919,red_amber,21.9,1.5,-3.1,none
570,19.019,red_amber,22.8,1.2,-3.1,none
573,19.119,red_amber,23.4,1.2,-4.5,none
576,19.219,red_amber,22.7,1.2,-2.6,none
579,19.319,red_amber,21.7,1.2,-2.9,none
582,19.419,red_amber,22.9,1.2,-3.5,none
585,19.52,occluded,22.8,1.2,-3.3,none
588,19.62,occluded,21.5,2.0,-2.7,none
591,19.72,occluded,22.0,1.7,-3.0,red
594,19.82,red,23.4,-0.3,-2.3,none
597,19.92,green,-0.4,-2.5,28.3,red
600,20.02,green,-1.5,-3.6,29.9,red
603,20.12,green,-1.2,-1.8,28.7,none
606,20.22,green,-0.9,-1.5,28.8,none
609,20.32,green,-1.0,-2.6,28.7,none
612,20.42,green,-0.8,-2.7,28.5,none
615,20.521,green,-1.6,-2.8,28.9,none
618,20.621,green,-1.7,-2.0,30.6,none
621,20.721,green,-0.6,-1.9,29.2,none
624,20.821,green,-1.0,-1.8,29.0,none
627,20.921,green,-0.6,-1.8,30.6,none
630,21.021,green,-1.3,-1.5,28.4,none
633,21.121,green,-1.6,-1.3,29.7,none
636,21.221,green,-1.1,-1.7,29.5,none
639,21.321,green,-0.8,-1.5,29.3,none
642,21.421,green,-1.0,-1.4,29.4,none
645,21.522,green,0.1,-2.6,29.8,none
648,21.622,green,-0.4,-1.8,29.4,none
651,21.722,green,-0.3,-1.2,29.2,none
654,21.822,green,-0.7,-1.8,28.3,none
657,21.922,green,0.1,-1.8,28.8,none
660,22.022,green,-1.5,-2.3,29.2,none
663,22.122,green,-0.9,-2.3,28.9,none
666,22.222,green,-0.7,-2.0,28.1,none
669,22.322,green,-0.6,-2.1,28.3,none
672,22.422,green,-0.8,-1.8,28.4,none
675,22.522,green,-1.3,-2.0,27.8,none
678,22.623,green,-0.6,-2.3,28.8,none
681,22.723,green,-0.5,-0.6,28.9,none
684,22.823,green,-0.7,-2.6,27.5,none
687,22.923,green,-0.8,-2.4,27.2,none
690,23.023,green,-1.4,-2.5,27.6,none
693,23.123,green,-0.7,-2.6,27.8,none
696,23.223,green,-0.6,-2.6,28.4,none
699,23.323,green,-1.4,-2.4,27.4,none
702,23.423,green,-1.3,-2.6,27.6,none
705,23.524,green,-1.1,-1.7,26.8,none
708,23.624,green,-1.6,-1.6,28.1,none
711,23.724,green,-1.4,-2.9,27.1,none
714,23.824,green,-1.5,-3.2,28.9,none
717,23.924,green,-0.8,-1.6,26.5,none
720,24.024,green,-0.4,-1.7,26.3,none
723,24.124,green,-1.1,-1.8,26.6,none
726,24.224,green,-1.4,-2.5,25.8,none
729,24.324,green,-1.3,-2.2,25.9,none
732,24.424,green,-1.3,-2.2,27.6,none
735,24.524,green,-0.9,-1.2,26.8,none
738,24.625,green,-1.8,-1.8,27.3,none
741,24.725,green,-0.9,-2.9,27.4,none
744,24.825,green,-1.4,-3.0,27.4,none
747,24.925,green,-1.2,-3.0,27.4,none
750,25.025,green,-0.6,-2.5,27.2,none
753,25.125,green,-0.3,-1.4,26.9,none
756,25.225,green,-1.0,-1.5,27.0,none
759,25.325,green,-1.6,-1.6,27.7,none
762,25.425,green,-1.1,-2.4,27.4,none
765,25.526,green,-0.9,-2.4,28.2,none
768,25.626,green,-1.6,-1.9,26.7,none
771,25.726,green,-1.1,-2.0,28.1,none
774,25.826,green,-2.2,-2.2,28.3,none
777,25.926,green,-1.9,-2.5,28.1,none
780,26.026,green,-0.8,-2.3,28.0,none
783,26.126,green,-1.1,-2.1,28.2,none
786,26.226,green,-1.7,-2.3,29.3,none
789,26.326,green,-1.1,-2.5,28.5,none
792,26.426,green,-1.3,-2.5,29.6,none
795,26.527,green,-1.6,-2.4,29.2,none
798,26.627,green,-1.7,-2.0,27.4,none
801,26.727,green,-1.3,-2.0,29.5,none
804,26.827,green,-1.0,-3.1,30.4,none
807,26.927,green,-0.9,-2.9,30.6,none
810,27.027,green,-1.3,-3.0,28.6,none
813,27.127,green,-1.3,-3.3,30.4,none
816,27.227,green,-1.5,-2.7,29.2,none
819,27.327,green,-0.7,-2.0,29.2,none
822,27.427,green,-1.0,-3.1,29.6,none
825,27.528,green,-1.2,-1.7,29.3,none
828,27.628,green,-0.6,-2.7,29.7,none
831,27.728,green,-0.8,-2.4,29.9,none
834,27.828,green,-0.2,-1.6,29.3,none
837,27.928,green,-0.7,-1.6,30.6,none
840,28.028,green,-0.5,-1.8,30.3,none
843,28.128,green,-1.0,-1.5,30.5,none
846,28.228,green,-1.3,-2.5,30.5,none
849,28.328,green,-1.8,-2.8,30.0,none
852,28.428,green,-1.5,-2.7,29.7,none
855,28.528,green,-1.0,-2.6,29.4,none
858,28.629,green,-1.8,-3.0,30.9,none
861,28.729,green,-1.0,-1.8,30.0,none
864,28.829,green,-1.3,-2.5,30.1,none
867,28.929,green,-0.7,-1.5,30.5,none
870,29.029,green,-1.1,-1.7,29.0,none
873,29.129,green,-1.4,-1.6,29.7,none
876,29.229,green,-1.2,-2.0,30.7,none
879,29.329,green,-0.5,-1.9,30.7,none
882,29.429,green,-1.4,-2.8,30.7,none
885,29.53,green,-1.4,-1.7,29.4,none
888,29.63,green,-0.6,-2.9,30.4,none
891,29.73,green,-1.2,-1.7,29.1,none
894,29.83,green,-0.9,-3.1,29.9,none
897,29.93,green,-1.9,-2.4,29.6,none
900,30.03,green,-1.4,-1.3,29.5,none
903,30.13,green,-1.1,-3.0,29.6,none
906,30.23,green,-1.3,-2.4,29.4,none
909,30.33,green,-1.0,-2.0,29.5,none
912,30.43,green,-1.4,-2.0,29.3,none
915,30.53,green,-1.7,-2.0,28.4,none
918,30.631,green,-1.3,-2.1,28.4,none
921,30.731,green,-0.8,-1.8,28.7,none
924,30.831,green,-0.2,-1.8,28.5,none
927,30.931,green,-1.3,-1.8,27.9,none
930,31.031,green,-1.6,-2.8,29.2,none
933,31.131,green,-1.3,-2.6,28.0,none
936,31.231,green,-1.4,-2.5,27.5,none
939,31.331,green,-1.8,-2.8,29.2,none
942,31.431,green,-1.4,-2.7,27.1,none
945,31.532,green,-1.9,-2.9,27.9,none
948,31.632,green,-2.2,-2.8,29.2,none
951,31.732,green,-1.7,-3.0,28.2,none
954,31.832,green,-1.7,-3.2,28.4,none
957,31.932,green,-2.0,-1.9,28.0,none
960,32.032,green,-1.0,-2.5,29.0,none
963,32.132,green,-1.0,-2.9,29.0,none
966,32.232,green,-1.1,-2.6,28.1,none
969,32.332,green,-0.8,-2.2,27.2,none
972,32.432,green,-1.0,-2.7,27.5,none
975,32.532,green,-1.0,-2.9,27.7,none
978,32.633,green,-1.5,-2.1,28.5,none
981,32.733,green,-1.6,-2.0,28.3,none
984,32.833,green,-1.7,-1.8,28.8,none
987,32.933,green,-1.6,-1.6,28.2,none
990,33.033,green,-1.6,-1.3,27.3,none
993,33.133,green,-0.7,-1.6,27.3,none
996,33.233,green,-1.0,-1.6,27.6,none
999,33.333,green,-0.4,-1.2,27.3,red
1002,33.433,green,-0.9,-2.4,27.0,red
1005,33.534,green,-1.5,-2.4,27.6,none
1008,33.634,green,-1.2,-2.4,27.2,none
1011,33.734,green,-1.3,-2.3,27.7,none
1014,33.834,green,-1.2,-2.6,26.9,none
1017,33.934,green,-1.3,-1.9,27.8,none
1020,34.034,green,-1.2,-2.2,28.3,none
1023,34.134,green,-0.9,-2.2,27.9,none
1026,34.234,green,-0.6,-2.3,27.0,none
1029,34.334,green,-0.6,-2.3,27.6,none
1032,34.434,green,-1.2,-2.4,27.4,none
1035,34.534,green,-1.3,-2.0,28.4,none
1038,34.635,green,-1.6,-2.5,28.2,none
1041,34.735,green,-1.4,-2.0,28.5,none
1044,34.835,green,-2.2,-2.2,28.4,none
1047,34.935,green,-1.2,-1.7,28.6,none
1050,35.035,green,-1.3,-3.0,28.4,none
1053,35.135,green,-1.9,-2.9,29.4,none
1056,35.235,green,-0.7,-2.9,30.2,none
1059,35.335,green,-1.0,-2.9,29.7,none
1062,35.435,green,-1.2,-3.1,28.7,none
1065,35.536,green,-1.0,-2.8,28.6,none
1068,35.636,green,-1.7,-2.9,30.2,none
1071,35.736,green,-1.6,-2.2,30.7,none
1074,35.836,green,-1.8,-1.7,29.6,none
1077,35.936,green,-1.9,-3.2,29.5,none
1080,36.036,green,-0.8,-2.5,29.7,none
1083,36.136,green,-1.2,-2.4,29.8,none
1086,36.236,green,-0.9,-2.1,29.9,none
1089,36.336,green,-1.5,-2.1,31.0,none
1092,36.436,green,-0.9,-2.0,30.1,none
1095,36.537,green,-1.8,-2.2,30.4,none
1098,36.637,green,-1.1,-2.5,30.6,none
1101,36.737,green,-1.3,-2.8,30.3,none
1104,36.837,green,-1.5,-2.7,30.5,none
1107,36.937,green,-0.5,-2.8,28.7,none
1110,37.037,green,-1.5,-2.2,30.6,none
1113,37.137,green,-1.3,-1.8,30.0,none
1116,37.237,green,-1.5,-2.2,29.9,none
1119,37.337,green,-1.4,-2.3,30.0,none
1122,37.437,green,-1.5,-2.4,29.8,none
1125,37.538,green,-0.2,-3.9,30.5,none
1128,37.638,green,-1.2,-3.0,31.3,none
1131,37.738,green,-1.4,-2.3,30.9,none
1134,37.838,green,-1.1,-2.7,30.6,none
1137,37.938,green,-1.2,-2.9,29.6,none
1140,38.038,green,-1.7,-1.9,30.8,none
1143,38.138,green,-1.7,-2.1,31.1,none
1146,38.238,green,-1.7,-1.8,29.7,none
1149,38.338,green,-1.4,-1.8,30.6,none
1152,38.438,green,-1.5,-1.8,30.6,none
1155,38.538,green,-1.8,-2.8,31.0,none
1158,38.639,green,-1.6,-2.3,30.5,none
1161,38.739,green,-1.5,-3.1,29.7,none
1164,38.839,green,-1.0,-2.2,30.4,none
1167,38.939,green,-0.9,-2.2,30.1,none
1170,39.039,green,-2.0,-2.0,29.6,none
1173,39.139,green,-1.7,-2.6,29.5,none
1176,39.239,green,-1.3,-3.1,29.8,none
1179,39.339,green,-1.0,-1.9,28.2,none
1182,39.439,green,-1.7,-1.6,29.3,none
1185,39.54,green,-1.2,-2.5,27.1,none
1188,39.64,green,-1.6,-2.3,28.7,none
1191,39.74,green,-1.0,-2.3,29.6,none
1194,39.84,green,-0.7,-1.8,29.1,none
1197,39.94,green,-1.2,-2.3,28.1,none
1200,40.04,green,-0.7,-2.6,30.2,none
1203,40.14,green,-1.1,-2.6,28.8,none
1206,40.24,green,-0.7,-3.3,28.9,none
1209,40.34,green,-1.4,-1.8,27.2,none
1212,40.44,green,-1.0,-1.7,27.4,none
1215,40.54,green,-1.8,-3.5,26.3,none
1218,40.641,green,-1.4,-3.3,27.3,none
1221,40.741,green,-1.9,-3.0,28.5,none
1224,40.841,green,-2.1,-2.5,27.8,amber
1227,40.941,green,-0.9,-2.6,28.3,amber
1230,41.041,green,-1.6,-2.7,27.4,none
1233,41.141,green,-1.1,-1.3,28.5,none
1236,41.241,green,-0.6,-2.5,28.6,none
1239,41.341,green,-1.0,-2.5,27.8,none
1242,41.441,green,-1.1,-2.4,27.4,none
1245,41.542,green,-1.0,-2.8,28.7,none
1248,41.642,green,-1.2,-1.4,28.7,none
1251,41.742,green,-1.2,-2.9,27.4,none
1254,41.842,green,-1.6,-1.8,28.0,none
1257,41.942,green,-1.6,-3.0,29.1,none
1260,42.042,green,-2.1,-2.9,29.0,none
1263,42.142,green,-2.5,-2.4,28.9,none
1266,42.242,green,-1.3,-2.0,28.5,none
1269,42.342,green,-0.5,-2.6,28.8,none
1272,42.442,green,-1.3,-2.8,29.1,none
1275,42.543,green,-1.9,-2.7,29.1,none
1278,42.643,green,-1.8,-2.4,29.2,none
1281,42.743,green,-1.1,-3.2,28.8,none
1284,42.843,green,-1.9,-2.7,29.0,none
1287,42.943,green,-1.5,-2.9,28.5,none
1290,43.043,green,-2.1,-2.9,28.2,none
1293,43.143,green,-1.4,-2.9,27.8,none
1296,43.243,green,-1.6,-2.8,27.5,none
1299,43.343,green,-1.1,-2.4,27.4,none
1302,43.443,green,-1.6,-2.7,28.0,none
1305,43.544,green,-1.3,-2.7,29.8,none
1308,43.644,green,-1.5,-2.4,28.3,none
1311,43.744,green,-0.8,-1.9,29.2,none
1314,43.844,green,-0.3,-1.8,28.7,none
1317,43.944,green,-0.8,-2.0,29.9,none
1320,44.044,green,-1.9,-3.1,28.8,none
1323,44.144,green,-1.3,-2.8,29.7,none
1326,44.244,green,-1.3,-2.5,28.5,none
1329,44.344,green,-1.4,-2.6,30.2,none
1332,44.444,green,-1.7,-2.7,28.6,none
1335,44.544,green,-1.5,-2.8,30.3,none
1338,44.645,green,-1.1,-2.2,30.5,none
1341,44.745,green,-1.9,-2.3,30.3,none
1344,44.845,green,-2.3,-2.5,30.6,none
1347,44.945,green,-1.4,-2.4,30.3,none
1350,45.045,green,-0.6,-2.9,30.5,none
1353,45.145,green,-1.5,-2.1,30.7,none
1356,45.245,green,-1.4,-2.3,31.3,none
1359,45.345,green,-1.9,-2.6,30.7,none
1362,45.445,green,-0.6,-2.5,30.1,none
1365,45.546,green,-0.7,-2.7,31.1,none
1368,45.646,green,-1.5,-2.9,30.6,none
1371,45.746,green,-0.7,-3.8,31.1,none
1374,45.846,green,-0.7,-4.5,28.8,red
1377,45.946,green,-1.0,-3.4,28.5,none
1380,46.046,green,-1.1,-3.4,30.4,none
1383,46.146,green,-1.2,-3.4,28.8,none
1386,46.246,green,-1.8,-2.8,30.2,none
1389,46.346,green,-0.5,-3.0,31.0,none
1392,46.446,green,-1.4,-1.6,31.6,none
1395,46.546,green,-1.3,-3.1,31.0,none
1398,46.647,green,-1.7,-3.3,31.2,red
1401,46.747,green,-1.5,-2.6,30.3,none
1404,46.847,green,-1.6,-2.3,30.5,none
1407,46.947,green,-1.1,-2.6,31.7,none
1410,47.047,green,-0.9,-2.5,32.0,none
1413,47.147,green,-1.3,-2.8,31.0,none
1416,47.247,green,-1.9,-3.0,31.0,none
1419,47.347,green,-0.8,-2.9,30.2,none
1422,47.447,green,-1.2,-2.8,30.5,none
1425,47.548,green,-0.9,-3.0,30.5,none
1428,47.648,green,-0.3,-3.0,31.1,none
1431,47.748,green,-1.1,-2.0,32.3,none
1434,47.848,green,-1.4,-1.9,31.0,none
1437,47.948,green,-1.2,-3.4,31.2,none
1440,48.048,green,-2.0,-2.3,30.0,none
1443,48.148,green,-1.1,-2.4,29.3,none
1446,48.248,green,-0.3,-2.2,30.0,none
1449,48.348,green,-0.6,-2.1,30.5,none
1452,48.448,green,-2.3,-2.4,29.5,none
1455,48.549,green,-1.5,-3.8,29.4,none
1458,48.649,green,-1.6,-1.8,29.1,none
1461,48.749,green,-1.8,-3.2,29.2,none
1464,48.849,green,-1.6,-2.3,29.8,none
1467,48.949,green,-1.1,-2.4,29.5,none
1470,49.049,green,-1.7,-2.1,30.3,none
1473,49.149,green,-1.0,-2.6,29.5,none
1476,49.249,green,-1.0,-2.0,29.2,none
1479,49.349,green,-1.2,-2.2,28.8,none
1482,49.449,green,-1.2,-2.1,29.6,none
1485,49.55,green,-1.9,-2.6,29.5,none
1488,49.65,green,-0.9,-1.6,30.1,none
1491,49.75,green,-0.6,-2.8,27.3,none
1494,49.85,green,-0.8,-2.7,28.4,none
1497,49.95,green,-0.7,-2.2,28.0,none
1500,50.05,green,-0.4,-3.7,30.1,none
1503,50.15,green,-1.7,-2.0,28.1,none
1506,50.25,green,-1.9,-2.9,29.0,none
1509,50.35,green,-1.3,-3.0,27.6,none
1512,50.45,green,-2.0,-3.3,30.2,none
1515,50.55,green,-1.2,-2.1,28.2,none
1518,50.651,green,-1.5,-2.4,28.9,none
1521,50.751,green,-1.3,-2.2,28.8,none
1524,50.851,green,-1.3,-2.7,29.9,none
1527,50.951,green,-1.4,-2.8,29.0,none
1530,51.051,green,-1.8,-3.4,26.5,none
1533,51.151,green,-1.8,-2.5,29.1,none
1536,51.251,green,-1.5,-2.3,28.0,none
1539,51.351,green,-1.9,-2.2,29.1,none
1542,51.451,green,-1.6,-2.6,29.4,none
1545,51.552,green,-1.6,-1.4,30.0,none
1548,51.652,green,-1.2,-3.5,29.4,none
1551,51.752,green,-2.3,-2.7,28.7,none
1554,51.852,green,-2.4,-2.5,29.1,none
1557,51.952,green,-0.9,-1.9,30.1,none
1560,52.052,green,-1.7,-0.9,30.6,none
1563,52.152,green,-0.4,-2.6,30.5,none
1566,52.252,green,-1.2,-2.1,30.0,none
1569,52.352,green,-1.7,-2.3,31.1,none
1572,52.452,green,-1.8,-2.3,30.5,none
1575,52.552,green,-1.0,-2.3,29.5,none
1578,52.653,green,-1.6,-2.6,24.8,none
1581,52.753,green_flash,-0.6,-2.6,-1.9,none
1584,52.853,green_flash,-1.2,-2.3,-3.1,none
1587,52.953,green_flash,-1.2,-1.4,-3.1,none
1590,53.053,green_flash,-1.8,-2.7,-3.1,none
1593,53.153,green,-1.5,-2.7,25.9,none
1596,53.253,green,-1.9,-2.8,29.8,none
1599,53.353,green,-1.2,-2.6,31.1,none
1602,53.453,green,-1.6,-1.6,30.8,none
1605,53.554,green,-0.7,-2.0,30.5,none
1608,53.654,green_flash,-1.9,-2.2,-0.8,none
1611,53.754,green_flash,-1.5,-1.8,-2.4,none
1614,53.854,green_flash,-0.8,-2.1,-2.2,none
1617,53.954,green_flash,-1.6,-1.9,-2.5,none
1620,54.054,green_flash,-1.0,-2.6,-3.2,none
1623,54.154,green,-1.7,-2.1,27.6,red
1626,54.254,green,-0.6,-2.1,31.8,none
1629,54.354,green,-0.1,-1.4,32.6,none
1632,54.454,green,-0.9,-1.3,31.8,none
1635,54.555,green,-1.1,-1.6,32.7,none
1638,54.655,green_flash,-1.1,-1.6,-0.7,none
1641,54.755,green_flash,-1.1,-2.0,-2.3,none
1644,54.855,green_flash,-0.9,-2.5,-2.6,none
1647,54.955,green_flash,-1.2,-2.0,-2.5,none
1650,55.055,green_flash,-0.9,-0.9,-2.8,none
1653,55.155,green,-1.1,-1.0,28.7,none
1656,55.255,green,-0.9,-1.3,32.5,none
1659,55.355,green,-1.6,-1.2,33.3,none
1662,55.455,green,-1.2,-0.9,31.1,none
1665,55.556,green,-0.9,-0.9,32.6,none
1668,55.656,green_flash,-2.5,-2.1,-0.9,none
1671,55.756,amber,-0.3,3.2,-2.1,none
1674,55.856,amber,-0.9,2.9,-2.3,red
1677,55.956,amber,-1.5,1.7,-2.0,none
1680,56.056,amber,-0.7,2.3,-3.2,none
1683,56.156,amber,-0.8,2.2,-2.9,none
1686,56.256,amber,-1.3,3.5,-3.0,none
1689,56.356,amber,-1.2,2.3,-3.3,none
1692,56.456,amber,-1.7,1.7,-2.4,none
1695,56.556,amber,-0.7,2.1,-2.6,none
