frame,t,state,red_score,green_score,before_v2_rule
666,22.222,red,101.7,-0.4,red
669,22.322,red,101.6,0.6,red
672,22.422,red,100.9,-0.4,red
675,22.522,red,101.3,-0.4,red
678,22.623,red,101.7,-1.3,red
681,22.723,red,102.7,-1.4,red
684,22.823,red,102.1,-1.4,red
687,22.923,red,100.9,-0.7,red
690,23.023,red,102.6,-1.1,red
693,23.123,red,101.8,-1.4,red
696,23.223,red,102.0,-0.8,red
699,23.323,red,103.3,-0.6,red
702,23.423,red,102.7,-1.1,red
705,23.524,red,101.2,-0.9,red
708,23.624,red,101.6,-1.3,red
711,23.724,red,101.9,-1.3,red
714,23.824,red,102.5,0.0,red
717,23.924,red,101.8,-0.3,red
720,24.024,red,103.1,-0.8,red
723,24.124,red,103.4,-1.0,red
726,24.224,red,103.7,-0.4,red
729,24.324,red,101.7,-1.5,red
732,24.424,red,103.2,-0.4,red
735,24.524,red,102.3,-1.6,red
738,24.625,red,102.1,-1.1,red
741,24.725,red,101.7,-1.5,red
744,24.825,red,101.9,-0.9,red
747,24.925,red,103.2,-1.1,red
750,25.025,red,101.8,-0.6,red
753,25.125,red,102.7,0.4,red
756,25.225,red,102.0,-0.1,red
759,25.325,red,102.3,0.1,red
762,25.425,red,101.5,0.3,red
765,25.526,red,101.2,-0.8,red
768,25.626,red,102.6,-0.5,red
771,25.726,red,102.0,-1.0,red
774,25.826,red,102.1,-0.5,red
777,25.926,red,101.0,-0.6,red
780,26.026,red,101.2,-0.2,red
783,26.126,red,100.1,-0.3,red
786,26.226,red,100.5,-0.7,red
789,26.326,red,100.5,-0.2,red
792,26.426,red,101.8,-1.8,red
795,26.527,red,101.5,-0.3,red
798,26.627,red,101.0,-1.5,red
801,26.727,red,100.8,-1.2,red
804,26.827,red,101.3,-0.8,red
807,26.927,red,101.8,-1.4,red
810,27.027,red,100.7,-0.6,red
813,27.127,red,102.0,-0.9,red
816,27.227,red,100.9,-1.1,red
819,27.327,red,99.8,-0.7,none
822,27.427,red,100.6,-1.2,red
825,27.528,red,100.9,-1.0,red
828,27.628,red,101.5,-0.6,red
831,27.728,red,100.5,-1.0,red
834,27.828,red,99.6,-0.7,red
837,27.928,red,100.8,-0.9,red
840,28.028,red,99.7,-1.1,red
843,28.128,red,101.4,-0.5,red
846,28.228,red,99.6,-1.5,red
849,28.328,red,100.5,-0.3,red
852,28.428,red,101.3,-0.8,red
855,28.528,red,100.0,-0.8,red
858,28.629,red,100.3,-1.1,red
861,28.729,red,100.0,-0.1,red
864,28.829,red,99.9,-0.9,red
867,28.929,red,102.3,-0.6,red
870,29.029,red,100.4,-0.7,red
873,29.129,red,99.7,-0.3,red
876,29.229,red,100.4,-0.3,red
879,29.329,red,101.6,-0.8,red
882,29.429,red,101.5,-1.4,red
885,29.53,red,101.0,-1.3,red
888,29.63,red,101.1,-1.3,red
891,29.73,red,100.9,-0.0,red
894,29.83,red,100.7,-1.0,red
897,29.93,red,102.0,-0.3,red
900,30.03,red,100.1,-1.3,red
903,30.13,red,100.3,-0.7,red
906,30.23,red,100.1,-0.3,red
909,30.33,red,100.7,-1.2,red
912,30.43,red,100.5,-0.7,red
915,30.53,red,100.9,-0.8,none
918,30.631,red,101.4,-1.9,red
921,30.731,red,100.8,-0.6,red
924,30.831,red,100.9,-0.8,red
927,30.931,red,99.7,-0.5,red
930,31.031,red,101.3,-0.6,red
933,31.131,red,102.2,-0.6,red
936,31.231,red,101.4,-1.3,red
939,31.331,red,101.9,-1.3,red
942,31.431,red,102.7,-0.3,red
945,31.532,red,100.4,-0.1,red
948,31.632,red,102.4,-0.6,red
951,31.732,red,101.5,-1.5,red
954,31.832,red,102.1,0.7,red
957,31.932,red,101.0,0.1,red
960,32.032,red,100.9,-0.3,red
963,32.132,red,100.4,-1.4,red
966,32.232,red,101.1,-1.4,red
969,32.332,red,101.0,-1.0,red
972,32.432,red,100.1,-0.2,red
975,32.532,red,100.3,-1.1,red
978,32.633,red,100.7,0.2,red
981,32.733,red,101.2,-0.9,red
984,32.833,red,100.9,-0.8,red
987,32.933,red,101.2,-0.4,red
990,33.033,red,100.9,0.5,red
993,33.133,red,101.8,-0.4,red
996,33.233,red,101.2,-0.7,red
999,33.333,red,101.1,-0.0,red
1002,33.433,red,102.5,0.1,red
1005,33.534,red,101.5,-1.1,red
1008,33.634,red,101.3,-0.6,red
1011,33.734,red,102.1,-0.5,red
1014,33.834,red,102.0,-1.4,red
1017,33.934,red,100.9,-0.0,red
1020,34.034,red,101.5,-2.2,red
1023,34.134,red,102.1,-0.2,red
1026,34.234,red,101.4,-1.1,red
1029,34.334,red,101.3,-0.9,red
1032,34.434,red,101.2,-0.9,red
1035,34.534,green,8.7,96.6,green
1038,34.635,green,-2.0,97.7,green
1041,34.735,green,-4.2,97.8,green
1044,34.835,green,-4.8,95.7,green
1047,34.935,green,-3.8,96.1,green
1050,35.035,green,-3.8,97.3,green
1053,35.135,green,-3.5,96.6,green
1056,35.235,green,-4.7,96.6,green
1059,35.335,green,-2.8,96.6,green
1062,35.435,green,-3.4,96.1,green
1065,35.536,green,-5.0,95.3,green
1068,35.636,green,-4.2,96.0,green
1071,35.736,green,-5.1,96.1,green
1074,35.836,green,-4.9,95.6,green
1077,35.936,green,-4.4,96.1,green
1080,36.036,green,-4.1,95.2,green
1083,36.136,green,-4.5,94.3,green
1086,36.236,green,-4.4,95.6,green
1089,36.336,green,-4.6,95.7,green
1092,36.436,green,-3.0,95.2,green
1095,36.537,green,-4.4,95.4,green
1098,36.637,green,-3.8,94.9,green
1101,36.737,green,-5.0,94.6,green
1104,36.837,green,-5.4,96.0,green
1107,36.937,green,-4.6,95.8,green
1110,37.037,green,-4.4,95.2,green
1113,37.137,green,-4.5,96.1,green
1116,37.237,green,-4.4,95.3,green
1119,37.337,green,-4.7,95.8,green
1122,37.437,green,-4.2,95.2,green
1125,37.538,green,-4.0,95.0,green
1128,37.638,green,-4.8,95.5,green
1131,37.738,green,-5.2,96.8,green
1134,37.838,green,-3.6,95.3,green
1137,37.938,green,-4.6,95.9,green
1140,38.038,green,-3.5,96.2,green
1143,38.138,green,-4.3,96.5,green
1146,38.238,green,-5.0,96.9,green
1149,38.338,green,-3.8,96.1,green
1152,38.438,green,-4.6,96.9,green
1155,38.538,green,-4.3,96.7,green
1158,38.639,green,-3.9,96.8,green
1161,38.739,green,-5.1,96.5,green
1164,38.839,green,-4.9,97.0,green
1167,38.939,green,-5.0,98.0,green
1170,39.039,green,-4.4,97.5,green
1173,39.139,green,-4.4,96.9,green
1176,39.239,green,-3.8,99.2,green
1179,39.339,green,-4.4,96.6,green
1182,39.439,green,-4.9,98.1,green
1185,39.54,green,-4.0,97.5,green
1188,39.64,green,-4.3,98.0,green
1191,39.74,green,-4.3,97.6,green
1194,39.84,green,-4.4,98.9,green
1197,39.94,green,-4.8,97.5,green
1200,40.04,green,-3.8,97.9,green
1203,40.14,green,-4.5,97.4,green
1206,40.24,green,-4.9,97.7,green
1209,40.34,green,-3.2,98.2,green
1212,40.44,green,-4.5,97.5,green
1215,40.54,green,-4.0,98.8,green
1218,40.641,green,-4.4,98.1,green
1221,40.741,green,-4.5,99.3,green
1224,40.841,green,-5.3,99.0,green
1227,40.941,green,-4.5,98.2,green
1230,41.041,green,-4.0,98.2,green
1233,41.141,green,-5.0,98.6,green
1236,41.241,green,-4.3,96.9,green
1239,41.341,green,-3.4,97.2,green
1242,41.441,green,-4.6,98.5,green
1245,41.542,green,-4.4,96.7,green
1248,41.642,green,-4.6,97.9,green
1251,41.742,green,-4.6,98.3,green
1254,41.842,green,-4.5,97.6,green
1257,41.942,green,-5.5,96.6,green
1260,42.042,green,-5.0,98.3,green
1263,42.142,green,-4.6,96.1,green
1266,42.242,green,-4.4,98.0,green
1269,42.342,green,-3.4,97.4,green
1272,42.442,green,-5.4,96.5,green
1275,42.543,green,-4.1,97.0,green
1278,42.643,green,-4.3,96.4,green
1281,42.743,green,-5.0,96.0,green
1284,42.843,green,-4.9,95.4,green
1287,42.943,green,-4.8,96.5,green
1290,43.043,green,-4.7,95.7,green
1293,43.143,green,-4.7,96.5,green
1296,43.243,green,-4.9,95.8,green
1299,43.343,green,-4.9,96.7,green
1302,43.443,green,-4.4,96.5,green
1305,43.544,green,-5.1,96.5,green
1308,43.644,green,-4.1,96.6,green
1311,43.744,green,-5.1,95.9,green
1314,43.844,green,-5.6,96.8,green
1317,43.944,green,-4.2,97.1,green
1320,44.044,green,-4.3,97.0,green
1323,44.144,green,-5.2,97.9,green
1326,44.244,green,-3.8,97.4,green
1329,44.344,green,-3.6,98.2,green
1332,44.444,green,-3.5,98.4,green
1335,44.544,green,-4.1,99.1,green
1338,44.645,green,-4.8,97.8,green
1341,44.745,green,-3.9,97.6,green
1344,44.845,green,-3.8,97.7,green
1347,44.945,green,-4.3,98.2,green
1350,45.045,green,-4.0,98.5,green
1353,45.145,green,-3.5,98.0,green
1356,45.245,green,-3.9,98.9,green
1359,45.345,green,-3.7,97.6,green
1362,45.445,green,-5.8,97.7,green
1365,45.546,green,-4.4,97.8,green
1368,45.646,green,-5.8,98.0,green
1371,45.746,green,-4.4,97.8,green
1374,45.846,green,-5.1,97.8,green
1377,45.946,green,-5.6,98.2,green
1380,46.046,green,-5.7,97.8,green
1383,46.146,green,-5.8,98.6,green
1386,46.246,green,-4.7,97.7,green
1389,46.346,green,-3.9,97.5,green
1392,46.446,green,-3.3,100.0,green
1395,46.546,green,-3.5,100.6,green
1398,46.647,green,-4.8,99.0,green
1401,46.747,green,-5.3,98.8,green
1404,46.847,green,-4.1,98.4,green
1407,46.947,green,-3.9,98.4,green
1410,47.047,green,-3.8,97.0,green
1413,47.147,green,-4.9,100.2,green
1416,47.247,green,-4.5,101.6,green
1419,47.347,green,-3.8,101.3,green
1422,47.447,green,-3.6,101.0,green
1425,47.548,green,-4.7,99.0,green
1428,47.648,green,-4.5,98.6,green
1431,47.748,green,-4.1,100.0,green
1434,47.848,green,-4.5,99.9,green
1437,47.948,green,-4.5,100.0,green
1440,48.048,green,-4.3,100.1,green
1443,48.148,green,-4.5,100.2,green
1446,48.248,green,-3.5,98.8,green
1449,48.348,green,-4.4,98.5,green
1452,48.448,green,-3.4,100.0,green
1455,48.549,green,-4.1,99.8,green
1458,48.649,green,-3.9,100.5,green
1461,48.749,green,-4.6,101.7,green
1464,48.849,green,-4.4,100.4,green
1467,48.949,green,-4.8,100.1,green
1470,49.049,green,-3.9,97.3,green
1473,49.149,green,-5.3,97.7,green
1476,49.249,green,-3.3,98.9,green
1479,49.349,green,-4.1,99.3,green
1482,49.449,green,-4.2,100.1,green
1485,49.55,green,-4.0,99.8,green
1488,49.65,green,-4.3,98.0,green
1491,49.75,green,-5.2,101.6,green
1494,49.85,green,-5.5,98.1,green
1497,49.95,green,-5.7,99.2,green
1500,50.05,green,-4.0,99.3,green
1503,50.15,green,-5.2,98.9,green
1506,50.25,green,-4.3,99.8,green
1509,50.35,green,-4.6,99.5,green
1512,50.45,green,-4.3,98.4,green
1515,50.55,green,-4.3,97.7,green
1518,50.651,green,-4.9,98.7,green
1521,50.751,green,-4.5,100.6,green
1524,50.851,green,-4.5,99.4,green
1527,50.951,green,-3.8,98.8,green
1530,51.051,green,-5.6,96.1,green
1533,51.151,green,-4.9,97.2,green
1536,51.251,green,-4.0,97.2,green
1539,51.351,green,-4.6,97.1,green
1542,51.451,green,-5.6,97.0,green
1545,51.552,green,-4.9,97.2,green
1548,51.652,green,-4.3,98.7,green
1551,51.752,green,-4.3,98.7,green
1554,51.852,green,-3.5,97.6,green
1557,51.952,green,-4.2,97.8,green
1560,52.052,green,-4.5,97.4,green
1563,52.152,green,-4.7,97.9,green
1566,52.252,green,-5.0,98.6,green
1569,52.352,green,-4.5,97.4,green
1572,52.452,green,-4.4,98.0,green
1575,52.552,green,-5.3,97.3,green
1578,52.653,green,-4.2,99.1,green
1581,52.753,green,-4.0,99.2,green
1584,52.853,green,-4.9,97.5,green
1587,52.953,green,-5.4,98.5,green
1590,53.053,green,-4.4,97.4,green
1593,53.153,green,-4.2,97.6,green
1596,53.253,green,-3.5,97.9,green
1599,53.353,green,-3.6,97.8,green
1602,53.453,green,-3.9,97.9,green
1605,53.554,green,-3.8,97.5,green
1608,53.654,green,-3.8,98.6,green
1611,53.754,green,-4.0,99.2,green
1614,53.854,green,-3.9,98.4,green
1617,53.954,green,-3.2,97.7,amber
1620,54.054,green,-4.7,99.1,green
1623,54.154,green,-4.9,99.0,green
1626,54.254,green,-5.5,98.9,green
1629,54.354,green,-4.2,99.5,green
1632,54.454,green,-4.7,99.6,green
1635,54.555,green,-4.8,99.7,green
1638,54.655,green,-5.0,100.8,green
1641,54.755,green,-3.8,99.9,green
1644,54.855,green,-3.9,100.9,green
1647,54.955,green,-4.2,100.3,green
1650,55.055,green,-5.3,101.7,green
1653,55.155,green,-5.1,101.6,green
1656,55.255,green,-3.8,99.9,green
1659,55.355,green,-5.4,99.6,green
1662,55.455,green,-5.3,100.5,green
1665,55.556,green,-5.1,100.2,green
1668,55.656,green,-3.8,100.7,green
1671,55.756,green,-3.9,100.5,green
1674,55.856,green,-5.3,101.8,green
1677,55.956,green,-4.5,102.8,green
1680,56.056,green,-4.9,102.1,green
1683,56.156,green,-3.9,102.3,green
1686,56.256,green,-3.9,102.6,green
1689,56.356,green,-5.0,102.3,green
1692,56.456,green,-4.4,102.6,green
1695,56.556,green,-4.6,102.9,green
1698,56.657,green,-6.7,102.2,green
1701,56.757,green,-5.2,103.3,green
1704,56.857,green,-5.4,103.9,green
1707,56.957,green,-6.0,104.3,green
1710,57.057,green,-5.5,104.2,green
1713,57.157,green,-4.4,103.6,green
1716,57.257,green,-5.1,102.4,green
1719,57.357,green,-5.3,102.3,green
1722,57.457,green,-4.7,102.7,green
1725,57.558,green,-5.2,104.5,green
1728,57.658,green,-5.7,103.7,green
1731,57.758,green,-4.6,103.8,green
1734,57.858,green,-5.0,102.3,green
1737,57.958,green,-4.8,102.3,green
1740,58.058,green,-5.6,102.3,green
1743,58.158,green,-6.0,102.2,green
1746,58.258,green,-6.1,102.7,green
1749,58.358,green,-5.3,102.5,green
1752,58.458,green,-5.0,103.2,green
1755,58.558,green,-5.3,103.3,green
1758,58.659,green,-5.4,104.6,green
1761,58.759,green,-5.7,103.7,green
1764,58.859,green,-5.8,103.7,green
1767,58.959,green,-5.6,102.9,green
1770,59.059,green,-4.1,104.8,green
1773,59.159,green,-4.9,104.3,green
1776,59.259,green,-4.9,104.5,green
1779,59.359,green,-5.3,103.1,green
1782,59.459,green,-5.3,104.4,green
1785,59.56,green,-5.8,104.0,green
1788,59.66,green,-6.6,104.9,green
1791,59.76,green,-6.2,105.1,green
1794,59.86,green,-5.8,104.3,green
1797,59.96,green,-6.1,104.7,green
1800,60.06,green,-5.2,104.7,green
1803,60.16,green,-5.1,103.4,green
1806,60.26,green,-5.9,104.2,green
1809,60.36,green,-5.5,104.0,green
1812,60.46,green,-6.0,105.7,green
1815,60.56,green,-5.6,104.7,green
1818,60.661,green,-4.2,103.6,green
1821,60.761,green,-5.7,104.4,green
1824,60.861,green,-5.9,105.9,green
1827,60.961,green,-4.6,104.9,green
1830,61.061,green,-4.8,103.9,green
1833,61.161,green,-5.0,103.4,green
1836,61.261,green,-5.3,103.3,green
1839,61.361,green,-5.9,103.5,green
1842,61.461,green,-5.0,103.3,green
1845,61.562,green,-5.5,102.2,green
1848,61.662,green,-4.9,101.9,green
1851,61.762,green,-4.7,103.2,green
1854,61.862,green,-6.3,102.8,green
1857,61.962,green,-6.0,103.7,green
1860,62.062,green,-6.1,102.5,green
1863,62.162,green,-5.6,101.0,green
1866,62.262,green,-5.9,103.3,green
1869,62.362,green,-5.4,102.8,green
1872,62.462,green,-5.4,102.1,green
1875,62.562,green,-6.5,102.7,green
1878,62.663,green,-4.8,103.2,green
1881,62.763,green,-5.5,103.9,green
1884,62.863,green,-4.9,103.2,green
1887,62.963,green,-5.7,103.0,green
1890,63.063,green,-4.6,101.7,green
1893,63.163,green,-4.4,102.7,green
1896,63.263,green,-5.8,102.2,green
1899,63.363,green,-5.7,102.5,green
1902,63.463,green,-4.2,102.4,green
1905,63.564,green,-5.0,102.5,green
1908,63.664,green,-4.8,102.9,green
1911,63.764,green,-3.4,103.0,green
1914,63.864,green,-5.2,103.2,green
1917,63.964,green,-4.9,104.0,green
1920,64.064,green,-4.8,103.5,green
1923,64.164,green,-5.0,103.6,green
1926,64.264,green,-3.7,103.8,green
1929,64.364,green,-5.4,104.4,green
1932,64.464,green,-5.0,104.3,green
1935,64.564,green,-4.5,105.1,green
1938,64.665,green,-6.5,105.8,green
1941,64.765,green,-5.1,106.0,green
1944,64.865,green,-4.7,104.8,green
1947,64.965,green,-5.3,104.7,green
1950,65.065,green,-3.8,106.2,green
1953,65.165,green,-4.6,105.2,green
1956,65.265,green,-5.2,105.9,green
1959,65.365,green,-4.5,105.4,green
1962,65.465,green,-4.7,105.1,green
1965,65.566,green,-4.4,106.3,green
1968,65.666,green,-5.5,105.7,green
1971,65.766,green,-5.2,106.4,green
1974,65.866,green,-5.4,105.2,green
1977,65.966,green,-6.5,105.6,green
1980,66.066,green,-6.0,105.2,green
1983,66.166,green,-6.4,106.4,green
1986,66.266,green,-6.9,108.5,green
1989,66.366,green,-4.6,108.7,green
1992,66.466,green_flash,-5.6,47.6,none
1995,66.566,green_flash,-4.8,1.5,none
1998,66.667,green_flash,-5.2,0.6,none
2001,66.767,green_flash,-5.8,1.0,none
2004,66.867,green_flash,-4.5,0.6,none
2007,66.967,green,-6.1,108.6,green
2010,67.067,green,-6.3,106.0,green
2013,67.167,green,-5.0,106.4,green
2016,67.267,green,-5.7,107.7,green
2019,67.367,green,-6.0,106.4,green
2022,67.467,green_flash,-5.7,42.5,none
2025,67.568,green_flash,-4.5,1.3,none
2028,67.668,green_flash,-4.5,0.6,none
2031,67.768,green_flash,-5.1,-0.1,none
2034,67.868,green_flash,-3.9,-0.4,none
2037,67.968,green,-5.4,110.5,green
2040,68.068,green,-5.8,107.5,green
2043,68.168,green,-5.3,108.2,green
2046,68.268,green,-6.1,106.2,green
2049,68.368,green,-5.6,105.3,green
2052,68.468,green_flash,-5.3,40.7,none
2055,68.568,green_flash,-4.9,0.8,none
2058,68.669,green_flash,-6.3,0.0,none
2061,68.769,green_flash,-5.4,-0.0,none
2064,68.869,green_flash,-4.6,0.7,none
2067,68.969,green,-4.8,109.5,green
2070,69.069,green,-3.6,106.6,green
2073,69.169,green,-4.5,107.3,green
2076,69.269,green,-4.1,109.4,green
2079,69.369,green,-4.4,109.1,green
2082,69.469,red,105.8,36.2,red
2085,69.57,red,105.3,0.6,red
2088,69.67,red,109.1,-0.9,red
2091,69.77,red,105.9,-0.0,red
2094,69.87,red,106.5,-0.8,red
2097,69.97,red,106.4,-0.2,red
2100,70.07,red,106.6,-1.3,red
2103,70.17,red,108.9,-1.1,red
2106,70.27,red,105.5,-1.9,red
2109,70.37,red,106.7,-0.4,red
2112,70.47,red,106.3,0.2,red
2115,70.57,red,107.3,-0.0,red
2118,70.671,red,106.9,-0.4,red
2121,70.771,red,108.0,0.2,red
2124,70.871,red,106.8,0.5,red
2127,70.971,red,107.7,0.2,red
2130,71.071,red,105.9,0.2,red
2133,71.171,red,106.3,-1.4,red
2136,71.271,red,107.6,-0.2,red
2139,71.371,red,107.6,-0.4,red
