frame,t,state,red_score,amber_score,green_score,before_v2_rule
573,19.119,red,106.8,-12.6,4.8,red
576,19.219,red,108.0,-13.4,5.2,red
579,19.319,red,107.0,-13.2,5.8,red
582,19.419,red,108.3,-13.4,4.6,red
585,19.52,red,107.5,-12.6,3.8,red
588,19.62,red,107.8,-14.1,5.9,red
591,19.72,red,107.6,-12.8,4.4,red
594,19.82,red,107.5,-13.5,5.6,red
597,19.92,red,106.0,-13.2,5.6,red
600,20.02,red,107.4,-13.7,5.5,red
603,20.12,red,109.1,-12.5,5.1,red
606,20.22,red,107.6,-13.5,5.1,red
609,20.32,red,107.5,-12.7,5.7,red
612,20.42,red,108.4,-12.3,5.6,red
615,20.521,red,107.3,-13.6,4.6,red
618,20.621,red,107.7,-12.7,5.6,red
621,20.721,red,107.3,-12.2,4.6,red
624,20.821,red,109.1,-13.2,5.7,red
627,20.921,red,107.1,-12.8,5.5,red
630,21.021,red,108.0,-10.7,4.9,red
633,21.121,red,107.5,-11.9,4.9,red
636,21.221,red,108.1,-13.1,4.9,red
639,21.321,red,107.8,-12.1,4.3,red
642,21.421,red,108.9,-11.8,5.3,red
645,21.522,red,107.9,-11.9,5.0,red
648,21.622,red,106.9,-13.2,4.1,red
651,21.722,red,108.3,-13.0,5.4,red
654,21.822,red,108.0,-12.6,4.1,red
657,21.922,red,107.4,-13.5,5.5,red
660,22.022,red,108.8,-12.1,3.7,red
663,22.122,red,108.3,-11.8,3.9,red
666,22.222,red,108.5,-12.8,5.8,red
669,22.322,red,108.0,-12.8,5.2,red
672,22.422,red,109.2,-12.3,5.4,red
675,22.522,red,108.9,-13.6,4.6,red
678,22.623,red,108.6,-13.2,6.0,red
681,22.723,red,110.6,-12.7,4.9,red
684,22.823,red,109.7,-12.7,4.6,red
687,22.923,red,109.6,-12.9,5.3,red
690,23.023,red,109.3,-12.6,4.7,red
693,23.123,red,109.5,-13.3,5.6,red
696,23.223,red,109.4,-12.2,4.7,red
699,23.323,red,109.2,-12.1,4.0,red
702,23.423,red,110.1,-13.8,5.4,red
705,23.524,red,109.7,-12.8,5.2,red
708,23.624,red,109.7,-11.8,4.9,red
711,23.724,red,109.9,-12.7,4.3,red
714,23.824,red,109.3,-13.4,5.7,red
717,23.924,red,109.6,-12.4,5.8,red
720,24.024,red,109.2,-12.2,5.8,red
723,24.124,red,111.0,-12.2,4.2,red
726,24.224,red,108.0,-12.5,4.9,red
729,24.324,red,109.7,-12.9,4.7,red
732,24.424,red,108.2,-13.4,4.8,red
735,24.524,red,109.1,-12.4,4.5,red
738,24.625,red,108.5,-12.9,5.2,red
741,24.725,red,110.1,-12.1,5.8,red
744,24.825,red,110.0,-13.0,4.7,red
747,24.925,red,110.7,-12.7,5.6,red
750,25.025,red,109.6,-13.0,5.4,red
753,25.125,red,110.8,-12.7,5.3,red
756,25.225,red,111.0,-12.5,5.6,red
759,25.325,red,110.4,-12.7,5.5,red
762,25.425,red,110.8,-12.6,4.4,red
765,25.526,red,110.4,-12.6,5.2,red
768,25.626,red,110.4,-12.6,5.4,red
771,25.726,red,110.0,-13.7,5.2,red
774,25.826,red,108.4,-13.2,4.9,red
777,25.926,red,108.0,-12.0,5.3,red
780,26.026,red,110.0,-12.5,6.1,red
783,26.126,red,110.2,-12.2,5.6,red
786,26.226,red,110.0,-12.4,4.8,red
789,26.326,red,109.3,-13.0,5.1,red
792,26.426,red,109.2,-12.4,5.2,red
795,26.527,red,107.8,-12.5,4.4,red
798,26.627,red,109.1,-12.7,5.1,red
801,26.727,red,109.3,-11.6,4.4,red
804,26.827,red,108.9,-11.7,4.6,red
807,26.927,red,107.6,-11.7,5.1,red
810,27.027,red,107.9,-12.6,5.1,red
813,27.127,red,109.6,-13.0,4.9,red
816,27.227,red,109.9,-13.1,5.2,red
819,27.327,red,109.8,-12.2,4.5,red
822,27.427,red,109.0,-12.8,5.3,red
825,27.528,red,110.2,-12.3,5.4,red
828,27.628,red,108.4,-12.8,5.3,red
831,27.728,red,107.8,-13.3,4.1,red
834,27.828,red,109.3,-12.4,3.6,red
837,27.928,red,108.1,-12.3,4.7,red
840,28.028,red,108.4,-13.2,5.3,red
843,28.128,red,108.5,-13.4,5.3,red
846,28.228,red,108.2,-12.0,4.2,red
849,28.328,red,109.1,-12.5,5.1,red
852,28.428,red,108.1,-12.8,5.9,red
855,28.528,red,108.5,-12.0,4.6,red
858,28.629,red,109.7,-12.9,5.1,red
861,28.729,red,109.0,-13.0,5.4,red
864,28.829,red,108.2,-11.9,4.2,red
867,28.929,red,108.9,-13.0,4.5,red
870,29.029,red,108.3,-12.8,5.1,red
873,29.129,red,108.2,-12.7,5.6,red
876,29.229,red,109.7,-11.4,4.8,red
879,29.329,red,109.6,-12.3,5.6,red
882,29.429,red,110.3,-12.2,5.7,red
885,29.53,red,109.0,-12.7,4.5,red
888,29.63,red,108.3,-13.7,5.8,red
891,29.73,red,107.7,-12.6,4.4,red
894,29.83,red,108.6,-11.3,5.5,red
897,29.93,red,109.8,-12.7,5.7,red
900,30.03,red,108.1,-12.4,5.1,red
903,30.13,red,109.0,-12.2,4.9,red
906,30.23,red,110.7,-12.6,5.3,red
909,30.33,red,109.0,-12.3,4.3,red
912,30.43,red,109.4,-13.1,4.3,red
915,30.53,red,111.3,-11.5,4.3,red
918,30.631,red,110.0,-13.0,5.0,red
921,30.731,red,110.6,-12.6,4.5,red
924,30.831,red,110.5,-12.6,4.8,red
927,30.931,red,108.4,-12.5,3.8,red
930,31.031,red,108.1,-12.6,5.6,red
933,31.131,red,108.1,-13.2,5.3,red
936,31.231,red,108.8,-13.1,4.7,red
939,31.331,red,109.4,-12.3,5.0,red
942,31.431,red,109.6,-12.9,5.1,red
945,31.532,red,108.0,-12.7,4.5,red
948,31.632,red,108.0,-13.0,6.4,red
951,31.732,red,107.9,-13.1,5.4,red
954,31.832,red,106.5,-13.0,3.4,red
957,31.932,red,110.0,-11.9,5.3,red
960,32.032,red,109.4,-12.7,4.2,red
963,32.132,red,109.4,-13.2,4.6,red
966,32.232,red,110.0,-12.5,5.4,red
969,32.332,red,109.4,-12.3,5.1,red
972,32.432,red,109.8,-12.1,4.9,red
975,32.532,red,108.5,-13.2,5.3,red
978,32.633,red,107.9,-13.5,5.6,red
981,32.733,red,107.9,-12.0,5.0,red
984,32.833,red,108.0,-12.7,5.0,red
987,32.933,red,108.2,-12.9,4.8,red
990,33.033,red,108.7,-12.7,5.1,red
993,33.133,red,106.5,-12.5,5.5,red
996,33.233,red,107.5,-13.2,3.9,red
999,33.333,red,109.5,-11.6,4.2,red
1002,33.433,red,109.1,-12.3,5.1,red
1005,33.534,red,108.2,-12.9,5.1,red
1008,33.634,red,110.5,-11.6,4.3,red
1011,33.734,red,110.7,-11.9,4.5,red
1014,33.834,red,108.4,-11.4,4.3,red
1017,33.934,red,108.2,-11.5,5.1,red
1020,34.034,red,107.4,-12.3,5.3,red
1023,34.134,red_amber,108.4,34.8,5.2,red
1026,34.234,red_amber,106.4,33.3,3.7,red
1029,34.334,red_amber,107.9,33.8,4.2,red
1032,34.434,red_amber,108.3,32.9,4.8,red
1035,34.534,red_amber,108.0,33.1,4.5,red
1038,34.635,red_amber,108.0,33.4,5.3,red
1041,34.735,red_amber,110.0,33.6,5.8,red
1044,34.835,red_amber,109.7,34.4,4.9,red
1047,34.935,red_amber,107.3,32.8,4.9,red
1050,35.035,red_amber,107.0,30.4,3.8,red
1053,35.135,red_amber,107.9,32.5,4.2,red
1056,35.235,red_amber,106.7,30.3,3.8,red
1059,35.335,red_amber,107.8,32.7,5.4,red
1062,35.435,red_amber,106.7,31.7,4.5,red
1065,35.536,red_amber,107.2,32.8,4.8,red
1068,35.636,red_amber,108.2,32.5,4.6,red
1071,35.736,red_amber,109.1,32.2,3.7,red
1074,35.836,red_amber,108.9,32.8,4.2,red
1077,35.936,red_amber,108.8,32.6,4.3,red
1080,36.036,red_amber,107.0,33.4,4.1,red
1083,36.136,red_amber,110.0,33.3,4.6,red
1086,36.236,red_amber,109.0,31.9,4.4,red
1089,36.336,red_amber,108.6,34.0,3.8,red
1092,36.436,red_amber,108.4,32.5,4.1,red
1095,36.537,red_amber,106.6,33.3,4.5,red
1098,36.637,red_amber,108.2,33.7,4.3,red
1101,36.737,red_amber,108.6,33.5,4.9,red
1104,36.837,red_amber,108.9,33.6,5.7,red
1107,36.937,red_amber,109.0,33.7,5.3,red
1110,37.037,red_amber,105.6,31.6,6.4,red
1113,37.137,green,-9.4,-12.5,126.2,green
1116,37.237,green,-12.5,-13.2,126.3,green
1119,37.337,green,-11.9,-12.9,127.2,green
1122,37.437,green,-13.0,-13.2,127.0,green
1125,37.538,green,-13.4,-12.4,127.1,green
1128,37.638,green,-13.5,-13.0,128.3,green
1131,37.738,green,-13.5,-12.9,127.4,green
1134,37.838,green,-12.9,-13.7,127.7,green
1137,37.938,green,-13.9,-13.8,127.5,green
1140,38.038,green,-14.2,-12.2,128.3,green
1143,38.138,green,-13.5,-12.3,128.7,green
1146,38.238,green,-14.2,-12.0,128.5,green
1149,38.338,green,-13.5,-13.6,128.3,green
1152,38.438,green,-14.0,-13.0,128.5,green
1155,38.538,green,-13.7,-12.9,127.7,green
1158,38.639,green,-13.3,-13.6,127.9,green
1161,38.739,green,-13.4,-13.3,128.3,green
1164,38.839,green,-13.6,-13.5,128.1,green
1167,38.939,green,-13.2,-12.5,128.7,green
1170,39.039,green,-13.4,-14.0,129.3,green
1173,39.139,green,-14.1,-12.6,127.5,green
1176,39.239,green,-13.7,-13.5,128.6,green
1179,39.339,green,-13.9,-13.1,127.8,green
1182,39.439,green,-13.8,-12.9,128.7,green
1185,39.54,green,-14.7,-12.7,128.9,green
1188,39.64,green,-13.9,-13.0,129.2,green
1191,39.74,green,-13.3,-12.7,127.9,green
1194,39.84,green,-13.1,-12.5,128.0,green
1197,39.94,green,-14.1,-13.2,128.1,green
1200,40.04,green,-14.1,-12.3,128.2,green
1203,40.14,green,-14.1,-13.4,127.5,green
1206,40.24,green,-14.1,-12.0,127.9,green
1209,40.34,green,-13.7,-12.2,127.2,green
1212,40.44,green,-13.6,-12.2,128.3,green
1215,40.54,green,-13.7,-12.4,126.6,green
1218,40.641,green,-13.7,-12.2,127.3,green
1221,40.741,green,-13.5,-12.7,127.9,green
1224,40.841,green,-14.0,-13.0,126.4,green
1227,40.941,green,-13.7,-13.0,127.4,green
1230,41.041,green,-13.5,-12.5,127.4,green
1233,41.141,green,-12.5,-12.6,127.5,green
1236,41.241,green,-13.5,-13.8,127.9,green
1239,41.341,green,-13.2,-12.9,125.8,green
1242,41.441,green,-13.5,-14.1,126.9,green
1245,41.542,green,-13.2,-12.8,126.0,green
1248,41.642,green,-13.0,-13.1,126.9,green
1251,41.742,green,-13.4,-12.9,126.4,green
1254,41.842,green,-14.3,-12.7,126.7,green
1257,41.942,green,-13.0,-12.6,126.6,green
1260,42.042,green,-14.7,-13.7,126.1,green
1263,42.142,green,-14.0,-12.9,126.1,green
1266,42.242,green,-14.3,-14.5,126.1,green
1269,42.342,green,-14.9,-13.1,126.0,green
1272,42.442,green,-14.2,-14.0,126.3,green
1275,42.543,green,-13.9,-12.4,125.9,green
1278,42.643,green,-13.9,-13.8,125.9,green
1281,42.743,green,-14.4,-13.4,125.5,green
1284,42.843,green,-13.8,-13.0,125.3,green
1287,42.943,green,-14.0,-13.4,125.8,green
1290,43.043,green,-13.8,-13.1,126.1,green
1293,43.143,green,-13.0,-13.2,125.9,green
1296,43.243,green,-13.4,-14.2,125.9,green
1299,43.343,green,-14.5,-14.6,126.4,green
1302,43.443,green,-14.0,-14.7,125.7,green
1305,43.544,green,-14.4,-13.6,125.1,green
1308,43.644,green,-14.5,-13.4,124.9,green
1311,43.744,green,-13.8,-13.8,125.3,green
1314,43.844,green,-14.5,-14.8,125.0,green
1317,43.944,green,-13.4,-13.8,125.6,green
1320,44.044,green,-14.3,-14.3,125.0,green
1323,44.144,green,-13.6,-13.9,124.9,green
1326,44.244,green,-14.4,-13.4,124.9,green
1329,44.344,green,-13.6,-12.7,124.9,green
1332,44.444,green,-14.6,-13.3,125.7,green
1335,44.544,green,-13.9,-13.0,125.5,green
1338,44.645,green,-14.5,-14.7,125.3,green
1341,44.745,green,-13.0,-13.8,125.1,green
1344,44.845,green,-13.6,-13.8,125.8,green
1347,44.945,green,-14.7,-14.0,124.6,green
1350,45.045,green,-14.0,-14.4,125.9,none
1353,45.145,green,-15.1,-13.9,125.8,green
1356,45.245,green,-12.8,-14.3,125.9,green
1359,45.345,green,-14.6,-13.9,125.8,green
1362,45.445,green,-13.5,-13.2,125.4,green
1365,45.546,green,-13.7,-13.4,126.3,green
1368,45.646,green,-14.7,-13.9,126.3,green
1371,45.746,green,-14.4,-13.2,126.0,green
1374,45.846,green,-14.0,-14.1,125.8,green
1377,45.946,green,-15.3,-13.3,126.0,green
1380,46.046,green,-15.4,-14.3,125.9,green
1383,46.146,green,-14.1,-13.8,126.7,green
1386,46.246,green,-14.1,-12.8,124.8,green
1389,46.346,green,-13.4,-13.8,126.8,green
1392,46.446,green,-14.9,-13.7,127.8,green
1395,46.546,green,-13.5,-13.4,127.4,green
1398,46.647,green,-13.0,-13.6,126.1,green
1401,46.747,green,-13.6,-12.6,125.8,green
1404,46.847,green,-15.4,-12.8,125.7,green
1407,46.947,green,-14.8,-12.9,126.3,green
1410,47.047,green,-14.7,-13.5,126.4,green
1413,47.147,green,-12.7,-13.0,126.6,green
1416,47.247,green,-13.8,-13.6,125.8,green
1419,47.347,green,-14.4,-13.9,126.6,green
1422,47.447,green,-14.6,-13.4,127.7,green
1425,47.548,green,-13.9,-14.2,127.0,green
1428,47.648,green,-13.9,-12.8,126.8,green
1431,47.748,green,-13.7,-14.2,126.3,green
1434,47.848,green,-14.1,-14.2,127.3,green
1437,47.948,green,-13.7,-14.0,127.4,green
1440,48.048,green,-13.9,-13.4,127.2,green
1443,48.148,green,-14.5,-13.8,127.2,green
1446,48.248,green,-14.4,-13.4,127.2,green
1449,48.348,green,-13.1,-12.9,127.8,green
1452,48.448,green,-14.5,-12.9,127.8,green
1455,48.549,green,-14.6,-14.0,126.9,green
1458,48.649,green,-14.6,-12.7,127.3,green
1461,48.749,green,-14.0,-13.0,127.7,green
1464,48.849,green,-13.7,-13.5,127.7,green
1467,48.949,green,-13.6,-13.7,127.5,green
1470,49.049,green,-14.4,-13.8,128.7,green
1473,49.149,green,-14.5,-13.8,128.2,green
1476,49.249,green,-13.6,-13.3,127.6,green
1479,49.349,green,-13.2,-13.9,129.1,green
1482,49.449,green,-13.2,-13.4,128.6,green
1485,49.55,green,-13.7,-13.2,128.9,green
1488,49.65,green,-14.2,-13.4,129.3,green
1491,49.75,green,-12.8,-13.4,127.9,green
1494,49.85,green,-14.7,-12.8,128.6,green
1497,49.95,green,-13.4,-13.0,128.4,green
1500,50.05,green,-13.4,-14.2,128.1,green
1503,50.15,green,-14.0,-14.2,129.0,green
1506,50.25,green,-13.4,-13.5,128.7,green
1509,50.35,green,-13.6,-13.2,128.8,green
1512,50.45,green,-14.3,-13.3,129.2,green
1515,50.55,green,-13.8,-13.6,129.3,green
1518,50.651,green,-12.9,-14.0,128.7,green
1521,50.751,green,-13.6,-12.8,129.6,green
1524,50.851,green,-13.7,-13.5,128.9,green
1527,50.951,green,-13.0,-14.1,129.2,green
1530,51.051,green,-14.5,-13.9,128.2,none
1533,51.151,green,-13.5,-12.1,129.1,none
1536,51.251,green,-13.7,-12.1,128.1,green
1539,51.351,green,-13.6,-12.6,128.5,green
1542,51.451,green,-13.7,-13.3,128.7,green
1545,51.552,green,-14.2,-13.9,128.3,green
1548,51.652,green,-13.8,-13.0,129.4,green
1551,51.752,green,-14.1,-12.5,129.9,green
1554,51.852,green,-14.4,-13.0,129.1,green
1557,51.952,green,-14.2,-13.0,129.9,green
1560,52.052,green,-14.0,-12.5,129.2,green
1563,52.152,green,-14.2,-12.4,129.6,green
1566,52.252,green,-12.9,-13.0,129.4,green
1569,52.352,green,-13.6,-12.5,129.5,green
1572,52.452,green,-13.8,-12.2,129.7,green
1575,52.552,green,-13.8,-13.0,129.8,green
1578,52.653,green,-13.8,-12.8,129.6,green
1581,52.753,green,-14.5,-12.7,129.8,green
1584,52.853,green,-13.1,-14.4,129.9,green
1587,52.953,green,-14.0,-13.0,130.1,green
1590,53.053,green,-13.8,-13.3,130.2,none
1593,53.153,green,-13.0,-12.5,129.7,green
1596,53.253,green,-13.2,-12.2,128.3,green
1599,53.353,green,-13.2,-13.1,129.6,green
1602,53.453,green,-13.2,-12.0,129.1,green
1605,53.554,green,-13.9,-12.6,129.2,green
1608,53.654,green,-13.9,-12.8,129.0,green
1611,53.754,green,-12.8,-12.6,128.9,green
1614,53.854,green,-13.9,-13.2,129.9,green
1617,53.954,green,-14.7,-12.2,129.3,green
1620,54.054,green,-13.7,-12.7,129.3,green
1623,54.154,green,-13.3,-12.7,129.2,green
1626,54.254,green,-14.3,-13.8,128.6,green
1629,54.354,green,-11.8,-12.4,129.4,red
1632,54.454,green,-12.8,-12.5,128.1,green
1635,54.555,green,-12.3,-13.4,128.5,green
1638,54.655,green,-13.9,-12.6,128.5,green
1641,54.755,green,-15.1,-12.6,129.0,green
1644,54.855,green,-13.9,-12.0,129.2,green
1647,54.955,green,-13.1,-12.7,129.6,green
1650,55.055,green,-13.4,-12.9,129.5,green
1653,55.155,green,-12.2,-13.3,129.7,green
1656,55.255,green,-13.8,-12.8,128.6,green
1659,55.355,green,-14.6,-12.4,129.7,green
1662,55.455,green,-14.3,-13.2,129.1,green
1665,55.556,green,-13.6,-13.0,129.6,green
1668,55.656,green,-13.7,-12.4,129.1,green
1671,55.756,green,-15.0,-12.8,129.3,green
1674,55.856,green,-13.5,-12.6,128.8,green
1677,55.956,green,-13.1,-13.0,128.4,green
1680,56.056,green,-14.6,-12.8,127.4,green
1683,56.156,green,-14.3,-13.4,129.2,green
1686,56.256,green,-13.4,-12.8,129.0,green
1689,56.356,green,-13.0,-13.5,129.4,green
1692,56.456,green,-13.5,-13.1,129.4,green
1695,56.556,green,-13.3,-13.6,128.4,green
1698,56.657,green,-12.8,-13.1,128.7,green
1701,56.757,green,-13.3,-13.1,128.3,green
1704,56.857,green,-12.7,-13.1,128.1,green
1707,56.957,green,-13.7,-12.7,128.3,green
1710,57.057,green,-13.4,-13.0,128.7,green
1713,57.157,green,-13.0,-12.8,128.3,green
1716,57.257,green,-14.1,-14.1,129.5,green
1719,57.357,green,-13.3,-12.8,128.7,green
1722,57.457,green,-13.3,-12.4,130.1,green
1725,57.558,green,-13.2,-12.2,129.4,green
1728,57.658,green,-12.9,-12.2,129.5,green
1731,57.758,green,-12.6,-12.6,129.6,green
1734,57.858,green,-12.8,-13.7,129.0,red
1737,57.958,green,-13.4,-12.5,128.1,green
1740,58.058,green,-13.6,-13.5,129.0,green
1743,58.158,green,-13.2,-12.7,129.9,green
1746,58.258,green,-13.0,-13.3,129.2,green
