frame,t,state,red_score,green_score,before_v2_rule
291,9.71,red,46.4,-4.1,red
294,9.81,red,47.1,-4.7,red
297,9.91,red,45.9,-4.5,red
300,10.01,red,46.3,-4.6,red
303,10.11,red,45.5,-4.3,none
306,10.21,red,47.6,-4.6,red
309,10.31,red,46.6,-4.7,red
312,10.41,red,46.0,-5.1,red
315,10.51,red,46.9,-5.0,red
318,10.611,red,46.1,-4.8,none
321,10.711,red,44.7,-4.8,none
324,10.811,red,44.9,-5.1,red
327,10.911,red,44.8,-4.3,red
330,11.011,red,45.9,-4.8,red
333,11.111,red,46.0,-4.7,red
336,11.211,red,47.2,-4.5,none
339,11.311,red,45.9,-4.8,red
342,11.411,red,45.8,-4.5,none
345,11.512,red,47.4,-5.3,red
348,11.612,red,47.5,-3.9,red
351,11.712,red,45.8,-4.7,red
354,11.812,red,47.1,-4.8,red
357,11.912,red,47.4,-3.9,red
360,12.012,red,46.4,-4.2,red
363,12.112,red,46.0,-4.5,red
366,12.212,red,46.2,-3.9,red
369,12.312,red,46.0,-4.9,red
372,12.412,red,46.7,-4.6,red
375,12.513,red,46.3,-4.2,red
378,12.613,red,47.0,-4.5,red
381,12.713,red,47.2,-5.0,red
384,12.813,red,47.5,-4.8,red
387,12.913,red,47.5,-4.7,red
390,13.013,red,46.1,-5.2,red
393,13.113,red,46.5,-4.6,red
396,13.213,red,48.3,-4.9,red
399,13.313,red,47.1,-4.3,red
402,13.413,red,46.6,-5.2,red
405,13.514,red,47.8,-5.1,red
408,13.614,red,45.9,-4.9,red
411,13.714,red,47.1,-4.5,red
414,13.814,red,47.3,-6.2,red
417,13.914,red,47.0,-5.1,red
420,14.014,red,48.3,-5.2,red
423,14.114,red,47.4,-5.2,red
426,14.214,red,48.1,-5.2,red
429,14.314,red,46.8,-5.4,red
432,14.414,red,47.0,-4.6,red
435,14.514,red,47.1,-4.5,red
438,14.615,red,46.9,-4.1,red
441,14.715,red,47.1,-4.9,red
444,14.815,red,47.5,-4.6,red
447,14.915,red,46.9,-4.8,red
450,15.015,red,47.4,-4.0,red
453,15.115,red,46.0,-4.2,red
456,15.215,red,47.2,-4.0,red
459,15.315,red,46.4,-4.5,red
462,15.415,red,48.1,-4.2,red
465,15.516,red,46.6,-4.1,red
468,15.616,red,46.2,-5.1,red
471,15.716,red,47.3,-4.9,red
474,15.816,red,46.5,-4.0,red
477,15.916,red,47.4,-3.5,red
480,16.016,red,46.1,-4.4,red
483,16.116,red,46.2,-4.6,red
486,16.216,red,45.7,-5.3,red
489,16.316,red,46.7,-4.4,red
492,16.416,red,46.8,-4.5,red
495,16.516,red,47.0,-5.0,red
498,16.617,red,46.4,-5.6,red
501,16.717,red,46.5,-5.1,red
504,16.817,red,46.0,-4.9,red
507,16.917,red,46.0,-5.0,red
510,17.017,red,46.6,-5.0,red
513,17.117,red,45.4,-4.3,none
516,17.217,red,46.4,-4.6,red
519,17.317,red,45.1,-5.0,red
522,17.417,red,46.0,-5.4,red
525,17.518,red,46.3,-4.6,red
528,17.618,red,46.1,-5.6,red
531,17.718,red,46.0,-5.6,red
534,17.818,red,46.0,-5.2,red
537,17.918,red,45.5,-5.3,red
540,18.018,red,46.3,-5.1,none
543,18.118,red,46.3,-5.1,red
546,18.218,red,45.7,-5.0,red
549,18.318,red,45.6,-4.9,red
552,18.418,red,46.1,-4.6,red
555,18.518,red,46.4,-5.0,none
558,18.619,red,46.3,-4.2,red
561,18.719,red,45.7,-4.4,red
564,18.819,red,47.1,-4.3,red
567,18.919,red,45.9,-4.6,red
570,19.019,red,46.3,-4.3,none
573,19.119,red,45.9,-4.6,none
576,19.219,red,47.3,-4.2,red
579,19.319,red,46.7,-5.0,red
582,19.419,red,46.5,-4.8,none
585,19.52,red,46.3,-4.6,red
588,19.62,red,45.8,-4.5,red
591,19.72,red,47.0,-4.2,red
594,19.82,red,46.1,-4.8,red
597,19.92,green,3.0,39.1,none
600,20.02,green,2.9,38.2,none
603,20.12,green,2.8,39.0,none
606,20.22,green,2.9,38.7,none
609,20.32,green,2.9,38.6,none
612,20.42,green,2.9,38.8,none
615,20.521,green,2.0,38.4,none
618,20.621,green,2.1,38.3,none
621,20.721,green,3.0,39.0,none
624,20.821,green,2.0,37.9,none
627,20.921,green,2.0,37.9,none
630,21.021,green,1.8,38.7,none
633,21.121,green,3.1,38.0,none
636,21.221,green,3.0,37.1,none
639,21.321,green,2.6,37.1,none
642,21.421,green,2.0,37.7,none
645,21.522,green,2.9,38.1,none
648,21.622,green,2.7,36.8,none
651,21.722,green,3.2,34.9,none
654,21.822,green,2.0,37.0,none
657,21.922,green,2.7,37.7,none
660,22.022,green,2.1,35.2,none
663,22.122,green,2.4,36.8,none
666,22.222,green,2.9,36.8,none
669,22.322,green,2.1,34.8,none
672,22.422,green,2.8,35.3,none
675,22.522,green,2.0,34.8,none
678,22.623,green,1.8,34.5,none
681,22.723,green,2.8,34.8,none
684,22.823,green,2.7,34.0,none
687,22.923,green,2.9,34.4,none
690,23.023,green,2.9,33.5,none
693,23.123,green,2.8,34.4,none
696,23.223,green,2.2,34.4,none
699,23.323,green,1.7,34.3,none
702,23.423,green,2.5,34.8,none
705,23.524,green,3.0,32.9,none
708,23.624,green,3.5,34.7,none
711,23.724,green,2.6,34.2,none
714,23.824,green,2.3,34.4,none
717,23.924,green,2.9,34.6,none
720,24.024,green,2.6,34.2,none
723,24.124,green,3.3,34.6,none
726,24.224,green,2.6,35.9,none
729,24.324,green,2.8,36.2,none
732,24.424,green,2.2,35.0,none
735,24.524,green,2.7,35.6,none
738,24.625,green,2.4,34.5,none
741,24.725,green,3.3,35.5,none
744,24.825,green,2.1,35.8,none
747,24.925,green,2.3,36.8,none
750,25.025,green,2.5,35.8,none
753,25.125,green,2.7,35.5,none
756,25.225,green,2.8,35.4,none
759,25.325,green,2.2,36.6,none
762,25.425,green,2.6,36.6,none
765,25.526,green,2.4,37.8,none
768,25.626,green,2.4,36.8,none
771,25.726,green,2.6,37.1,none
774,25.826,green,2.3,38.4,none
777,25.926,green,2.3,37.9,none
780,26.026,green,2.4,38.7,none
783,26.126,green,2.0,39.3,none
786,26.226,green,2.3,38.2,none
789,26.326,green,2.6,38.9,none
792,26.426,green,2.3,37.4,none
795,26.527,green,2.2,38.7,none
798,26.627,green,2.0,39.2,none
801,26.727,green,2.1,38.8,none
804,26.827,green,1.7,39.8,none
807,26.927,green,2.3,39.5,none
810,27.027,green,2.5,40.5,none
813,27.127,green,2.0,39.9,none
816,27.227,green,2.7,40.2,none
819,27.327,green,3.0,39.0,none
822,27.427,green,2.7,40.6,none
825,27.528,green,2.7,40.0,none
828,27.628,green,2.9,39.5,none
831,27.728,green,3.1,40.2,none
834,27.828,green,3.2,39.0,none
837,27.928,green,2.8,38.9,none
840,28.028,green,2.8,39.2,none
843,28.128,green,2.3,39.3,none
846,28.228,green,2.7,39.2,none
849,28.328,green,2.5,37.0,none
852,28.428,green,1.9,38.7,none
855,28.528,green,2.7,38.3,none
858,28.629,green,2.9,38.4,none
861,28.729,green,2.5,38.1,none
864,28.829,green,2.6,37.5,none
867,28.929,green,3.2,37.6,none
870,29.029,green,2.0,38.2,none
873,29.129,green,2.2,37.2,none
876,29.229,green,2.0,37.1,none
879,29.329,green,2.1,37.0,none
882,29.429,green,1.9,36.6,none
885,29.53,green,3.0,36.8,none
888,29.63,green,2.0,35.5,none
891,29.73,green,2.0,34.8,red
894,29.83,green,2.6,34.8,red
897,29.93,green,2.7,35.8,red
900,30.03,green,2.9,34.7,red
903,30.13,green,2.1,34.3,none
906,30.23,green,2.6,34.7,none
909,30.33,green,2.0,35.7,none
912,30.43,green,2.5,34.3,none
915,30.53,green,2.6,34.8,none
918,30.631,green,2.3,34.4,none
921,30.731,green,3.1,34.3,none
924,30.831,green,3.3,33.8,none
927,30.931,green,2.8,35.3,none
930,31.031,green,2.7,35.2,none
933,31.131,green,2.8,34.3,none
936,31.231,green,2.1,35.0,none
939,31.331,green,2.7,35.2,none
942,31.431,green,2.9,35.0,none
945,31.532,green,2.8,35.0,none
948,31.632,green,3.4,34.8,none
951,31.732,green,2.6,34.3,none
954,31.832,green,3.2,34.5,none
957,31.932,green,3.2,34.9,none
960,32.032,green,2.3,35.9,none
963,32.132,green,2.3,36.5,none
966,32.232,green,2.6,35.8,none
969,32.332,green,1.9,37.2,none
972,32.432,green,2.5,36.2,none
975,32.532,green,2.1,36.3,none
978,32.633,green,2.3,35.3,none
981,32.733,green,1.9,36.2,none
984,32.833,green,2.1,36.8,none
987,32.933,green,2.0,36.2,none
990,33.033,green,2.9,36.9,none
993,33.133,green,3.1,35.6,none
996,33.233,green,2.4,37.2,none
999,33.333,green,2.5,37.0,none
1002,33.433,green,2.6,37.4,none
1005,33.534,green,2.4,36.3,none
1008,33.634,green,1.9,37.1,none
1011,33.734,green,2.1,37.6,none
1014,33.834,green,2.3,38.1,none
1017,33.934,green,2.6,37.7,none
1020,34.034,green,2.0,38.5,none
1023,34.134,green,2.2,38.3,none
1026,34.234,green,1.9,38.6,none
1029,34.334,green,2.3,38.2,none
1032,34.434,green,2.4,39.0,none
1035,34.534,green,2.8,39.0,none
1038,34.635,green,2.6,39.0,none
1041,34.735,green,2.5,39.3,none
1044,34.835,green,2.7,38.3,none
1047,34.935,green,3.0,39.9,none
1050,35.035,green,2.2,38.8,none
1053,35.135,green,3.0,38.9,none
1056,35.235,green,3.0,40.1,none
1059,35.335,green,2.4,39.8,none
1062,35.435,green,2.6,39.6,none
1065,35.536,green,2.8,39.5,none
1068,35.636,green,2.9,38.7,none
1071,35.736,green,2.7,38.6,none
1074,35.836,green,2.0,38.5,none
1077,35.936,green,2.1,39.6,none
1080,36.036,green,2.7,38.9,none
1083,36.136,green,2.7,39.1,none
1086,36.236,green,2.6,40.3,none
1089,36.336,green,2.7,39.6,none
1092,36.436,green,2.9,39.4,none
1095,36.537,green,2.9,38.9,none
1098,36.637,green,1.3,37.7,none
1101,36.737,green,1.6,38.2,none
1104,36.837,green,3.0,38.8,none
1107,36.937,green,2.3,37.8,none
1110,37.037,green,2.2,39.3,none
1113,37.137,green,2.4,38.5,none
1116,37.237,green,3.4,37.9,none
1119,37.337,green,2.2,38.1,none
1122,37.437,green,3.1,36.8,none
1125,37.538,green,2.4,37.8,none
1128,37.638,green,2.5,36.8,none
1131,37.738,green,2.3,37.1,none
1134,37.838,green,2.5,36.4,none
1137,37.938,green,2.0,36.4,none
1140,38.038,green,2.8,36.0,none
1143,38.138,green,2.0,36.7,none
1146,38.238,green,2.1,37.0,none
1149,38.338,green,1.7,36.3,none
1152,38.438,green,2.1,36.9,none
1155,38.538,green,2.2,36.4,none
1158,38.639,green,2.3,35.8,none
1161,38.739,green,2.5,37.0,none
1164,38.839,green,2.3,35.8,none
1167,38.939,green,2.5,35.8,none
1170,39.039,green,2.7,35.3,none
1173,39.139,green,2.8,35.1,none
1176,39.239,green,2.6,34.2,none
1179,39.339,green,2.6,34.8,none
1182,39.439,green,2.8,34.6,none
1185,39.54,green,2.8,34.1,none
1188,39.64,green,2.2,34.8,none
1191,39.74,green,2.4,35.0,none
1194,39.84,green,2.4,34.0,none
1197,39.94,green,2.4,35.5,none
1200,40.04,green,1.9,35.4,none
1203,40.14,green,2.0,34.9,none
1206,40.24,green,2.0,34.7,none
1209,40.34,green,1.8,35.1,none
1212,40.44,green,1.8,34.7,none
1215,40.54,green,2.9,34.8,none
1218,40.641,green,2.6,35.1,none
1221,40.741,green,2.7,35.5,none
1224,40.841,green,2.2,35.7,none
1227,40.941,green,2.3,35.4,none
1230,41.041,green,2.3,36.3,none
1233,41.141,green,2.4,35.7,none
1236,41.241,green,2.7,35.8,none
1239,41.341,green,2.5,36.2,none
1242,41.441,green,2.5,36.1,none
1245,41.542,green,2.5,35.3,none
1248,41.642,green,2.5,36.9,none
1251,41.742,green,1.9,35.8,none
1254,41.842,green,1.4,35.2,none
1257,41.942,green,3.0,36.5,none
1260,42.042,green,3.5,36.3,none
1263,42.142,green,2.7,36.0,none
1266,42.242,green,2.2,36.5,none
1269,42.342,green,3.1,36.8,none
1272,42.442,green,3.1,36.2,none
1275,42.543,green,2.4,37.0,none
1278,42.643,green,2.8,38.2,none
1281,42.743,green,2.9,37.8,none
1284,42.843,green,3.0,38.0,none
1287,42.943,green,2.4,37.5,none
1290,43.043,green,2.5,38.8,none
1293,43.143,green,2.4,38.6,none
1296,43.243,green,2.9,37.5,none
1299,43.343,green,2.6,37.7,none
1302,43.443,green,2.2,38.2,none
1305,43.544,green,2.3,38.3,none
1308,43.644,green,2.4,38.8,none
1311,43.744,green,1.9,37.5,none
1314,43.844,green,2.9,39.7,none
1317,43.944,green,2.4,38.3,none
1320,44.044,green,2.5,39.7,none
1323,44.144,green,1.9,39.6,none
1326,44.244,green,1.9,39.2,none
1329,44.344,green,1.8,39.6,none
1332,44.444,green,2.5,39.1,none
1335,44.544,green,2.5,38.8,none
1338,44.645,green,1.9,38.6,none
1341,44.745,green,2.3,38.2,none
1344,44.845,green,2.8,38.2,none
1347,44.945,green,2.0,38.4,none
1350,45.045,green,2.2,40.4,none
1353,45.145,green,2.3,40.2,none
1356,45.245,green,2.6,39.6,none
1359,45.345,green,3.1,39.4,none
1362,45.445,green,2.8,39.5,none
1365,45.546,green,2.3,38.5,none
1368,45.646,green,2.0,38.7,none
1371,45.746,green,1.8,39.2,none
1374,45.846,green,2.2,38.5,none
1377,45.946,green,2.5,38.5,none
1380,46.046,green,2.5,38.4,none
1383,46.146,green,2.5,38.8,none
1386,46.246,green,3.2,37.9,none
1389,46.346,green,2.5,39.3,none
1392,46.446,green,2.5,38.7,none
1395,46.546,green,2.9,38.1,none
1398,46.647,green,2.3,37.0,none
1401,46.747,green,1.6,37.9,none
1404,46.847,green,2.1,38.3,none
1407,46.947,green,3.0,36.9,none
1410,47.047,green,2.8,38.0,none
1413,47.147,green,2.1,36.9,none
1416,47.247,green,2.3,38.1,none
1419,47.347,green,2.5,36.7,none
1422,47.447,green,2.9,35.4,none
1425,47.548,green,2.6,36.1,none
1428,47.648,green,3.2,37.1,none
1431,47.748,green,2.3,36.7,none
1434,47.848,green,2.8,36.9,none
1437,47.948,green,2.8,37.6,none
1440,48.048,green,2.6,35.8,none
1443,48.148,green,2.4,35.3,none
1446,48.248,green,1.6,35.2,none
1449,48.348,green,2.0,34.9,none
1452,48.448,green,2.6,34.1,none
1455,48.549,green,2.2,34.5,none
1458,48.649,green,2.7,35.1,none
1461,48.749,green,2.7,34.4,none
1464,48.849,green,2.9,35.5,none
1467,48.949,green,3.0,34.2,none
1470,49.049,green,2.2,35.4,none
1473,49.149,green,2.2,34.5,none
1476,49.249,green,2.8,34.2,none
1479,49.349,green,2.1,34.4,none
1482,49.449,green,1.8,35.6,none
1485,49.55,green,2.5,35.0,none
1488,49.65,green,2.5,32.1,none
1491,49.75,green_flash,2.3,-4.2,none
1494,49.85,green_flash,3.4,-3.9,none
1497,49.95,green_flash,1.8,-4.9,none
1500,50.05,green_flash,2.5,-4.7,none
1503,50.15,green,2.6,31.4,none
1506,50.25,green,2.7,36.4,none
1509,50.35,green,2.8,34.6,none
1512,50.45,green,3.2,35.1,none
1515,50.55,green,2.3,35.7,none
1518,50.651,green_flash,2.2,-2.9,none
1521,50.751,green_flash,3.1,-3.8,none
1524,50.851,green_flash,3.1,-4.4,none
1527,50.951,green_flash,1.7,-4.4,none
1530,51.051,green_flash,2.8,-4.7,none
1533,51.151,green,2.7,32.3,none
1536,51.251,green,3.0,37.0,none
1539,51.351,green,2.8,37.0,none
1542,51.451,green,2.8,38.1,none
1545,51.552,green,2.6,37.6,none
1548,51.652,green_flash,2.3,-2.4,none
1551,51.752,green_flash,2.7,-4.9,none
1554,51.852,green_flash,2.3,-5.0,none
1557,51.952,green_flash,3.1,-4.1,none
1560,52.052,green_flash,2.0,-4.4,none
1563,52.152,green,2.8,34.7,none
1566,52.252,green,2.7,38.5,none
1569,52.352,green,2.8,39.0,none
1572,52.452,green,3.1,38.2,none
1575,52.552,green,2.7,38.7,none
1578,52.653,green_flash,2.7,-3.8,none
1581,52.753,red,49.8,-3.7,red
1584,52.853,red,49.6,-4.2,red
1587,52.953,red,48.5,-4.1,red
1590,53.053,red,49.8,-4.9,red
1593,53.153,red,50.0,-4.6,red
1596,53.253,red,50.2,-4.4,red
1599,53.353,red,50.1,-4.2,red
1602,53.453,red,50.3,-5.0,red
1605,53.554,red,50.3,-4.4,red
1608,53.654,red,49.9,-3.8,red
1611,53.754,red,49.9,-4.5,red
1614,53.854,red,49.8,-5.1,red
1617,53.954,red,49.7,-5.4,red
1620,54.054,red,49.5,-4.7,red
1623,54.154,red,50.6,-4.7,red
1626,54.254,red,51.0,-4.6,red
1629,54.354,red,50.1,-4.8,red
1632,54.454,red,50.2,-4.8,red
1635,54.555,red,50.1,-5.1,red
1638,54.655,red,50.1,-4.6,red
1641,54.755,red,50.3,-4.9,red
1644,54.855,red,49.0,-4.4,red
1647,54.955,red,49.7,-5.2,red
1650,55.055,red,49.8,-4.3,red
1653,55.155,red,48.4,-4.5,red
1656,55.255,red,49.4,-5.2,red
1659,55.355,red,49.4,-4.7,red
1662,55.455,red,49.4,-5.0,red
1665,55.556,red,49.8,-5.2,red
1668,55.656,red,50.4,-5.1,red
1671,55.756,red,50.4,-4.1,red
1674,55.856,red,49.0,-3.9,red
1677,55.956,red,49.0,-5.2,red
1680,56.056,red,50.3,-4.3,red
1683,56.156,red,50.6,-4.0,red
1686,56.256,red,50.8,-4.8,red
1689,56.356,red,50.3,-4.8,red
1692,56.456,red,50.3,-5.0,red
1695,56.556,red,50.6,-4.9,red
1698,56.657,red,48.9,-4.2,red
1701,56.757,red,50.2,-4.3,red
1704,56.857,red,49.1,-4.5,red
1707,56.957,red,48.3,-5.0,red
1710,57.057,red,48.8,-4.6,red
1713,57.157,red,49.8,-4.8,red
1716,57.257,red,50.4,-5.2,red
1719,57.357,red,50.2,-5.2,red
1722,57.457,red,49.2,-4.8,red
1725,57.558,red,49.9,-4.8,red
1728,57.658,red,49.6,-4.8,red
1731,57.758,red,49.6,-5.3,red
1734,57.858,red,49.3,-4.6,red
1737,57.958,red,49.6,-4.9,red
1740,58.058,red,49.1,-4.6,red
1743,58.158,red,49.2,-4.7,red
1746,58.258,red,49.3,-5.5,red
1749,58.358,red,48.9,-4.8,red
1752,58.458,red,48.8,-5.1,red
1755,58.558,red,49.0,-4.6,red
1758,58.659,red,50.7,-4.9,red
1761,58.759,red,49.6,-4.9,red
1764,58.859,red,49.6,-5.2,red
1767,58.959,red,49.6,-4.7,red
1770,59.059,red,49.4,-4.8,red
1773,59.159,red,49.3,-4.3,red
1776,59.259,red,50.2,-5.3,red
1779,59.359,red,48.5,-4.3,red
1782,59.459,red,49.8,-5.0,red
1785,59.56,red,48.5,-4.9,red
1788,59.66,red,48.2,-4.1,red
1791,59.76,red,48.9,-4.2,red
1794,59.86,red,48.6,-4.5,red
1797,59.96,red,48.8,-4.8,red
1800,60.06,red,48.3,-4.8,red
1803,60.16,red,48.3,-5.2,red
1806,60.26,red,48.3,-5.1,red
1809,60.36,red,47.7,-5.1,red
1812,60.46,red,49.5,-4.7,red
1815,60.56,red,48.2,-5.6,red
1818,60.661,red,47.5,-4.2,red
1821,60.761,red,48.0,-4.8,red
1824,60.861,red,47.1,-4.6,red
1827,60.961,red,48.0,-5.5,red
1830,61.061,red,48.4,-5.2,red
1833,61.161,red,48.2,-5.1,red
1836,61.261,red,48.4,-5.2,red
1839,61.361,red,46.8,-4.5,red
1842,61.461,red,48.1,-4.5,red
1845,61.562,red,48.7,-4.1,red
1848,61.662,red,47.6,-5.2,red
1851,61.762,red,49.5,-4.9,red
1854,61.862,red,48.4,-4.0,red
1857,61.962,red,49.4,-4.7,red
1860,62.062,red,47.2,-5.0,red
1863,62.162,red,48.2,-4.8,red
1866,62.262,red,48.8,-5.1,red
1869,62.362,red,48.0,-4.8,red
1872,62.462,red,49.2,-4.6,red
1875,62.562,red,48.1,-4.8,red
1878,62.663,red,49.0,-5.0,red
1881,62.763,red,48.5,-5.0,red
1884,62.863,red,49.8,-5.0,red
1887,62.963,red,49.2,-5.1,red
1890,63.063,red,48.4,-5.1,red
1893,63.163,red,49.8,-5.5,red
1896,63.263,red,49.4,-5.3,red
1899,63.363,red,49.5,-5.1,red
1902,63.463,red,49.0,-4.9,red
1905,63.564,red,48.8,-4.9,red
1908,63.664,red,50.0,-4.5,red
1911,63.764,red,48.0,-5.1,red
1914,63.864,red,49.4,-4.4,red
1917,63.964,red,49.9,-4.9,red
1920,64.064,red,48.4,-5.0,red
1923,64.164,red,48.3,-4.8,red
1926,64.264,red,48.2,-5.0,red
1929,64.364,red,49.4,-5.0,red
1932,64.464,red,49.2,-4.9,red
1935,64.564,red,49.7,-4.2,red
1938,64.665,red,49.2,-5.1,red
1941,64.765,red,49.7,-5.5,red
1944,64.865,red,47.6,-4.6,red
1947,64.965,red,49.3,-4.9,red
1950,65.065,red,48.8,-5.6,red
1953,65.165,red,49.0,-4.1,red
1956,65.265,red,50.1,-5.2,red
1959,65.365,red,49.2,-5.2,red
1962,65.465,red,49.4,-4.9,red
1965,65.566,red,48.1,-4.5,red
1968,65.666,red,47.9,-4.8,red
1971,65.766,red,48.0,-4.3,red
1974,65.866,red,48.1,-4.1,red
1977,65.966,red,48.1,-5.1,red
1980,66.066,red,47.4,-5.4,red
1983,66.166,red,48.2,-4.4,red
1986,66.266,red,47.6,-4.7,red
1989,66.366,red,46.4,-4.4,red
1992,66.466,red,46.6,-5.3,red
1995,66.566,red,48.2,-5.0,red
1998,66.667,red,46.5,-4.6,red
2001,66.767,red,47.0,-4.8,red
2004,66.867,red,46.6,-4.7,red
2007,66.967,red,46.7,-5.0,red
2010,67.067,red,47.3,-4.5,red
2013,67.167,red,47.4,-4.0,red
2016,67.267,red,47.0,-5.5,red
2019,67.367,red,47.0,-5.0,red
2022,67.467,red,47.2,-4.3,red
2025,67.568,red,47.2,-4.5,red
2028,67.668,red,46.7,-5.1,red
2031,67.768,red,46.1,-5.0,red
2034,67.868,red,47.6,-4.0,red
2037,67.968,red,47.0,-5.4,red
2040,68.068,red,47.8,-4.3,red
2043,68.168,red,46.1,-4.8,red
2046,68.268,red,46.4,-4.8,red
2049,68.368,red,47.7,-4.8,red
2052,68.468,red,46.7,-4.8,none
2055,68.568,red,46.9,-4.8,red
2058,68.669,red,46.9,-4.4,red
2061,68.769,red,47.1,-4.6,red
2064,68.869,red,46.6,-4.0,red
2067,68.969,red,46.3,-5.0,red
2070,69.069,red,47.6,-5.0,red
2073,69.169,red,47.4,-5.0,red
2076,69.269,red,47.4,-5.5,red
2079,69.369,red,45.7,-5.4,red
2082,69.469,red,48.4,-4.2,red
2085,69.57,red,46.6,-4.8,red
2088,69.67,red,47.2,-4.7,red
2091,69.77,red,47.2,-5.3,none
2094,69.87,red,47.0,-3.7,red
2097,69.97,red,45.3,-5.2,red
2100,70.07,red,47.3,-5.0,red
2103,70.17,red,46.2,-5.5,red
2106,70.27,red,45.9,-5.1,red
2109,70.37,red,46.8,-4.6,red
2112,70.47,red,44.9,-4.8,none
2115,70.57,red,47.7,-5.3,red
2118,70.671,red,47.3,-4.2,red
2121,70.771,red,46.4,-4.5,red
2124,70.871,red,46.4,-5.0,red
2127,70.971,red,46.6,-4.6,red
2130,71.071,red,46.3,-5.2,red
2133,71.171,red,46.5,-4.4,red
2136,71.271,red,46.5,-4.8,red
2139,71.371,red,47.4,-4.6,red
2142,71.471,red,48.1,-5.3,red
2145,71.572,red,46.5,-5.3,red
2148,71.672,red,46.6,-4.8,red
2151,71.772,red,47.6,-5.1,red
2154,71.872,red,48.0,-5.1,red
2157,71.972,red,47.5,-4.3,red
2160,72.072,red,47.4,-5.0,red
2163,72.172,red,46.7,-4.7,red
2166,72.272,red,47.3,-4.5,red
2169,72.372,red,46.5,-5.4,red
2172,72.472,red,47.8,-4.5,red
2175,72.572,red,47.5,-4.6,red
2178,72.673,red,49.2,-4.7,red
