frame,t,state,red_score,green_score,before_v2_rule
498,16.617,red,101.4,2.7,red
501,16.717,red,100.7,3.1,red
504,16.817,red,101.8,3.0,red
507,16.917,red,101.3,3.9,red
510,17.017,red,100.4,3.6,red
513,17.117,red,100.7,3.5,red
516,17.217,red,101.5,3.5,red
519,17.317,red,100.7,3.3,red
522,17.417,red,100.5,3.4,red
525,17.518,red,101.2,4.3,red
528,17.618,red,100.0,3.3,red
531,17.718,red,100.9,2.9,red
534,17.818,red,101.7,3.4,red
537,17.918,red,101.9,2.7,red
540,18.018,red,101.0,4.8,red
543,18.118,red,100.6,3.0,red
546,18.218,red,100.6,3.3,red
549,18.318,red,100.2,4.0,red
552,18.418,red,99.8,3.0,red
555,18.518,red,100.4,3.7,red
558,18.619,red,100.2,3.6,red
561,18.719,red,100.5,4.1,red
564,18.819,red,100.2,4.2,red
567,18.919,red,99.6,3.5,red
570,19.019,red,98.9,3.6,red
573,19.119,red,99.6,3.6,red
576,19.219,red,99.7,3.3,red
579,19.319,red,100.0,4.0,red
582,19.419,red,98.6,2.6,red
585,19.52,red,100.0,3.5,red
588,19.62,red,100.0,3.1,red
591,19.72,red,100.9,3.5,red
594,19.82,red,99.3,4.2,red
597,19.92,red,99.7,3.5,red
600,20.02,red,98.5,4.1,red
603,20.12,red,98.0,3.3,red
606,20.22,red,98.9,4.3,red
609,20.32,red,98.8,3.7,red
612,20.42,red,99.2,3.2,red
615,20.521,red,98.4,4.1,red
618,20.621,red,98.8,3.1,red
621,20.721,red,99.3,3.2,red
624,20.821,red,98.2,4.3,red
627,20.921,red,98.8,3.2,red
630,21.021,red,99.9,3.3,red
633,21.121,red,100.1,3.4,red
636,21.221,red,99.3,3.6,red
639,21.321,red,100.0,3.4,red
642,21.421,red,99.4,4.4,red
645,21.522,red,98.8,1.8,red
648,21.622,red,100.3,3.2,red
651,21.722,red,99.6,3.6,red
654,21.822,red,100.3,4.3,red
657,21.922,red,100.2,2.5,red
660,22.022,red,99.2,3.6,red
663,22.122,red,99.3,2.4,red
666,22.222,red,99.1,2.4,red
669,22.322,red,99.0,2.9,red
672,22.422,red,99.7,2.8,red
675,22.522,red,98.9,2.8,red
678,22.623,red,99.9,4.4,red
681,22.723,red,100.5,3.0,red
684,22.823,red,100.5,3.8,red
687,22.923,red,100.5,3.5,red
690,23.023,red,99.4,3.1,red
693,23.123,red,99.5,3.7,red
696,23.223,red,99.4,2.8,red
699,23.323,red,99.9,4.8,red
702,23.423,red,99.1,2.9,red
705,23.524,red,98.8,3.7,red
708,23.624,red,99.8,3.4,red
711,23.724,red,99.6,3.0,red
714,23.824,red,100.1,2.2,red
717,23.924,red,99.6,2.7,red
720,24.024,red,98.9,4.0,red
723,24.124,red,99.2,3.5,red
726,24.224,red,98.8,3.2,red
729,24.324,red,98.7,4.7,red
732,24.424,red,99.7,3.8,red
735,24.524,red,99.2,2.5,red
738,24.625,red,99.4,2.9,red
741,24.725,red,99.0,4.3,red
744,24.825,red,98.7,3.3,red
747,24.925,red,98.8,3.5,red
750,25.025,red,99.7,3.2,red
753,25.125,red,98.7,3.5,red
756,25.225,red,98.8,1.6,red
759,25.325,red,99.7,2.2,red
762,25.425,red,99.6,3.1,red
765,25.526,red,100.1,3.7,red
768,25.626,red,99.9,3.0,red
771,25.726,red,99.6,3.5,red
774,25.826,red,98.9,2.8,red
777,25.926,red,99.0,3.8,red
780,26.026,red,99.5,3.4,red
783,26.126,red,100.0,3.4,red
786,26.226,red,98.4,3.3,red
789,26.326,red,99.0,3.2,red
792,26.426,red,98.2,3.7,red
795,26.527,red,98.9,2.9,red
798,26.627,red,98.9,3.9,red
801,26.727,red,98.3,3.0,red
804,26.827,red,98.1,2.9,red
807,26.927,red,98.9,3.5,red
810,27.027,red,98.8,2.5,red
813,27.127,red,99.8,2.5,red
816,27.227,red,98.2,2.9,red
819,27.327,red,99.2,2.8,red
822,27.427,red,98.5,3.9,red
825,27.528,red,98.7,3.4,red
828,27.628,red,97.2,2.1,red
831,27.728,red,97.6,3.4,red
834,27.828,red,98.4,2.0,red
837,27.928,red,97.6,3.9,red
840,28.028,red,99.0,3.8,red
843,28.128,red,99.2,3.4,red
846,28.228,red,98.2,3.9,red
849,28.328,red,97.7,3.9,red
852,28.428,red,98.1,3.3,red
855,28.528,red,98.5,2.8,red
858,28.629,red,97.8,3.8,red
861,28.729,red,98.0,3.3,red
864,28.829,red,99.1,4.4,red
867,28.929,red,98.5,2.4,red
870,29.029,red,99.3,4.2,red
873,29.129,red,98.9,3.3,red
876,29.229,red,98.4,2.5,red
879,29.329,red,97.1,2.8,red
882,29.429,red,97.9,3.0,red
885,29.53,red,98.1,2.8,red
888,29.63,red,98.4,3.2,red
891,29.73,red,96.9,2.5,red
894,29.83,red,97.8,2.7,red
897,29.93,red,97.3,2.8,red
900,30.03,red,98.0,4.2,red
903,30.13,red,99.1,3.1,red
906,30.23,red,98.5,4.2,red
909,30.33,red,98.3,3.3,red
912,30.43,red,98.3,4.5,red
915,30.53,red,97.2,2.9,red
918,30.631,red,97.7,3.0,red
921,30.731,red,98.0,3.8,red
924,30.831,red,97.4,3.4,red
927,30.931,red,97.0,3.5,red
930,31.031,red,96.7,2.7,red
933,31.131,red,97.9,3.5,red
936,31.231,red,98.4,2.9,red
939,31.331,red,96.1,3.2,red
942,31.431,red,97.8,2.2,red
945,31.532,red,97.4,2.1,red
948,31.632,red,98.1,1.7,red
951,31.732,red,98.0,2.8,red
954,31.832,red,96.1,3.7,red
957,31.932,red,97.6,3.3,red
960,32.032,red,98.3,4.3,red
963,32.132,red,98.2,1.9,red
966,32.232,red,99.2,3.0,red
969,32.332,red,98.0,3.3,red
972,32.432,red,96.9,3.8,red
975,32.532,red,98.2,3.4,red
978,32.633,red,98.5,2.4,red
981,32.733,red,97.5,2.5,red
984,32.833,red,97.0,3.0,red
987,32.933,red,97.2,2.9,red
990,33.033,red,97.3,2.7,red
993,33.133,red,96.9,2.6,red
996,33.233,red,97.0,2.9,red
999,33.333,red,96.3,2.3,red
1002,33.433,red,97.3,2.7,red
1005,33.534,red,97.1,2.5,red
1008,33.634,red,97.3,3.1,red
1011,33.734,red,97.3,3.2,red
1014,33.834,red,97.4,3.1,red
1017,33.934,red,97.5,3.5,red
1020,34.034,red,97.4,3.1,red
1023,34.134,red,97.6,3.5,red
1026,34.234,red,97.2,3.1,red
1029,34.334,red,96.5,3.1,red
1032,34.434,red,97.4,2.8,red
1035,34.534,red,97.7,3.3,red
1038,34.635,red,97.0,2.4,red
1041,34.735,red,97.2,3.1,red
1044,34.835,red,97.4,3.0,red
1047,34.935,red,98.2,4.3,red
1050,35.035,red,98.0,2.7,red
1053,35.135,red,96.7,3.2,red
1056,35.235,red,96.4,4.1,red
1059,35.335,red,96.1,2.6,red
1062,35.435,red,97.1,2.8,red
1065,35.536,red,97.5,2.9,red
1068,35.636,red,97.3,2.1,red
1071,35.736,red,96.8,3.1,red
1074,35.836,red,97.1,2.6,red
1077,35.936,red,97.6,2.9,red
1080,36.036,red,97.4,3.6,red
1083,36.136,red,97.2,2.3,red
1086,36.236,red,97.0,2.6,red
1089,36.336,red,97.2,2.6,red
1092,36.436,red,97.3,2.9,red
1095,36.537,red,97.2,2.5,red
1098,36.637,red,97.4,3.2,red
1101,36.737,red,96.9,2.9,red
1104,36.837,red,96.5,3.9,red
1107,36.937,red,97.1,3.6,red
1110,37.037,red,95.3,3.8,red
1113,37.137,green,6.7,103.1,green
1116,37.237,green,-7.8,104.1,green
1119,37.337,green,-9.8,103.1,green
1122,37.437,green,-10.2,103.5,green
1125,37.538,green,-10.7,103.2,green
1128,37.638,green,-11.0,103.6,green
1131,37.738,green,-10.1,103.0,green
1134,37.838,green,-9.2,103.0,green
1137,37.938,green,-10.5,103.6,green
1140,38.038,green,-10.4,103.1,green
1143,38.138,green,-10.3,102.8,green
1146,38.238,green,-10.4,103.0,green
1149,38.338,green,-10.6,102.9,green
1152,38.438,green,-10.6,103.2,green
1155,38.538,green,-10.2,102.7,green
1158,38.639,green,-10.7,102.9,green
1161,38.739,green,-10.7,103.0,green
1164,38.839,green,-10.2,103.5,green
1167,38.939,green,-10.6,102.8,green
1170,39.039,green,-10.5,102.4,green
1173,39.139,green,-10.0,101.0,green
1176,39.239,green,-10.5,101.5,green
1179,39.339,green,-9.9,102.5,green
1182,39.439,green,-9.7,102.4,green
1185,39.54,green,-9.8,102.2,green
1188,39.64,green,-10.4,102.2,green
1191,39.74,green,-10.2,101.7,green
1194,39.84,green,-10.5,101.8,green
1197,39.94,green,-10.0,101.8,green
1200,40.04,green,-11.0,101.8,green
1203,40.14,green,-10.4,101.2,green
1206,40.24,green,-10.7,102.2,green
1209,40.34,green,-10.9,101.9,green
1212,40.44,green,-9.8,101.1,green
1215,40.54,green,-10.4,100.9,green
1218,40.641,green,-10.4,101.7,green
1221,40.741,green,-10.6,102.1,green
1224,40.841,green,-10.2,101.6,green
1227,40.941,green,-10.7,102.2,green
1230,41.041,green,-10.3,102.3,green
1233,41.141,green,-11.0,101.3,green
1236,41.241,green,-10.8,102.6,green
1239,41.341,green,-10.6,102.0,green
1242,41.441,green,-10.1,101.4,green
1245,41.542,green,-9.9,102.3,green
1248,41.642,green,-11.5,101.3,green
1251,41.742,green,-11.4,101.2,green
1254,41.842,green,-11.3,101.5,green
1257,41.942,green,-10.9,101.7,green
1260,42.042,green,-9.9,102.0,green
1263,42.142,green,-10.9,101.3,green
1266,42.242,green,-10.9,101.3,green
1269,42.342,green,-11.1,100.6,green
1272,42.442,green,-10.5,101.5,green
1275,42.543,green,-10.4,101.4,green
1278,42.643,green,-10.8,101.8,green
1281,42.743,green,-10.7,102.3,green
1284,42.843,green,-10.3,101.6,green
1287,42.943,green,-10.5,101.5,green
1290,43.043,green,-10.2,101.8,green
1293,43.143,green,-10.6,101.2,green
1296,43.243,green,-10.1,101.3,green
1299,43.343,green,-10.0,101.5,green
1302,43.443,green,-10.0,102.3,green
1305,43.544,green,-9.9,101.1,green
1308,43.644,green,-10.8,101.2,green
1311,43.744,green,-10.4,101.8,green
1314,43.844,green,-10.2,102.0,green
1317,43.944,green,-10.7,102.2,green
1320,44.044,green,-11.1,102.3,green
1323,44.144,green,-9.9,102.0,green
1326,44.244,green,-9.7,102.2,green
1329,44.344,green,-10.2,101.3,green
1332,44.444,green,-10.3,101.3,green
1335,44.544,green,-10.8,101.4,green
1338,44.645,green,-10.8,102.2,green
1341,44.745,green,-10.1,100.9,green
1344,44.845,green,-10.7,101.5,green
1347,44.945,green,-10.9,102.3,green
1350,45.045,green,-10.4,101.5,green
1353,45.145,green,-10.7,101.8,green
1356,45.245,green,-10.4,102.2,green
1359,45.345,green,-10.0,101.2,green
1362,45.445,green,-9.9,102.7,green
1365,45.546,green,-10.7,102.6,green
1368,45.646,green,-10.0,102.1,green
1371,45.746,green,-10.6,101.7,green
1374,45.846,green,-10.2,102.0,green
1377,45.946,green,-9.8,102.4,green
1380,46.046,green,-10.7,102.9,green
1383,46.146,green,-10.3,102.9,green
1386,46.246,green,-10.0,102.9,green
1389,46.346,green,-11.2,103.2,green
1392,46.446,green,-12.2,102.0,green
1395,46.546,green,-10.8,102.6,green
1398,46.647,green,-9.8,101.8,green
1401,46.747,green,-10.2,101.4,green
1404,46.847,green,-9.1,102.1,green
1407,46.947,green,-10.2,103.5,green
1410,47.047,green,-11.2,102.5,green
1413,47.147,green,-10.6,102.1,green
1416,47.247,green,-11.1,102.4,green
1419,47.347,green,-10.5,102.7,green
1422,47.447,green,-10.6,102.3,green
1425,47.548,green,-10.7,102.3,green
1428,47.648,green,-10.9,102.6,green
1431,47.748,green,-10.7,102.2,green
1434,47.848,green,-10.9,102.3,green
1437,47.948,green,-10.6,103.1,green
1440,48.048,green,-11.5,103.0,green
1443,48.148,green,-11.5,102.3,green
1446,48.248,green,-11.2,102.7,green
1449,48.348,green,-11.1,103.8,green
1452,48.448,green,-11.4,102.2,green
1455,48.549,green,-9.9,102.4,green
1458,48.649,green,-11.1,102.3,green
1461,48.749,green,-10.9,103.1,green
1464,48.849,green,-9.7,102.0,green
1467,48.949,green,-10.0,103.3,green
1470,49.049,green,-10.4,102.4,green
1473,49.149,green,-10.9,103.8,green
1476,49.249,green,-11.0,103.1,green
1479,49.349,green,-10.5,102.9,green
1482,49.449,green,-10.6,102.3,green
1485,49.55,green,-11.0,102.8,green
1488,49.65,green,-11.3,102.7,green
1491,49.75,green,-11.0,102.2,green
1494,49.85,green,-10.7,102.8,green
1497,49.95,green,-10.0,102.1,green
1500,50.05,green,-11.0,102.7,green
1503,50.15,green,-10.4,103.2,green
1506,50.25,green,-10.0,102.4,green
1509,50.35,green,-11.3,102.8,green
1512,50.45,green,-10.2,102.0,green
1515,50.55,green,-10.6,102.6,green
1518,50.651,green,-10.3,101.9,green
1521,50.751,green,-10.0,102.1,green
1524,50.851,green,-10.2,102.1,green
1527,50.951,green,-9.9,102.2,green
1530,51.051,green,-10.2,102.3,green
1533,51.151,green,-11.2,101.1,green
1536,51.251,green,-10.9,101.9,green
1539,51.351,green,-12.1,102.2,green
1542,51.451,green,-10.4,102.2,green
1545,51.552,green,-10.3,102.2,green
1548,51.652,green,-10.7,102.1,green
1551,51.752,green,-10.0,102.3,green
1554,51.852,green,-10.7,102.8,green
1557,51.952,green,-10.9,102.1,green
1560,52.052,green,-11.1,103.1,green
1563,52.152,green,-11.0,102.6,green
1566,52.252,green,-11.1,103.0,green
1569,52.352,green,-11.1,102.3,green
1572,52.452,green,-11.2,102.0,green
1575,52.552,green,-11.6,102.4,green
1578,52.653,green,-10.2,102.6,green
1581,52.753,green,-9.7,103.3,green
1584,52.853,green,-11.1,101.4,green
1587,52.953,green,-10.1,102.2,green
1590,53.053,green,-11.3,102.1,green
1593,53.153,green,-11.1,102.0,green
1596,53.253,green,-11.3,102.9,green
1599,53.353,green,-10.9,101.4,green
1602,53.453,green,-11.0,101.8,green
1605,53.554,green,-11.3,101.8,green
1608,53.654,green,-10.7,101.5,green
1611,53.754,green,-11.1,102.2,green
1614,53.854,green,-10.3,101.3,green
1617,53.954,green,-9.9,102.3,green
1620,54.054,green,-10.1,101.7,green
1623,54.154,green,-10.0,101.4,green
1626,54.254,green,-9.8,101.9,green
1629,54.354,green,-9.7,101.5,green
1632,54.454,green,-10.0,101.7,green
1635,54.555,green,-9.0,101.7,green
1638,54.655,green,-10.9,101.5,green
1641,54.755,green,-10.6,102.4,green
1644,54.855,green,-10.4,102.3,green
1647,54.955,green,-10.9,102.4,green
1650,55.055,green,-10.3,102.3,green
1653,55.155,green,-10.3,102.6,green
1656,55.255,green,-11.6,102.1,green
1659,55.355,green,-10.5,101.3,green
1662,55.455,green,-10.5,102.3,green
1665,55.556,green,-9.9,102.7,green
1668,55.656,green,-9.9,101.9,green
1671,55.756,green,-10.4,101.4,green
1674,55.856,green,-10.3,102.1,green
1677,55.956,green,-10.6,102.3,green
1680,56.056,green,-10.9,101.4,green
1683,56.156,green,-10.7,101.5,green
1686,56.256,green,-10.9,101.8,green
1689,56.356,green,-11.3,102.0,green
1692,56.456,green,-11.3,101.4,green
1695,56.556,green,-9.8,101.1,green
1698,56.657,green,-10.3,101.3,green
1701,56.757,green,-10.9,101.0,green
1704,56.857,green,-9.5,101.6,green
1707,56.957,green,-10.3,101.3,green
1710,57.057,green,-10.3,100.9,green
1713,57.157,green,-10.6,101.6,green
1716,57.257,green,-10.3,101.2,green
1719,57.357,green,-11.0,101.9,green
1722,57.457,green,-9.7,102.7,green
1725,57.558,green,-9.8,101.6,green
1728,57.658,green,-10.2,101.0,green
1731,57.758,green,-10.8,101.6,green
1734,57.858,green,-10.6,101.6,green
1737,57.958,green,-10.9,100.7,green
1740,58.058,green,-11.1,102.1,green
1743,58.158,green,-10.0,101.1,green
1746,58.258,green,-10.5,100.5,green
1749,58.358,green,-10.5,101.0,green
1752,58.458,green,-9.6,100.8,green
1755,58.558,green,-9.6,100.8,green
1758,58.659,green,-11.3,100.4,green
1761,58.759,green,-8.9,101.2,green
1764,58.859,green,-9.6,101.9,green
1767,58.959,green,-10.0,101.9,green
1770,59.059,green,-11.1,101.6,green
1773,59.159,green,-10.5,101.4,green
1776,59.259,green,-10.4,100.6,green
1779,59.359,green,-10.8,101.3,green
1782,59.459,green,-10.8,100.8,green
1785,59.56,green,-10.6,101.5,green
1788,59.66,green,-11.1,101.3,green
1791,59.76,green,-10.5,101.2,green
1794,59.86,green,-9.7,101.1,green
1797,59.96,green,-10.7,100.0,green
1800,60.06,green,-9.9,100.3,green
1803,60.16,green,-10.5,100.7,green
1806,60.26,green,-11.0,101.1,green
1809,60.36,green,-9.7,101.1,green
1812,60.46,green,-10.1,100.8,green
1815,60.56,green,-10.8,100.2,green
1818,60.661,green,-10.1,101.0,green
1821,60.761,green,-11.2,101.3,green
1824,60.861,green,-10.3,101.0,green
1827,60.961,green,-10.7,100.5,green
1830,61.061,green,-11.1,100.8,green
1833,61.161,green,-10.8,100.9,green
1836,61.261,green,-11.1,101.0,green
1839,61.361,green,-11.0,100.5,green
1842,61.461,green,-11.1,100.6,green
1845,61.562,green,-10.0,101.3,green
1848,61.662,green,-10.5,100.8,green
1851,61.762,green,-11.1,100.6,green
1854,61.862,green,-10.1,101.0,green
1857,61.962,green,-10.4,100.0,green
1860,62.062,green,-11.4,99.6,green
1863,62.162,green,-11.4,100.1,green
1866,62.262,green,-10.6,100.2,green
1869,62.362,green,-11.0,99.6,green
1872,62.462,green,-10.3,99.6,green
1875,62.562,green,-11.6,99.7,green
1878,62.663,green,-11.0,100.3,green
1881,62.763,green,-10.0,100.6,green
1884,62.863,green,-10.4,100.8,green
1887,62.963,green,-9.9,101.1,green
1890,63.063,green,-9.5,101.3,green
1893,63.163,green,-9.9,100.7,green
1896,63.263,green,-10.1,100.2,green
1899,63.363,green,-9.6,100.5,green
1902,63.463,green,-9.9,100.7,green
1905,63.564,green,-10.0,100.6,green
1908,63.664,green,-10.5,100.5,green
1911,63.764,green,-10.7,100.2,green
1914,63.864,green,-10.3,100.1,green
1917,63.964,green,-11.1,100.9,green
1920,64.064,green,-10.8,100.2,green
1923,64.164,green,-10.2,100.1,green
1926,64.264,green,-11.0,101.3,green
1929,64.364,green,-10.6,100.2,green
1932,64.464,green,-10.9,100.2,green
1935,64.564,green,-11.6,100.4,green
1938,64.665,green,-10.9,100.6,green
1941,64.765,green,-10.1,100.4,green
1944,64.865,green,-11.3,100.2,green
1947,64.965,green,-10.0,99.8,green
1950,65.065,green,-10.6,100.1,green
1953,65.165,green,-10.9,100.3,green
1956,65.265,green,-10.0,100.7,green
1959,65.365,green,-10.7,101.0,green
1962,65.465,green,-9.8,101.5,green
1965,65.566,green,-10.6,101.1,green
1968,65.666,green,-11.3,100.8,green
1971,65.766,green,-10.8,100.1,green
1974,65.866,green,-10.0,99.7,green
1977,65.966,green,-10.4,100.1,green
1980,66.066,green,-11.2,100.1,green
1983,66.166,green,-10.8,100.5,green
1986,66.266,green,-10.1,100.2,green
1989,66.366,green,-9.2,101.3,green
1992,66.466,green,-10.1,100.9,green
1995,66.566,green,-10.4,100.7,green
1998,66.667,green,-10.2,101.4,green
2001,66.767,green,-11.2,100.5,green
2004,66.867,green,-10.4,100.9,green
2007,66.967,green,-10.3,101.1,green
2010,67.067,green,-10.8,101.2,green
2013,67.167,green,-11.5,100.8,green
2016,67.267,green,-10.6,100.8,green
2019,67.367,green,-10.5,100.8,green
2022,67.467,green,-10.9,100.8,green
2025,67.568,green,-10.7,100.7,green
2028,67.668,green,-10.1,100.8,green
2031,67.768,green,-9.9,100.7,green
2034,67.868,green,-10.8,100.5,green
2037,67.968,green,-10.8,101.3,green
2040,68.068,green,-10.1,100.4,green
2043,68.168,green,-10.2,101.0,green
2046,68.268,green,-10.9,101.0,green
2049,68.368,green,-10.2,100.9,green
2052,68.468,green,-10.2,100.8,green
2055,68.568,green,-10.3,101.0,green
2058,68.669,green,-10.9,100.9,green
2061,68.769,green,-10.6,100.8,green
2064,68.869,green,-9.7,100.5,green
2067,68.969,green,-11.6,101.1,green
2070,69.069,green,-9.8,100.8,green
2073,69.169,green_flash,-10.4,5.9,none
2076,69.269,green_flash,-9.7,3.3,none
2079,69.369,green_flash,-11.0,3.8,none
2082,69.469,green_flash,-10.7,3.7,none
2085,69.57,green_flash,-10.1,4.3,none
2088,69.67,green,-10.0,102.5,green
2091,69.77,green,-10.9,102.7,green
2094,69.87,green,-10.1,102.3,green
2097,69.97,green,-10.7,102.1,green
2100,70.07,green,-10.7,101.9,green
2103,70.17,green_flash,-10.5,3.7,none
2106,70.27,green_flash,-10.5,3.9,none
2109,70.37,green_flash,-9.7,3.6,none
2112,70.47,green_flash,-10.0,4.0,none
2115,70.57,green_flash,-10.2,4.4,none
2118,70.671,green,-10.6,102.1,green
2121,70.771,green,-10.1,101.6,green
2124,70.871,green,-10.3,102.0,green
2127,70.971,green,-10.3,101.7,green
2130,71.071,green,-9.8,102.2,green
2133,71.171,green_flash,-9.8,4.9,none
2136,71.271,green_flash,-10.1,3.3,none
2139,71.371,green_flash,-9.9,3.1,none
2142,71.471,green_flash,-9.8,4.2,none
2145,71.572,green_flash,-10.4,3.5,none
2148,71.672,green,-10.5,102.9,green
2151,71.772,green,-9.9,102.3,green
2154,71.872,green,-10.2,102.6,green
2157,71.972,green,-10.1,102.8,green
2160,72.072,green,-8.7,103.2,green
2163,72.172,red,100.9,3.9,red
2166,72.272,red,101.0,4.3,red
2169,72.372,red,100.3,4.3,red
2172,72.472,red,100.1,3.6,red
2175,72.572,red,99.9,3.1,red
2178,72.673,red,100.1,2.7,red
2181,72.773,red,100.3,2.8,red
2184,72.873,red,100.2,3.0,red
2187,72.973,red,99.5,3.2,red
2190,73.073,red,100.6,3.5,red
